,stroma_ad_carcinoma_FA_HN14_4_no_tumorales.csv,carcinoma_FA_HN11A_4_no_tumorales.csv,carcinoma_FA_HN11A_1_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_no_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_no_tumorales.csv,dysplasia_FA_HN11A_1_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_4_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_1_no_tumorales.csv,carcinoma_FA_HN14_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_no_tumorales.csv,dysplasia_FA_HN15_3_no_tumorales.csv,dysplasia_FA_HN15_2_no_tumorales.csv,carcinoma_FA_HN14_1_no_tumorales.csv,carcinoma_FA_HN14_3_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_no_tumorales.csv,carcinoma_FA_HN11A_5_no_tumorales.csv,carcinoma_FA_HN14_4_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_no_tumorales.csv,carcinoma_FA_HN11A_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_5_no_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_no_tumorales.csv,dysplasia_FA_HN11A_4_no_tumorales.csv,dysplasia_FA_HN11A_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_5_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_1_no_tumorales.csv,dysplasia_FA_HN14_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_no_tumorales.csv,carcinoma_FA_HN15_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_no_tumorales.csv,dysplasia_FA_HN11A_2_no_tumorales.csv,dysplasia_FA_HN14_1_no_tumorales.csv,dysplasia_FA_HN15_5_no_tumorales.csv,carcinoma_FA_HN11A_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_4_no_tumorales.csv,dysplasia_FA_HN11A_5_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_3_no_tumorales.csv,carcinoma_FA_HN15_1_no_tumorales.csv
stroma_ad_carcinoma_FA_HN14_4_no_tumorales.csv,1.720618942542172e-308,210.65889786930194,136.95871563941222,57.366258053520426,24.474837886958575,40.03948346023239,162.78764519445008,26.916964179709787,72.81678239703675,67.72767036420441,165.52084962531603,84.47728058386429,244.46297519676966,97.2827820300202,393.69711739468187,175.85089111964373,140.4992050327573,139.8955180852359,35.986684702624984,229.77891032936856,178.31487867826354,22.741214158477817,212.29736825593454,72.81880788185774,23.918532781388308,74.80531731189623,90.74260765797104,128.61983960100372,239.59217144021568,181.61602247053992,35.5422712370538,78.10983378610624,16.141262706786527,43.44497100025362,150.41632176026593,53.64579195188216,77.61425353545789,20.88830540862942,283.8290672218435,249.463187098702,23.702878668901377,33.847801687703296,136.3123823525156,162.15389876965554,120.08143096294043,136.88718055359232
carcinoma_FA_HN11A_4_no_tumorales.csv,210.65889786930194,1.309799574105183e-308,170.52084358917415,210.65889786930194,210.65889786930194,210.65889786930194,172.06408736223705,210.65889786930194,210.65889786930194,210.65889786930194,131.79730684057552,210.65889786930194,131.79730684057552,210.65889786930194,366.07643905076,161.71704441807555,140.3193856730893,161.71704441807555,210.65889786930194,89.82662911893124,177.160243212551,210.65889786930194,85.4339533644166,210.65889786930194,210.65889786930194,210.65889786930194,210.65889786930194,177.160243212551,141.98162312922017,89.82662911893124,210.65889786930194,210.65889786930194,210.65889786930194,210.65889786930194,139.21032940773756,210.65889786930194,210.65889786930194,210.65889786930194,146.34033870508324,127.52031539077313,210.65889786930194,210.65889786930194,161.71704441807555,161.71704441807555,181.15493381272296,147.54343463141925
carcinoma_FA_HN11A_1_no_tumorales.csv,136.95871563941222,170.52084358917415,1.6984447341459623e-308,136.95871563941222,136.95871563941222,136.95871563941222,67.03909254065056,136.95871563941222,127.26973312990205,132.35884516273438,57.12426797180757,104.96287011109592,215.0085191147149,79.35186721878407,393.69711739468187,81.82513757900804,80.11919546709373,95.8436858424372,136.95871563941222,185.64038937991262,82.71232607770264,136.95871563941222,210.17726604955362,127.26770764508106,136.95871563941222,124.306796655032,92.4322159628824,36.21808878064755,218.08882839732996,172.41658309092918,136.95871563941222,117.697763706612,136.95871563941222,136.95871563941222,84.79561004446276,136.95871563941222,118.68892420790868,136.95871563941222,283.8290672218435,240.92040090793756,136.95871563941222,136.95871563941222,63.15779240525819,70.49792517499563,66.84179191665137,67.49001321638391
stroma_ad_carcinoma_FA_HN15_3_no_tumorales.csv,57.366258053520426,210.65889786930194,136.95871563941222,2.0527097556997367e-308,55.1725683765664,27.1322769919027,162.78764519445008,40.728321960225614,44.384314813388514,30.94272481804694,165.52084962531603,37.75738736232245,244.46297519676966,87.41946992912409,393.69711739468187,175.85089111964373,140.4992050327573,139.8955180852359,34.898005587433545,229.77891032936856,178.31487867826354,53.94414217993291,212.29736825593454,20.606714292025423,54.21138470347135,40.404206686945884,63.13299552618432,126.04250539660131,239.59217144021568,181.61602247053992,24.44928993481858,44.76840912945562,61.26891351455656,25.718508481650943,150.41632176026593,22.94979655801319,24.031333265509687,64.98539154420632,283.8290672218435,249.463187098702,37.60701481662369,37.26654226880602,136.3123823525156,162.15389876965554,108.96568812047477,136.88718055359232
stroma_ad_dysplasia_FA_HN14_4_no_tumorales.csv,24.474837886958575,210.65889786930194,136.95871563941222,55.1725683765664,1.9014469473551293e-308,28.040291384663703,162.78764519445008,20.487506082785316,70.62309272008272,65.53398068725039,165.52084962531603,84.47728058386429,244.46297519676966,97.2827820300202,393.69711739468187,175.85089111964373,140.4992050327573,139.8955180852359,20.274562789132858,229.77891032936856,178.31487867826354,23.043620785969203,212.29736825593454,70.62511820490371,21.724843104434285,73.58602919495277,90.74260765797104,128.61983960100372,239.59217144021568,181.61602247053992,30.723278441747823,78.10983378610624,21.482356864534268,41.251281323299594,150.41632176026593,43.74481526423064,77.61425353545789,34.789262832049744,283.8290672218435,249.463187098702,21.509188991947354,17.906026107760383,136.3123823525156,162.15389876965554,120.08143096294043,136.88718055359232
stroma_ad_dysplasia_FA_HN14_3_no_tumorales.csv,40.03948346023239,210.65889786930194,136.95871563941222,27.1322769919027,28.040291384663703,8.90234506977531e-309,162.78764519445008,19.85340397256401,42.58280133541902,37.54685595056122,165.52084962531603,64.88966435422515,244.46297519676966,90.500667246537,393.69711739468187,175.85089111964373,140.4992050327573,139.8955180852359,25.39531787503386,229.77891032936856,178.31487867826354,33.06922419227131,212.29736825593454,42.58482682024001,33.33646671580975,45.54573781028907,77.42031850243868,128.61983960100372,239.59217144021568,181.61602247053992,29.337456109950466,55.93886754350312,34.13663652265386,23.50389210949794,150.41632176026593,28.88173091460294,51.16361025741239,46.12264762384464,283.8290672218435,249.463187098702,20.31819154859835,11.378468348135968,136.3123823525156,162.15389876965554,120.08143096294043,136.88718055359232
stroma_ad_carcinoma_FA_HN11A_1_no_tumorales.csv,162.78764519445008,172.06408736223705,67.03909254065056,162.78764519445008,162.78764519445008,162.78764519445008,9.23760929541408e-309,162.78764519445008,162.78764519445008,162.78764519445008,65.62048760992215,156.6207292211716,188.68558607509408,131.0097263288597,393.69711739468187,87.1657680856404,81.66243924015666,97.38692961550012,162.78764519445008,148.04664109540226,67.4193271269207,162.78764519445008,210.17726604955362,162.78764519445008,162.78764519445008,162.78764519445008,144.09007507295803,68.33561118689272,218.08882839732996,173.95982686399208,162.78764519445008,162.78764519445008,162.78764519445008,162.78764519445008,63.53871328066393,162.78764519445008,162.78764519445008,162.78764519445008,242.08284405478696,240.92040090793756,162.78764519445008,162.78764519445008,52.950525683868875,81.17918618826036,85.41242846301927,69.03325698944684
stroma_ad_dysplasia_FA_HN14_1_no_tumorales.csv,26.916964179709787,210.65889786930194,136.95871563941222,40.728321960225614,20.487506082785316,19.85340397256401,162.78764519445008,1.3818338924286014e-308,55.79427336658456,45.046474604465075,165.52084962531603,72.44244965610352,244.46297519676966,97.2827820300202,393.69711739468187,175.85089111964373,140.4992050327573,139.8955180852359,15.151012741339969,229.77891032936856,178.31487867826354,25.03536105550915,212.29736825593454,50.1376121221184,14.605962023812744,53.36403341174308,84.97310380431705,128.61983960100372,239.59217144021568,181.61602247053992,25.027851222177787,75.79227151606713,26.583851220775472,20.763775240514278,150.41632176026593,36.65490627148681,58.716395559290774,36.38948171357218,283.8290672218435,249.463187098702,10.452851236513819,13.199644428975567,136.3123823525156,162.15389876965554,120.08143096294043,136.88718055359232
stroma_ad_carcinoma_FA_HN15_1_no_tumorales.csv,72.81678239703675,210.65889786930194,127.26973312990205,44.384314813388514,70.62309272008272,42.58280133541902,162.78764519445008,55.79427336658456,6.90992954908729e-309,55.26589561879568,165.52084962531603,33.56964228123911,244.46297519676966,47.917865911117985,393.69711739468187,175.85089111964373,134.3507119165921,139.82166433918252,50.348529930949866,229.77891032936856,178.31487867826354,66.97039726929827,212.29736825593454,33.11520957318956,66.97039726929827,26.31392354920453,34.837517167019655,110.591981053085,239.59217144021568,181.61602247053992,50.91664637778206,21.498297499156564,73.32384907446121,54.56741942674962,150.41632176026593,26.878277455852086,40.982239047309335,73.32384907446121,283.8290672218435,249.463187098702,61.37229919841431,52.71706661232234,125.97706655610884,162.15389876965554,93.51516377695845,127.12666295826219
dysplasia_FA_HN11A_1_no_tumorales.csv,67.72767036420441,210.65889786930194,132.35884516273438,30.94272481804694,65.53398068725039,37.54685595056122,162.78764519445008,45.046474604465075,55.26589561879568,1.009493292111728e-308,165.52084962531603,38.14818228870948,244.46297519676966,66.59405188477746,393.69711739468187,175.85089111964373,139.43982394942446,139.82166433918252,45.25941789811753,229.77891032936856,178.31487867826354,58.82256348244478,212.29736825593454,43.22391728476866,57.84767166238919,49.387687816248274,55.61934020597883,115.68109308591733,239.59217144021568,181.61602247053992,36.95834991615929,50.22334068591633,70.77929305804506,33.12185741215109,150.41632176026593,45.56325756545394,30.44990446405636,70.77929305804506,283.8290672218435,249.463187098702,47.414002736791545,47.62795457949001,131.06617858894117,162.15389876965554,98.60427580979078,132.21577499109452
