,stroma_ad_carcinoma_FA_HN14_4_no_tumorales.csv,carcinoma_FA_HN11A_4_no_tumorales.csv,carcinoma_FA_HN11A_1_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_no_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_no_tumorales.csv,dysplasia_FA_HN11A_1_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_4_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_1_no_tumorales.csv,carcinoma_FA_HN14_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_no_tumorales.csv,dysplasia_FA_HN15_3_no_tumorales.csv,dysplasia_FA_HN15_2_no_tumorales.csv,carcinoma_FA_HN14_1_no_tumorales.csv,carcinoma_FA_HN14_3_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_no_tumorales.csv,carcinoma_FA_HN11A_5_no_tumorales.csv,carcinoma_FA_HN14_4_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_no_tumorales.csv,carcinoma_FA_HN11A_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_5_no_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_no_tumorales.csv,dysplasia_FA_HN11A_4_no_tumorales.csv,dysplasia_FA_HN11A_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_5_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_1_no_tumorales.csv,dysplasia_FA_HN14_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_no_tumorales.csv,carcinoma_FA_HN15_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_no_tumorales.csv,dysplasia_FA_HN11A_2_no_tumorales.csv,dysplasia_FA_HN14_1_no_tumorales.csv,dysplasia_FA_HN15_5_no_tumorales.csv,carcinoma_FA_HN11A_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_4_no_tumorales.csv,dysplasia_FA_HN11A_5_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_3_no_tumorales.csv,carcinoma_FA_HN15_1_no_tumorales.csv
stroma_ad_carcinoma_FA_HN14_4_no_tumorales.csv,0.0,6882.87422142669,6108.407109436562,1391.949536063359,3588.3885777573014,5578.427442401318,5822.850610312614,4127.240933712303,4679.821302337153,5886.554417413121,5951.430222569886,4584.42471029151,6564.243077644055,5944.235586292274,7506.180078462213,6229.6095429379075,6017.260730975665,6286.41753874033,3374.304728143667,6469.674502088794,5998.810392567347,540.0391759720494,6642.396346652593,3590.263128554381,2583.347719964541,4934.145660701897,6048.24119481684,4358.679988213665,6008.338730134526,6499.30739496059,4426.825739987305,4364.844355295923,4994.602577179328,3987.70105990271,5883.036825773792,5739.492338519085,4325.984843469816,5598.15608106981,6599.25045774198,7066.003173691124,2372.9299364352155,4477.710413902314,5831.633682223008,5403.41514651091,5918.661958098154,5956.712027556292
carcinoma_FA_HN11A_4_no_tumorales.csv,6882.87422142669,0.0,924.1308514594091,7344.612863711114,5113.764641250656,9322.410726230011,2318.7994335372096,5126.492699675163,4603.088623114252,1269.2473083469908,1097.556939846447,3503.1706074722583,517.4391478941998,2989.2148050048204,907.1639893566843,669.3717124824631,894.8015525242863,677.8663671021802,4132.367980572908,537.1828731155643,991.6976568826074,6708.402290026551,414.59184183953005,6860.957627393914,5482.939070560804,2871.288977690713,2177.032321328023,3202.43559867335,1299.3199760025743,626.4480744074529,3388.745317171403,3676.47184987222,2169.528719719729,4006.1489558549115,2474.879265933202,2835.1389337847286,3601.551478519445,1303.6408109932504,646.3631466122641,639.4390124447956,6581.378789346058,8418.54308667104,1902.3517101274967,1721.0455463888677,1809.3182981959665,2784.1040051241694
carcinoma_FA_HN11A_1_no_tumorales.csv,6108.407109436562,924.1308514594091,0.0,6473.62053958516,4283.381119130061,8447.854673525973,1587.4961794212395,4283.920412023356,3693.718528189321,448.9364426313284,516.2246005218315,2611.942880065443,869.4867443520335,2220.9736025233096,1472.0145783735043,493.9089607636049,377.5705461565445,434.64972114644235,3264.5819896984117,551.8709857702486,461.7941386147005,5926.058666097851,771.2791188643989,5973.290074097855,4684.902048940718,1957.6846132785977,1273.2595347373508,2294.289255501266,966.9720767549528,753.1135805301024,2535.4999445328094,2759.966822836917,1365.9077395843085,3153.2517743622243,1952.201382779787,1922.8840001369736,2710.4677197042024,647.8733753906253,969.6151085602473,1357.5784312576716,5755.006386131666,7552.766385486811,1080.152968010313,1041.7834227111857,1132.5394166836313,2123.3460554859316
stroma_ad_carcinoma_FA_HN15_3_no_tumorales.csv,1391.949536063359,7344.612863711114,6473.62053958516,0.0,2738.64750639754,4479.206299002451,5699.591987365371,3098.948895908073,3773.9686053517225,6138.052055166107,6326.581395686624,4054.0831544633606,7127.013676338231,5633.6656054884825,7924.933635735351,6753.570798782499,6496.339863877821,6740.451239337025,3370.155873722319,6929.270272798612,6365.190640062704,1215.9028454917063,7057.683058650368,2305.6529360489358,2192.0362971198006,4767.140272191609,5835.021948154999,4274.251401859151,6267.678324343821,6831.894122630854,4226.886296133761,4036.6781966254484,5361.434593237945,3454.0473221371794,5585.3882056006105,5185.926353339747,3810.688949482787,6220.781141882332,7193.745534551028,7653.144967933626,1321.804810949862,3360.4430795594258,5775.663215712525,5671.157225246665,5886.7418748644495,5432.334382457629
stroma_ad_dysplasia_FA_HN14_4_no_tumorales.csv,3588.3885777573014,5113.764641250656,4283.381119130061,2738.64750639754,0.0,4410.751343513146,3535.5166031580325,783.2611109404104,1517.1497415136291,3963.5140111254127,4138.407973722244,1884.1484792357871,4798.737239229086,3463.3931848186007,5723.169962161386,4456.463577768685,4243.657726810199,4501.835150357793,1150.5944334438793,4702.909025270633,4154.018868392766,3244.5667361824862,4844.756972709184,2061.204001471057,1174.6889279856612,2607.435237666578,3668.472015562437,2112.4968155529173,4064.449717232074,4598.800504709507,1954.8316355672018,1877.034128089804,2968.322648544472,1175.2612637925622,3418.156198358598,2944.9730323227473,1634.3752916843746,3834.8595762822943,4831.294587152567,5305.214814998063,1619.4431921882874,3411.8614999505357,3616.300851705902,3431.4877408975744,3724.136301717463,3242.364100815051
stroma_ad_dysplasia_FA_HN14_3_no_tumorales.csv,5578.427442401318,9322.410726230011,8447.854673525973,4479.206299002451,4410.751343513146,0.0,7555.112419575324,4269.8069602722,5197.869539922948,8110.203712560482,8295.877711106308,5887.660209975709,9076.31742693436,7278.83287613731,9899.515616789282,8707.331304841826,8475.685480482867,8718.332658255698,5252.198515053486,8906.356154432387,8340.259432214018,5145.0679609616545,9033.93365674626,2987.404020998134,4533.557898088152,6647.722819428374,7591.06598239215,6229.790249987367,8242.423867146324,8810.034944338515,5997.172388209541,5863.267372904071,7255.127906224252,5343.073090879014,7405.344414905044,6726.363723118126,5759.656418989131,8129.157047266243,9125.520082189085,9599.011208007894,3895.970124107857,1309.7919355404442,7709.339407458681,7625.832005767012,7790.015942641229,7000.117867694917
stroma_ad_carcinoma_FA_HN11A_1_no_tumorales.csv,5822.850610312614,2318.7994335372096,1587.4961794212395,5699.591987365371,3535.5166031580325,7555.112419575324,0.0,3490.5745844765934,2492.927411286949,1609.510690281578,1332.2723014932324,1703.709231182524,2309.2771795378044,849.9425481421712,2747.706922980324,1951.0585303556556,1676.6140876235022,1900.6922433389063,2634.133583344944,1965.463892269955,1560.3199450382278,5566.660915989915,2131.2056353969897,4954.987270673995,4137.431923444757,998.7451420064867,839.6821041327714,1562.2647129775428,1460.8499655987835,1882.8804782567977,1697.7247450693683,1722.1228584099283,1218.3662849144691,2438.3880405443742,905.5432613445788,1295.7220672059932,1963.6635685608078,1807.758687503985,2422.0603369739274,2804.0536824335254,5049.797864850321,6720.378177593704,681.9654502962346,908.4668542586301,804.9353189549818,1043.2420450126533
stroma_ad_dysplasia_FA_HN14_1_no_tumorales.csv,4127.240933712303,5126.492699675163,4283.920412023356,3098.948895908073,783.2611109404104,4269.8069602722,3490.5745844765934,0.0,1380.563829527602,3959.390632925858,4139.377513585793,1881.522857928796,4843.441078843471,3360.2549919507055,5728.981213187979,4474.899381099562,4262.788043802945,4515.509746944735,1474.4363348112383,4722.68465243703,4161.513111913291,3712.130603651889,4854.122781062154,2035.4242444038555,1751.3612804954896,2627.1308770031824,3587.073468036655,2138.2507047754502,4062.324052758141,4598.261035925331,2071.699056401911,1858.922166393847,3032.166229049982,1204.7443674266508,3366.4876945481165,2774.638281255311,1624.984712516345,3888.708594145765,4881.93013727611,5355.123760134239,1939.4282174875204,3345.630381042448,3613.6555284326037,3441.49435870447,3696.1693140669704,3078.173911287482
stroma_ad_carcinoma_FA_HN15_1_no_tumorales.csv,4679.821302337153,4603.088623114252,3693.718528189321,3773.9686053517225,1517.1497415136291,5197.869539922948,2492.927411286949,1380.563829527602,0.0,3432.162310636814,3550.9046022101975,1223.0783024554514,4497.603862544858,2115.4716025901707,5073.050322920295,4115.9317917405415,3800.3654163821852,4006.0870637470616,1447.4799783752203,4198.938357162092,3683.8635145300996,4354.8359004855065,4375.837053206605,2547.3938658229085,2380.4408126505396,1834.7486569179223,2465.75665830677,1456.438762951764,3628.406752227812,4130.621905471732,1666.5757833729397,1064.0648291674308,2785.671676984902,926.6489187708959,2353.3774151151133,2009.529371847681,1194.7429594995874,3630.2714050327086,4576.0448020081885,5026.378189146475,3001.2452208155855,4430.642351563254,2739.083742156562,3022.918494917765,2839.791062526475,1932.1931966610487
dysplasia_FA_HN11A_1_no_tumorales.csv,5886.554417413121,1269.2473083469908,448.9364426313284,6138.052055166107,3963.5140111254127,8110.203712560482,1609.510690281578,3959.390632925858,3432.162310636814,0.0,599.7577894435356,2339.784077366413,1107.057306215338,2152.1013069973683,1795.1739388578612,725.2375564504757,528.7064903470973,650.5584776126226,2930.683793295118,889.8145986458865,412.10063487535143,5655.657328160831,1044.7030824655246,5630.314323202461,4394.516549915066,1665.5028017993775,1163.450998276303,2276.0981876042533,975.9358980887015,923.751581621334,2195.0053053624956,2559.02627100308,1081.4686544157817,2831.17409202782,2029.1013722607004,1577.879535326944,2409.449483350224,416.2927180323078,1182.5346425790606,1627.5542199688914,5445.508696865607,7224.426637970177,1129.609156160624,1061.7807460799108,1148.9957273117327,2161.212038621724
