,dysplasia_FA_HN11A_3_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_2_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN14_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_4_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN15_2_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_3_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_2_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_linfoides_mieloides_tumorales.csv
dysplasia_FA_HN11A_3_linfoides_mieloides_tumorales.csv,0.0,1057.4866185335839,907.7363055418182,1133.7865349635906,968.9691976996514,1121.3275212699168,1306.6665933730203,1080.5107392065208,1208.1325494334262,1074.3693512746304,1290.7019347879443,1026.458897239502,1671.245193953806,1350.7817454648039,1115.7204157850401,1016.536246373214,1338.9412729096607,1054.0061876783134,1036.441225900691,1234.2037660338628,888.8804848231337,1008.3890312305682,1062.9148982979937,1061.416982551181,1996.9116129495344,1161.1614289193176,1575.4890859296934,1122.8800378967742,1633.5923584196485,999.6436218067394,1248.6936411895774,1049.8657530607286,1176.6183591979614,1039.27984945535,1250.1871688197712,984.0255133056537,1160.1173453135978,1085.4524775875357,1314.1587265216344
dysplasia_FA_HN15_5_linfoides_mieloides_tumorales.csv,1057.4866185335839,0.0,957.7167741380173,1480.601441960964,977.4361431266893,955.6819719612538,1703.6130003116405,966.0226685010429,1331.0266382257316,1111.2025529996379,1506.024154887732,1134.7611311130145,2121.1065351016605,972.9237749461203,894.5805604824836,1068.1026433319507,1118.5156975991194,1145.8499487415743,1049.632578646786,1669.8068304284873,1048.7743743760398,927.1624219212566,1227.4809047171373,1407.911837175687,1773.830922385416,1243.562970862084,1457.1907433409867,1139.61449620114,1699.4037387140847,977.4030469991711,1038.5159306257065,1009.8711866622917,1609.288541974578,911.0572354598644,1049.8316344503537,1134.361977262936,1125.0018445050962,1007.5683458891206,1499.609652693814
stroma_ad_carcinoma_FA_HN15_4_linfoides_mieloides_tumorales.csv,907.7363055418182,957.7167741380173,0.0,1289.5526451256287,853.2283090405986,1106.4606297405148,1342.6150966453304,933.5645491083933,1091.1215362554442,970.7930361141961,1115.6990079109376,972.6177469384525,1784.57497667707,1122.5745960183299,1081.1281618335358,805.7435341658444,1079.2996958713723,933.5651629897825,794.1844931184235,1346.6213452694783,886.0627365507305,887.4457506371857,940.0527208589837,1176.068241188221,1674.0241385651982,1013.0996976599363,1218.483697219205,913.9214272882223,1741.701378574956,903.1774715899512,1020.2922632830441,903.5110297266143,1315.24241537943,859.5417161469107,1283.0140751588394,703.7708848247937,990.0253206556074,778.0270344295718,1198.9761469851678
carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,1133.7865349635906,1480.601441960964,1289.5526451256287,0.0,1272.8643267357788,1706.2110987544106,1093.8789469569,1447.8235373233906,1018.1984451619973,1471.2562918598235,1359.514070323448,945.3851289433514,1436.0785851438513,1679.6587601899316,1362.4047767876752,1412.3693840351182,1846.6976090795802,1152.4965544851464,1139.3073165864394,965.5147614420489,935.9423005467895,1402.785822174354,1175.055250193549,971.9503790991034,2402.6877271361027,1098.6093121420274,1936.8547199111076,1263.1176035416463,1371.8999498432645,1230.9343490172719,1505.682421810431,1158.6793073911872,1019.1081240132528,1337.0897809799014,1284.6788609444993,1207.1225018222515,1483.2400690972363,1438.1816461922006,1122.9030566213037
carcinoma_FA_HN11A_3_linfoides_mieloides_tumorales.csv,968.9691976996514,977.4361431266893,853.2283090405986,1272.8643267357788,0.0,1122.833728712356,1483.5275859609696,837.0899939007448,1226.00807364625,932.9180885325355,1292.2002156569372,1020.0716464019262,1910.125614804382,1161.0511199213113,1037.535572012893,912.4843313133974,1017.9868568969072,940.0138988495312,941.5504105005652,1439.3511007538618,921.6904263461136,732.9529284378776,1080.2284095711339,1235.4366621064325,1617.3801492979255,1135.8959171826257,1248.5363548371834,876.3477116605295,1786.5758974563853,857.5985220247617,973.4725689048939,1022.3393131670048,1368.7435485414871,923.7007634115561,1312.3738620352792,974.8341773211843,942.5869506188164,1047.6966117233283,1266.066959184017
carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,1121.3275212699168,955.6819719612538,1106.4606297405148,1706.2110987544106,1122.833728712356,0.0,1876.7028573909731,1199.3197294719441,1641.1414232545444,1176.4765980485463,1585.2927737260857,1452.7752039253553,2186.3178319989547,1369.5901784055377,942.7625642527773,1293.4266590997304,1117.9418791257983,1476.3443772780315,1364.936219289806,1881.7594676123608,1301.1521052583296,1143.4545089282465,1332.1998774420974,1657.9105347467178,1776.4006447645631,1542.3964556970468,1563.0245949478053,1363.2531515213768,1952.3271108961308,1315.6633621019375,1367.6583583674549,1402.200409933864,1752.6259674577632,1240.3558034728683,1461.4648203336847,1239.638052975802,1316.1517142402813,1249.7822204232418,1685.4160737913614
stroma_ad_dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,1306.6665933730203,1703.6130003116405,1342.6150966453304,1093.8789469569,1483.5275859609696,1876.7028573909731,0.0,1584.7260988748444,708.0640287733503,1400.2917689210262,1120.4393211051897,1102.0208704489114,996.1585814217328,1888.2748587217566,1825.6792922810614,1413.7231882668416,1863.5639746901059,1193.265805678915,1255.0289774482303,803.6566108022602,1063.5140265199784,1542.4546637832693,1083.8057037885142,1229.8631999485656,2256.268981966304,887.7938947565116,1669.5519139866901,1449.3850022869474,1791.5007510840614,1347.19093240878,1728.4053574752936,1329.5004613676247,739.4587203625549,1462.4096679317474,1636.8706917506015,1111.0799975945015,1500.9422336902828,1459.7396055379775,779.206152025705
carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,1080.5107392065208,966.0226685010429,933.5645491083933,1447.8235373233906,837.0899939007448,1199.3197294719441,1584.7260988748444,0.0,1175.2868919093812,839.4199973736795,1340.9062773140008,1048.6724294669084,1954.3400028485144,1287.7424200243731,1167.9240944949534,1001.6105283940453,838.7891265113748,1000.9594111544357,1030.3612758922127,1535.0042308563789,1096.0106212243668,642.7984934635467,1236.1840457936364,1431.6982439908552,1446.2961529754107,1103.6693351585727,1106.43762695973,1034.830084480072,2046.9299192381413,713.9344728270233,979.5785298758152,1171.6092001420557,1441.735121849979,988.9611009314565,1401.3327891066747,997.2411011386552,763.8363822076853,1001.6907206207496,1325.2658896499306
stroma_ad_carcinoma_FA_HN14_5_linfoides_mieloides_tumorales.csv,1208.1325494334262,1331.0266382257316,1091.1215362554442,1018.1984451619973,1226.00807364625,1641.1414232545444,708.0640287733503,1175.2868919093812,0.0,1142.5426219940455,880.0488231023855,772.6651333612505,1052.5338500743494,1566.0342946105854,1500.8405028940092,1175.7449322144994,1441.799606446489,1046.8636569687794,859.7234171458367,763.9709155567602,823.3925745548361,1135.2279418016606,908.7454083613429,1149.0359201188114,1863.3164736290478,605.1812082434487,1334.524102791956,1261.1203574888732,1744.5102390335567,993.4341495195,1373.6234933644873,1057.4377681824953,625.8979270243232,1031.0255545811694,1408.691158285701,891.0426631575656,1093.2844934927612,1177.2012403164078,553.8965637625702
dysplasia_FA_HN11A_2_linfoides_mieloides_tumorales.csv,1074.3693512746304,1111.2025529996379,970.7930361141961,1471.2562918598235,932.9180885325355,1176.4765980485463,1400.2917689210262,839.4199973736795,1142.5426219940455,0.0,953.5697975417535,1224.7627173278825,1632.8086133401637,1376.6352214318472,1362.3165741675123,1033.2051242084442,838.9256052889119,1006.8084648731902,1053.2343964493352,1447.428900967493,1050.0282773106453,740.8855400433748,1197.6890397849847,1407.6215710064173,1237.675535836807,984.4003989225812,895.9706070933248,1089.301552028681,2116.7341363308524,833.9236217599966,990.3455466857472,1259.1760281278744,1311.0262809664173,1081.4255395464818,1636.0983323269086,863.5746890429258,617.9378387084136,1053.833637633579,1172.5488115703151
