,dysplasia_FA_HN11A_3_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_2_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN14_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_4_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN15_2_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_3_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_2_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_linfoides_mieloides_tumorales.csv
dysplasia_FA_HN11A_3_linfoides_mieloides_tumorales.csv,7.9013693171455e-309,191.2941965946763,46.56187241684962,232.74705403968542,226.36558175930446,227.23240405688102,116.32414779641036,134.07547925877472,99.71909921083656,130.13185820798094,20.400298310089013,136.03032706366838,90.8181921791553,58.34345029997053,266.89969561156863,167.94281278312852,227.690901233521,47.06580724396804,86.49585235081511,33.949376494112485,82.77505465272117,360.23321884117456,84.96717311977423,240.64659868707827,131.64805395968935,62.18230834912568,66.79701577262139,44.10615217290291,331.69712030045105,237.87888111520562,64.3128158717594,224.32840438504994,59.95430676987539,189.0423002422002,255.6561268307941,52.25662436153556,67.94997112741213,102.75893260964071,59.450082863958755
dysplasia_FA_HN15_5_linfoides_mieloides_tumorales.csv,191.2941965946763,5.8933553404947e-309,193.58861102757115,117.23423740642397,174.69536588872117,50.12338018985881,74.97004879826595,103.44816845506982,123.28610883418307,96.64523736534275,184.50891992438272,79.41758568626295,108.01561696514112,156.49428476920542,121.17872560777016,93.77599345455027,106.1096900832083,199.74133831902847,136.63625894954754,203.62415931387986,206.31033280768358,307.845772066982,106.32702347490208,115.6055832868572,98.31348945661719,197.94959301002552,203.13780002709515,157.6387371843838,250.773574985535,117.11334989742753,126.98138072291692,73.4226060852489,131.33988982480093,121.51439533662528,127.86294821632657,206.31033280768358,206.31033280768358,149.4037457704364,144.52122724812108
stroma_ad_carcinoma_FA_HN15_4_linfoides_mieloides_tumorales.csv,46.56187241684962,193.58861102757115,8.731491918762084e-309,232.74705403968542,226.36558175930446,227.23240405688102,126.59141352123744,136.36989369166957,102.01351364373141,132.4262726408758,48.947070962534696,138.32474149656326,116.10711616420645,81.6812567043904,266.89969561156863,170.23722721602337,227.690901233521,21.032433699012216,80.13210079007017,47.87592540922569,67.06579901088492,360.23321884117456,87.26158755266908,240.64659868707827,137.9836938168452,39.58633989416052,45.04640660244915,53.620639299129834,331.69712030045105,237.87888111520562,74.3861506023558,224.32840438504994,87.73416731861579,191.33671467509507,255.6561268307941,49.962209928640696,44.612164722992226,105.05334704253556,89.3630169030128
carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,232.74705403968542,117.23423740642397,232.74705403968542,1.180690953861282e-308,154.88328542467454,75.4369445623197,127.84349126226965,110.09215979990529,144.44853984784345,114.03578085069904,232.74705403968542,119.38664798000991,153.3494468795247,209.36772723320908,137.99813978278192,104.79851468809912,146.41480612576314,232.74705403968542,166.32995270150468,232.74705403968542,232.74705403968542,254.9723296029783,159.20046593890575,155.910699329412,112.51958509899065,232.74705403968542,232.74705403968542,210.51217964838747,230.744182416022,34.670150815684735,179.85482318692058,103.46077933278201,184.21333228880462,77.10107363598343,167.48710914441978,232.74705403968542,232.74705403968542,141.4087064490393,197.39466971212477
carcinoma_FA_HN11A_3_linfoides_mieloides_tumorales.csv,226.36558175930446,174.69536588872117,226.36558175930446,154.88328542467454,2.008989414367053e-308,180.23776573350852,147.1582818454014,153.067441106145,131.68559528708153,121.91166352157711,224.6194178276245,148.68261048956438,144.38489521948793,196.6047826724472,218.29285816338316,124.78090743236957,193.02122679949744,226.36558175930446,153.56700814074276,226.36558175930446,226.36558175930446,267.7352741637402,146.43752137814386,208.10223867366756,155.32318404580735,226.36558175930446,226.36558175930446,197.74923508762555,270.25537663268557,147.65167505138206,167.0918786261587,145.999209219344,171.4503877280427,101.83166632284323,238.62683999688443,226.36558175930446,226.36558175930446,128.64576188827738,184.63172515136284
carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,227.23240405688102,50.12338018985881,227.23240405688102,75.4369445623197,180.23776573350852,1.242306513887326e-308,116.81419129666084,99.06285983429648,134.37090852375778,107.73003705491746,226.3530624227776,97.1080120294028,142.3201469139159,198.33842726760028,99.6657757720019,104.86079314412498,139.42492052612246,227.23240405688102,155.30065273589585,227.23240405688102,227.23240405688102,266.0016295685871,148.17116597329698,148.9208137297714,101.49028513338186,227.23240405688102,227.23240405688102,199.48287968277867,208.9294324871401,75.31605705332325,168.82552322131178,68.85158864223004,173.18403232319582,127.81003425365134,116.77814852675186,227.23240405688102,227.23240405688102,160.4885454600111,186.36536974651594
stroma_ad_dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,116.32414779641036,74.97004879826595,126.59141352123744,127.84349126226965,147.1582818454014,116.81419129666084,1.7073447929611436e-308,77.08652127362359,102.98470517812922,70.89947899301816,109.53887112611675,63.900668096565255,61.0582365530596,81.52423597093946,196.14877440603613,59.11932574268143,117.7311856499408,124.77128952076254,131.8409750519531,128.65411051561387,168.8253084085506,360.23321884117456,93.17975976637177,143.64258055705534,69.72512706848411,122.97954421175955,134.9040493786089,82.66868838611785,325.74362378380096,138.10714541331004,53.66423906683678,111.00619195299868,68.61344397707663,102.88161428645063,182.93711630296605,168.58077215794592,145.86598900074964,104.65347568033584,114.8778232307879
carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,134.07547925877472,103.44816845506982,136.36989369166957,110.09215979990529,153.067441106145,99.06285983429648,77.08652127362359,1.284900880922456e-308,80.03025926903072,53.389387800190406,127.29020258848112,108.66311953627442,114.03106583286011,99.27556743330382,178.39744294367176,98.28829547915309,151.40195788983826,142.5226209831269,93.3804093843952,146.40544197797826,177.70097413973278,360.23321884117456,59.6917597004157,160.89785109348716,36.81375850396832,140.73087567412392,145.91908269119358,100.4200198484822,307.9922923214366,120.35581395094567,81.56793484660707,93.25486049063431,75.54193218323365,73.46938499892428,171.11879778147892,177.70097413973278,153.067441106145,106.14789620528404,87.30250991221946
stroma_ad_carcinoma_FA_HN14_5_linfoides_mieloides_tumorales.csv,99.71909921083656,123.28610883418307,102.01351364373141,144.44853984784345,131.68559528708153,134.37090852375778,102.98470517812922,80.03025926903072,5.795194230355624e-309,62.069959909024604,92.93382254054295,120.70838513101978,123.39235827931265,80.5711499960442,212.7538229916099,115.52097310245912,191.5620650585961,108.16624093518874,43.26650053998448,112.0490619300401,160.5227841157637,360.23321884117456,59.71187713803393,196.3100116604205,84.54174514835543,106.37449562618575,111.56270264325542,75.82667899485696,331.69712030045105,154.71219399888383,66.53062944330964,127.61124053857247,83.15336986067297,89.32320103136368,238.62683999688443,151.9757235723721,116.74109911177047,64.10537646627009,52.94612986428132
dysplasia_FA_HN11A_2_linfoides_mieloides_tumorales.csv,130.13185820798094,96.64523736534275,132.4262726408758,114.03578085069904,121.91166352157711,107.73003705491746,70.89947899301816,53.389387800190406,62.069959909024604,1.068058810009928e-308,123.34658153768737,76.20309940411727,87.12971902661855,95.33194638251007,183.84022191466676,58.5982656649727,149.24700025090868,138.57899993233312,88.22168203111976,142.4618209271845,175.7291636143359,360.23321884117456,45.16468508820673,163.4589829352355,57.900873679515115,136.78725462333017,141.97546164039983,96.47639879768845,311.93591337223035,124.29943500173941,65.81904233622156,97.19848154142805,70.17755143810557,88.22168203111976,224.5081855816693,175.7291636143359,147.15385810891487,52.758508405093636,83.35888886142573
