,dysplasia_FA_HN11A_3_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_2_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN14_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_4_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_4_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN15_2_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN14_3_linfoides_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_2_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,carcinoma_FA_HN11A_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN14_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN15_2_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_1_linfoides_mieloides_tumorales.csv,dysplasia_FA_HN11A_5_linfoides_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_linfoides_mieloides_tumorales.csv
dysplasia_FA_HN11A_3_linfoides_mieloides_tumorales.csv,0.0,3883.7937695134497,4181.748607982038,3022.5974429173193,6084.542260957126,4121.76000694936,8377.329138834646,5868.892463938206,8192.547205255503,5965.043715233863,8715.003030490729,6165.04424927957,9264.805055781639,2350.4256484069438,4000.1794371994265,3702.724473745309,6751.029522235111,4213.666524420485,7868.57983725366,6309.810377241703,5905.303160840365,7524.093389056026,6528.1882743311335,2554.2113500950472,8785.835383894906,8471.171254424718,9094.921007570108,4219.40915212307,5045.3869367352645,6898.482833269163,4270.814824800372,4066.099081314008,7260.55883361071,7966.705660877061,4120.913822859663,5737.508790607308,7342.875356091559,2706.058374102146,8722.783598311022
dysplasia_FA_HN15_5_linfoides_mieloides_tumorales.csv,3883.7937695134497,0.0,3106.952772729491,3879.3447609702084,2934.5189178831906,2493.443901495268,9888.863256121671,2752.5209535047907,6839.71403308355,4167.163745566048,8557.93672602369,4159.964554053102,10818.178713412437,3043.7804636935666,1948.2945116621067,1194.7733663305135,3355.780919436148,1815.956090367411,5975.825850265193,8892.327999964777,4669.752420713097,4214.455974266951,7343.638407580518,3457.474106360102,5895.420246803866,7265.408641238146,6817.647784895404,1568.506753329836,7529.127713665081,3689.6539770368095,3488.3816092651464,3934.417509942963,9116.417590627725,5121.468343404693,3018.417801533298,4888.774289911709,4853.036783771424,2620.3629878625566,8082.681460804519
stroma_ad_carcinoma_FA_HN15_4_linfoides_mieloides_tumorales.csv,4181.748607982038,3106.952772729491,0.0,4608.143064056522,4061.5392735374326,4070.1727729662425,8181.130965517905,3036.3332343547854,5109.595866093317,2224.5546465333314,5772.670017767925,3092.894973580629,9068.856111118905,3766.397578977877,4696.6174166617475,2370.8859145551564,3769.6248170455688,1994.5799538927592,3876.6183671809104,6815.267538401287,2415.1191991441997,4657.516762428902,5106.56662205242,4240.580264594934,5529.188259860012,4846.998224288656,5027.406223702003,2252.3746016693462,8877.864355435953,4094.969041145257,1822.6888774208442,3133.3993159186766,7205.74793355012,4186.386607339825,5378.050065214826,1960.7112044839475,3599.915366168803,1978.0140531691823,5693.471652485784
carcinoma_FA_HN15_1_linfoides_mieloides_tumorales.csv,3022.5974429173193,3879.3447609702084,4608.143064056522,0.0,5792.057490841747,4399.059933551376,9077.753557246773,5597.565250287939,6827.8141568955725,5885.005907039914,9070.959342263803,5210.264158482226,10016.554895093986,3007.7170485213724,3738.743446334857,3961.753338182395,6208.107356812264,4735.971555146837,7057.12564612697,7276.446975716297,5107.173465954675,7045.616941445628,6946.1550178244615,1518.4964695279837,8884.99356534182,7422.657917722364,8839.906056815658,4841.805911149354,5523.759451057605,6397.704019619239,4438.802509698711,3763.818006989518,8095.692886022738,7581.032052769234,3489.8613257180377,5624.722492839295,7227.97627665897,4000.808356256751,7769.248250610279
carcinoma_FA_HN11A_3_linfoides_mieloides_tumorales.csv,6084.542260957126,2934.5189178831906,4061.5392735374326,5792.057490841747,0.0,3469.741940130207,11785.834412754171,2117.784189001503,7340.656456947201,4816.032396208306,9212.083327911023,5425.043291190813,12681.484705159719,5371.497165321044,3646.462108439854,3187.527725636335,2391.771128038989,2275.8891493281585,5132.979722674147,10626.551607315785,5121.224191230357,2159.9980819987336,8521.913110178231,5802.556910271512,4842.586785289866,7237.681779751853,5579.943524048929,2653.511003429655,9896.516781344406,1961.2399397180493,5327.225530140634,6174.811969162627,10860.529626009658,3928.2742256210486,4070.0623864949225,5187.663349046034,3330.6453604723365,4466.5046228803185,8607.327227276433
carcinoma_FA_HN14_2_linfoides_mieloides_tumorales.csv,4121.76000694936,2493.443901495268,4070.1727729662425,4399.059933551376,3469.741940130207,0.0,10502.27791003286,3870.340740243266,7842.520078930342,5310.698988993672,9020.903871434783,5797.317398723817,11438.846177630472,3858.608564378975,2303.0123053054967,2855.168139315818,4472.380987759481,2888.7053779775983,7235.350353499752,9308.114026318846,6018.572987122014,5053.482647101805,7569.323155404697,3931.2958919777675,6688.364928118171,8042.387732027221,8073.029654923683,3116.18081349044,6593.3462789272,4534.972015284896,4911.127391443816,4635.146170370178,9589.29465060951,6400.790899714612,2943.772406054576,5380.846121432626,5976.618352645158,3409.9609815588938,8217.20073831822
stroma_ad_dysplasia_FA_HN15_3_linfoides_mieloides_tumorales.csv,8377.329138834646,9888.863256121671,8181.130965517905,9077.753557246773,11785.834412754171,10502.27791003286,0.0,10240.210713434873,4986.370622945136,7705.367145254902,5602.330521612585,6757.955642434076,1376.1718755996324,8913.113183753547,10979.115175391482,9365.501906613,10710.3131609275,9898.925900161443,8610.32060998851,2628.6846994961115,7194.0183006930565,11989.193502282431,3449.0506532183304,8573.85429561066,11624.475740752621,5982.381270772394,10323.717894851226,9832.765163032587,9824.130552574481,11259.527840660878,7331.015967831987,6373.145421314114,1982.5130495401615,10503.159384732746,11721.288987333402,7206.598612702242,10609.61457854577,7952.475285041355,4663.001564624518
carcinoma_FA_HN14_1_linfoides_mieloides_tumorales.csv,5868.892463938206,2752.5209535047907,3036.3332343547854,5597.565250287939,2117.784189001503,3870.340740243266,10240.210713434873,0.0,5992.275662721946,2939.6474963437545,7435.443439904405,4116.077286723039,11083.571667965592,5031.03268226384,4142.209687418523,2724.658985937578,1085.0074243991978,1871.7883926934696,4288.98491843,9566.625447062883,4165.507952432265,1904.8742448270987,7100.7465429426275,5472.674249056165,3466.2290924107156,5707.131835992166,4537.329219931342,1909.7835922890317,10041.27155164137,1300.9254875680083,4069.984374101621,5360.66107803394,9446.798919258612,2970.149017037619,4917.800597616143,3824.907661221461,2383.8248303063097,3828.681032285183,6968.722409939556
stroma_ad_carcinoma_FA_HN14_5_linfoides_mieloides_tumorales.csv,8192.547205255503,6839.71403308355,5109.595866093317,6827.8141568955725,7340.656456947201,7842.520078930342,4986.370622945136,5992.275662721946,0.0,4069.892395403121,3559.166130549225,3443.8134571566957,5618.009005905956,7473.914004923822,8038.7191353524995,6216.949186530713,6397.795015862504,6205.320021716332,3917.383656614715,5188.770491028444,3613.168307661576,7432.678325924216,2660.453885018862,6999.830024620443,7755.502011184899,1715.2336995977055,5553.526517842929,6404.567709405352,11604.320285548736,6729.678323439338,5426.16801178148,5288.768529611623,4320.617736304681,5779.32247548634,8330.678067709889,3955.9322216345377,5922.144204408248,6227.40678721505,1688.0405172219344
dysplasia_FA_HN11A_2_linfoides_mieloides_tumorales.csv,5965.043715233863,4167.163745566048,2224.5546465333314,5885.005907039914,4816.032396208306,5310.698988993672,7705.367145254902,2939.6474963437545,4069.892395403121,0.0,4654.449544464243,2493.10513529756,8492.619902176626,5158.782182807554,5889.965570432503,3438.1106251461883,3381.492160550588,3389.4470101493894,2706.60837374352,7397.178662096587,2295.52287994653,4581.393588105173,4700.0510399365085,5484.20299162853,4492.8229197101045,3693.1262107732327,3756.354979842594,3360.1084268281516,10262.230742154512,3855.6585355050192,2663.928643195489,4030.847040789623,6982.605810292302,2954.935424195901,6711.16052663901,1650.726711102138,3066.1678503058597,3546.4204242521564,4511.8226564172
