,carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN15_1_tumorales.csv,carcinoma_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,stroma_ad_dysplasia_FA_HN15_1_tumorales.csv,carcinoma_FA_HN11A_2_tumorales.csv,dysplasia_FA_HN15_1_tumorales.csv,carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_4_tumorales.csv,dysplasia_FA_HN15_3_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_2_tumorales.csv,carcinoma_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_5_tumorales.csv,carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN15_5_tumorales.csv,carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_tumorales.csv,dysplasia_FA_HN11A_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_1_tumorales.csv,dysplasia_FA_HN14_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_4_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN11A_3_tumorales.csv,dysplasia_FA_HN15_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_tumorales.csv,dysplasia_FA_HN11A_2_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_4_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_tumorales.csv,dysplasia_FA_HN11A_3_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_3_tumorales.csv
carcinoma_FA_HN14_3_tumorales.csv,0.0,inf,inf,1626.8971922803996,1090.7598085145708,1047.9067545222822,inf,inf,inf,995.2545931053381,inf,1047.9067545222822,inf,1043.3749656588013,inf,1046.771121471585,904.1414644580968,1047.1795207548475,1047.9067545222822,inf,inf,497.20759280310915,1032.5514121140923,1047.9067545222822,inf,1041.0300067677822,inf,1047.9067545222822,inf,905.9494383881021,1043.3584737802726,1136.4633009159295,764.4337945500934,775.5799859910151,1047.40722071978,1150.5703131105813,inf,855.4689301048007,inf,1047.9067545222822,inf,inf,inf,inf,1047.9067545222822
carcinoma_FA_HN15_1_tumorales.csv,inf,0.0,inf,inf,inf,inf,539.4060099855878,489.32576903969505,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,642.5158466842321,inf,inf,inf,inf,inf,inf,inf,inf,inf,527.9696284801281,inf,inf,inf,inf,inf,509.13460764998496,inf,inf
carcinoma_FA_HN11A_5_tumorales.csv,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,1135.29528608794,inf,541.7829324018189,inf,484.16770890816497,inf,inf,inf,inf,770.3518755628374,439.82561841002985,inf,inf,inf,77.52531989290412,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,829.419475307244,413.3608522093532,inf,232.6239286628192,inf
stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,1626.8971922803996,inf,inf,0.0,855.6724339604124,1181.8727899720593,inf,inf,inf,1031.2906053871611,inf,1181.8727899720593,inf,1151.0710285964328,inf,1181.3803270956814,882.4770313822498,1181.3714890223473,1181.8727899720593,inf,inf,1337.449688160812,886.5365817332455,1181.8727899720593,inf,1145.1488557128523,inf,1181.8727899720593,inf,1515.002865332953,1173.017975692374,981.9886599367883,1466.1290101856243,1008.1295343899545,1181.467217778297,905.0287984768537,inf,941.3917545061238,inf,1181.8727899720593,inf,inf,inf,inf,1181.8727899720593
stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,1090.7598085145708,inf,inf,855.6724339604124,0.0,428.4093555859327,inf,inf,inf,342.78966355679563,inf,428.4093555859327,inf,412.1180438771926,inf,429.7297134475464,449.00762981681504,427.92128894348343,428.4093555859327,inf,inf,898.8677861326832,330.8005723517963,428.4093555859327,inf,390.6801725933609,inf,428.4093555859327,inf,1257.5700451507203,422.4056575481623,398.5662705808719,1178.7976032367915,481.3177492828849,428.48124424024104,294.23754643107793,inf,578.0024402756449,inf,428.4093555859327,inf,inf,inf,inf,428.4093555859327
stroma_ad_dysplasia_FA_HN15_1_tumorales.csv,1047.9067545222822,inf,inf,1181.8727899720593,428.4093555859327,0.0,inf,inf,inf,243.48937412941115,inf,0.0,inf,40.687234577876545,inf,1.3203578616136564,669.228705545075,0.7792709047279587,0.0,inf,inf,989.3164738406689,413.52060835545086,0.0,inf,41.301274540296006,inf,0.0,inf,1423.7867135540137,9.40457187457045,339.59620663943355,1369.5274549614915,569.5292575279075,0.7336046399177043,329.6916936400784,inf,857.8017622575776,inf,0.0,inf,inf,inf,inf,0.0
carcinoma_FA_HN11A_2_tumorales.csv,inf,539.4060099855878,inf,inf,inf,inf,0.0,442.8068670233115,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,206.4299611359225,inf,inf,inf,inf,inf,inf,inf,inf,inf,328.7999123059251,inf,inf,inf,inf,inf,332.43102521290876,inf,inf
dysplasia_FA_HN15_1_tumorales.csv,inf,489.32576903969505,inf,inf,inf,inf,442.8068670233115,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,553.0738764402629,inf,inf,inf,inf,inf,inf,inf,inf,inf,408.8895058930268,inf,inf,inf,inf,inf,376.90084168143096,inf,inf
carcinoma_FA_HN14_2_tumorales.csv,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,560.3443342071089,inf,inf,inf,inf,inf,inf
carcinoma_FA_HN11A_4_tumorales.csv,995.2545931053381,inf,inf,1031.2906053871611,342.78966355679563,243.48937412941115,inf,inf,inf,0.0,inf,243.48937412941115,inf,232.67737560542167,inf,244.80973199102476,538.549581818863,242.95431872115967,243.48937412941115,inf,inf,876.259031914158,364.3581290366756,243.48937412941115,inf,226.29926212379945,inf,243.48937412941115,inf,1311.4265387298399,239.82828040789732,305.6505022949897,1238.2660823415265,472.181840183335,244.2229787693288,294.7795640249742,inf,679.700609548203,inf,243.48937412941115,inf,inf,inf,inf,243.48937412941115
