,dysplasia_FA_HN14_2_mieloides_tumorales.csv,carcinoma_FA_HN11A_3_mieloides_tumorales.csv,dysplasia_FA_HN15_1_mieloides_tumorales.csv,carcinoma_FA_HN14_1_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides_tumorales.csv,dysplasia_FA_HN15_2_mieloides_tumorales.csv,carcinoma_FA_HN11A_1_mieloides_tumorales.csv,carcinoma_FA_HN11A_4_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides_tumorales.csv,dysplasia_FA_HN15_3_mieloides_tumorales.csv,dysplasia_FA_HN11A_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides_tumorales.csv,carcinoma_FA_HN14_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_2_mieloides_tumorales.csv,carcinoma_FA_HN15_2_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides_tumorales.csv,carcinoma_FA_HN14_4_mieloides_tumorales.csv,carcinoma_FA_HN14_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides_tumorales.csv,dysplasia_FA_HN15_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides_tumorales.csv,carcinoma_FA_HN11A_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides_tumorales.csv,dysplasia_FA_HN14_1_mieloides_tumorales.csv,carcinoma_FA_HN15_1_mieloides_tumorales.csv,carcinoma_FA_HN11A_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_4_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides_tumorales.csv,dysplasia_FA_HN11A_1_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides_tumorales.csv
dysplasia_FA_HN14_2_mieloides_tumorales.csv,7.478343570604195e-309,88.19629910734247,60.22549600635911,50.637401366574224,85.37162284024271,33.077770665839296,32.70381679970893,54.94487013100249,39.312635637413564,71.87113728026495,62.00570949077405,28.234044116389327,46.76344632817714,28.654060054394677,57.99211587481091,132.0686213467007,27.613448746265988,47.096539436704035,48.49985757773412,28.234044116389327,31.880683046168897,35.27301386612504,48.60608512400893,36.289228081215285,41.8014412576194,96.04792328873859,28.234044116389327,27.513135704620765,53.177362015552234,59.63492263065743,53.972498654301035,36.104611762049814,45.86495571926696,28.234044116389327,41.508250172038146,52.77371788600544,28.234044116389327,38.06442551581364,44.714001411584746
carcinoma_FA_HN11A_3_mieloides_tumorales.csv,88.19629910734247,1.8441987754973826e-308,48.183288818707496,71.47583735512967,85.37162284024271,78.88996708739248,70.43959292948688,54.54084654298617,76.97338421152438,58.42529640619735,89.04838113250398,90.76955269182031,79.35172818740102,90.76955269182031,40.45894452249638,125.04778813031311,90.76955269182031,44.476190228917915,39.696441529608364,90.76955269182031,79.69251350087782,90.76955269182031,90.76955269182031,55.50815913213778,46.39485784972308,59.173205245219094,90.76955269182031,76.211263253955,89.0084283317264,55.75116896323095,61.30540983126674,90.76955269182031,82.69051705207153,90.76955269182031,82.05749225645846,47.37697493612882,90.76955269182031,56.282303139336406,50.026411463138544
dysplasia_FA_HN15_1_mieloides_tumorales.csv,60.22549600635911,48.183288818707496,7.441930677987204e-309,33.59091037704161,85.37162284024271,33.59091037704161,34.02917665919463,33.59091037704161,37.865781267326554,60.372005543631616,65.39038576746387,56.92796061022787,50.40759193132624,60.22549600635911,33.59091037704161,132.0686213467007,49.56496815847413,58.40511021189204,30.890200547471665,51.925955949722976,33.83164985707495,52.70327169804517,58.06421891304544,39.335999242818545,33.49003329750819,82.62046492316784,60.22549600635911,44.82073642792153,59.61923519447518,43.075917643835254,53.972498654301035,60.22549600635911,45.86495571926696,60.22549600635911,53.259511148502014,34.47215038391393,49.34757499973071,42.57979028277512,37.121586910923654
carcinoma_FA_HN14_1_mieloides_tumorales.csv,50.637401366574224,71.47583735512967,33.59091037704161,8.963713018949047e-309,85.37162284024271,22.18563893806825,29.042728802918248,21.17386280779496,32.93752322674983,79.05511410709434,65.39038576746387,33.635412073805696,56.038052740448606,50.637401366574224,32.981127095124094,132.0686213467007,27.671796786963533,73.64236827395362,41.390677966789696,43.850586925152825,26.974335320157905,52.70327169804514,48.80253752468218,36.62650963381435,37.60639255436061,102.26773680109929,50.637401366574224,46.493162620498296,53.177362015552234,58.19573811458099,53.972498654301035,41.97805422236374,45.86495571926696,50.637401366574224,41.508250172038146,38.58850964076635,30.03126795288332,35.85236562661572,58.053421450332735
stroma_ad_dysplasia_FA_HN14_3_mieloides_tumorales.csv,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,1.4035118009816626e-308,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,112.06853157357762,68.71870275190918,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,72.09671620176488,85.37162284024271,85.37162284024271,85.37162284024271,77.10656017039236,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271,85.37162284024271
dysplasia_FA_HN15_2_mieloides_tumorales.csv,33.077770665839296,78.88996708739248,33.59091037704161,22.18563893806825,85.37162284024271,1.310868243874359e-308,26.92471037156038,26.869758887291226,26.40621903662732,79.05511410709434,65.39038576746387,26.681532805995772,56.038052740448606,33.077770665839296,42.915895170271824,132.0686213467007,26.687684960164688,69.52986775560788,41.390677966789696,28.217959567122932,17.232202015177876,52.70327169804514,48.80253752468218,25.199733245057928,32.49510923766941,102.26773680109929,33.077770665839296,30.86353205986653,53.177362015552234,58.025315788475666,53.972498654301035,40.59721879624419,45.86495571926696,33.077770665839296,41.508250172038146,31.512992151263674,26.578664898800355,29.133927722708222,55.80873349666524
carcinoma_FA_HN11A_1_mieloides_tumorales.csv,32.70381679970893,70.43959292948688,34.02917665919463,29.042728802918248,85.37162284024271,26.92471037156038,2.100666932565619e-308,31.410764504098672,33.32533056681591,79.05511410709434,65.39038576746387,32.082755621372115,56.038052740448606,42.29701101280119,31.944882669481302,132.0686213467007,32.69586814681497,73.64236827395362,41.390677966789696,29.669651838943594,28.84130621904025,52.70327169804517,48.80253752468218,36.18050262479045,28.009909819028522,102.26773680109929,39.67186189829985,32.034528960845265,53.17736201555226,58.19573811458099,53.972498654301035,40.59721879624419,45.86495571926696,41.465172525752635,41.508250172038146,33.80535864309802,36.804310170156896,30.718524653270663,57.01717702468994
carcinoma_FA_HN11A_4_mieloides_tumorales.csv,54.94487013100249,54.54084654298617,33.59091037704161,21.17386280779496,85.37162284024271,26.869758887291226,31.410764504098672,7.74431177079814e-309,31.508223543047876,79.05511410709434,65.39038576746387,50.57040288594919,56.038052740448606,54.94487013100249,20.4186088119215,132.0686213467007,43.20741043419545,64.76266793617071,41.390677966789696,45.5683982254443,27.474092132796272,52.70327169804517,51.70666118876676,35.132305216384,29.286339271073643,102.26773680109929,54.94487013100249,40.617042401486984,53.2616774701965,51.672426009283186,53.972498654301035,54.94487013100249,45.86495571926696,54.94487013100249,49.05581712206747,37.07645084997847,42.99001727545203,39.17378456068697,45.42547291204335
stroma_ad_dysplasia_FA_HN14_2_mieloides_tumorales.csv,39.312635637413564,76.97338421152438,37.865781267326554,32.93752322674983,85.37162284024271,26.40621903662732,33.32533056681591,31.508223543047876,9.21836082356784e-309,79.05511410709434,65.39038576746387,32.55987384959012,56.038052740448606,40.74332405454311,38.4786739515188,132.0686213467007,26.87070313974735,73.64236827395362,45.54917174782909,32.79279549982451,20.810047767663164,52.68652925632745,48.80253752468218,30.501367764958758,34.295254044526644,102.26773680109929,40.74332405454311,38.12286009258054,53.177362015552234,58.19573811458099,53.972498654301035,40.59721879624419,45.86495571926696,40.74332405454311,41.508250172038146,37.10521223686402,26.87070313974735,36.87616253277042,59.045139007852555
dysplasia_FA_HN15_3_mieloides_tumorales.csv,71.87113728026495,58.42529640619735,60.372005543631616,79.05511410709434,85.37162284024271,79.05511410709434,79.05511410709434,79.05511410709434,79.05511410709434,1.287101578827012e-308,65.3903857674639,79.05511410709434,66.23144645896943,79.05511410709434,73.49112949675103,114.97094340185481,79.05511410709434,51.8646042084917,41.30033063858241,79.05511410709434,79.05511410709434,79.05511410709434,79.05511410709434,73.69859487334179,62.45235962576021,36.01950940384006,79.05511410709434,74.2494802967621,79.05511410709434,44.16330619517393,79.05511410709434,43.80836133152033,57.65838405845233,79.05511410709434,45.344086537775524,74.86459121140581,79.05511410709434,75.0936409154994,65.12749608208469
