,carcinoma_FA_HN14_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_notumorales_tumorales.csv,dysplasia_FA_HN11A_5_notumorales_tumorales.csv,dysplasia_FA_HN11A_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_notumorales_tumorales.csv,dysplasia_FA_HN11A_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_notumorales_tumorales.csv,carcinoma_FA_HN15_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_2_notumorales_tumorales.csv,dysplasia_FA_HN11A_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_4_notumorales_tumorales.csv,dysplasia_FA_HN14_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_notumorales_tumorales.csv,carcinoma_FA_HN14_4_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_notumorales_tumorales.csv,dysplasia_FA_HN15_3_notumorales_tumorales.csv,carcinoma_FA_HN15_1_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_notumorales_tumorales.csv,carcinoma_FA_HN14_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_3_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_notumorales_tumorales.csv,carcinoma_FA_HN14_3_notumorales_tumorales.csv,dysplasia_FA_HN11A_4_notumorales_tumorales.csv,carcinoma_FA_HN11A_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_notumorales_tumorales.csv,dysplasia_FA_HN15_5_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_notumorales_tumorales.csv,dysplasia_FA_HN15_2_notumorales_tumorales.csv,dysplasia_FA_HN14_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_5_notumorales_tumorales.csv
carcinoma_FA_HN14_1_notumorales_tumorales.csv,0.0,1810.0253201770427,1306.655217076762,1219.40695302599,1293.6061188951758,1210.9231112487898,1179.7084346478907,1488.3157257070131,1012.6019430288075,641.4617648989356,1187.6872340534155,766.6812669378555,1039.7932752861998,823.2312477540767,741.8136800110742,1167.7168375646888,1316.4733556513006,582.4363124551945,1376.9135533917658,625.1879225900219,1630.1222704387324,1332.203058825022,1036.4065881130803,868.416467408332,1016.3356073626771,1278.7279612724958,1055.63387091755,816.9021255567711,810.9460999247507,1244.978288153969,1131.898507195237,1116.2074721302972,1306.1955081840856,1237.2533337585094,911.068658431678,923.8422026647103,1033.6567480702,995.2261412348274
stroma_ad_dysplasia_FA_HN14_3_notumorales_tumorales.csv,1810.0253201770427,0.0,1184.5011658100566,1233.7879150709612,956.1458731224748,1235.0163906220255,1229.6516588424581,762.5715853591053,1096.834351319525,1493.7806570800708,1247.0713305075064,1222.1396802062634,1117.38604323639,1232.8065433212525,1831.255152877048,1130.5067394418652,1196.2104338147976,2153.54952357542,943.574118814555,1391.979641288107,1549.3537343774055,990.3579365616212,1174.3730811845066,2168.497398368331,1274.698582472505,923.0042834047347,2538.11176751405,1350.483454836127,1179.8648325340994,924.5508796892792,938.8597308959986,923.3034240053828,1268.9556881289293,942.803955939447,1218.5414109166975,1875.37390524431,994.0473575044523,1217.4898881750219
stroma_ad_carcinoma_FA_HN14_1_notumorales_tumorales.csv,1306.655217076762,1184.5011658100566,0.0,290.56191124395394,334.936823887851,259.41746706318014,179.78842132277998,905.2275843175108,384.07945645232394,983.9927151787388,900.1484294003901,915.0489573750145,346.7908580389887,624.9088363033688,1612.452519537182,316.9958195495414,437.3708351755112,1532.5221246755987,637.6518875270258,829.120108667407,1643.6993154524882,535.0337214819461,1076.2074126228365,1670.2995140373796,862.8238710226786,600.0857182916225,1693.8820219941426,892.4848590550192,780.2330536558129,564.0514059081597,735.8949115528887,604.6606568320746,243.04495752324146,404.7515982150019,972.1140851017689,1607.1675903842506,648.6971498734803,573.7912303804537
dysplasia_FA_HN11A_5_notumorales_tumorales.csv,1219.40695302599,1233.7879150709612,290.56191124395394,0.0,421.95127131435356,223.23539051204685,208.26700487487003,984.5582603888971,381.06131588983556,825.6989243394596,823.3361433481413,846.5342934703518,312.7938071829939,577.2821236862833,1511.8446146664007,296.5647072101892,375.5197158522135,1449.723448690867,719.1102992128451,758.5163352503006,1655.0986086624043,650.4741945441676,905.1690587549831,1589.0487744070988,898.8002317482643,601.4081760413189,1615.7224741010582,798.7792422654916,758.594309705278,597.6668134434451,665.6359300731742,597.1816218457492,299.12893712927973,483.1281297451544,949.8515421863356,1517.1363623905484,629.3599411062793,488.9607534908127
dysplasia_FA_HN11A_3_notumorales_tumorales.csv,1293.6061188951758,956.1458731224748,334.936823887851,421.95127131435356,0.0,405.7264581547052,368.60499602758733,782.3396809345525,404.64662970051126,979.9059194564538,754.7352921037907,860.1815345483358,368.5640632832096,620.7798327186838,1529.753938677479,395.9637949910377,552.2839842688877,1567.9735463056927,549.2462448305835,807.2622627941796,1542.8635959346357,489.61917484507075,937.0447769444909,1682.9077567973663,763.5867753679672,491.8826335330642,1802.445292075674,851.7893112289323,706.0818263029989,472.4035097073458,611.4862729591005,531.1936360307832,426.84086236212556,315.71608957347325,881.2294465625021,1564.6483517865336,573.3559606284721,598.5641720420533
stroma_ad_carcinoma_FA_HN11A_1_notumorales_tumorales.csv,1210.9231112487898,1235.0163906220255,259.41746706318014,223.23539051204685,405.7264581547052,0.0,132.39730196481045,1022.7755401570128,365.01387536688463,836.6358957396866,940.8002458893422,882.7834235239445,279.81892248853245,574.2801123419258,1512.3670569103474,295.8228978401378,420.1557521211623,1410.7705250177432,763.3468051327336,744.4494054875809,1687.7434203488285,664.7655440039528,1031.0452347017695,1573.321177353487,939.3686972211337,603.7992493179726,1571.295038748797,816.238483873904,793.9902517354687,604.8942538437639,691.2761339861711,621.5230458576445,250.30534885226945,490.62117614343043,985.6326758027294,1506.3037456977418,646.7336223559057,546.4798120743267
dysplasia_FA_HN11A_1_notumorales_tumorales.csv,1179.7084346478907,1229.6516588424581,179.78842132277998,208.26700487487003,368.60499602758733,132.39730196481045,0.0,971.4386630406677,301.4405919042186,845.1968303958455,912.5187503398827,841.8413884145374,217.66589291167207,530.2097342979495,1486.23687039888,298.13547684688456,427.2886435881675,1379.4370996475218,689.774009539842,711.9195002280561,1630.7080585403278,616.3589976889475,1034.8257941205482,1542.0093836105505,891.5785396952348,605.8339006058652,1539.2221827847884,811.4573114491227,741.9780310833233,599.6184039119989,646.8883889617559,566.4611800684901,210.58627343687448,428.8948708881353,933.890285291148,1475.1588072862255,606.3214620187637,513.806746218889
stroma_ad_dysplasia_FA_HN15_3_notumorales_tumorales.csv,1488.3157257070131,762.5715853591053,905.2275843175108,984.5582603888971,782.3396809345525,1022.7755401570128,971.4386630406677,0.0,826.8302369885587,1229.669794961069,1016.2302139814054,933.1130047064997,822.2399653181673,935.3436375538708,1568.0051474778163,890.8135247262048,1055.7168632308512,1839.2057061349471,716.0416924927636,1085.9251059277299,1285.9657731096634,806.5772624449743,946.6430478275195,1875.5840699079529,952.4817578547941,668.6049115531766,2203.4590792550857,1011.8254205959458,871.2916849425952,680.7622690378183,651.0132112549817,629.5901908883725,1026.4939238379397,724.5359427428425,950.7760854689351,1604.7968179783022,698.2595880029513,876.1377793013339
stroma_ad_carcinoma_FA_HN14_2_notumorales_tumorales.csv,1012.6019430288075,1096.834351319525,384.07945645232394,381.06131588983556,404.64662970051126,365.01387536688463,301.4405919042186,826.8302369885587,0.0,727.1595809300333,788.0018099335275,674.4331438149595,241.7417524813913,461.17181529800393,1293.6958453263085,374.71128241668566,468.2876514413009,1306.004947982105,594.4936364682462,576.8356253251441,1479.4648566905596,514.8423079722083,897.0442866055287,1400.3891078500633,739.049337428134,503.4484687989408,1610.7690842119432,674.8143381587195,579.6241400457031,521.9731616161574,510.110923862494,444.69037032392805,403.0310769241506,423.758463504484,763.0042504654122,1308.810927873785,437.60776734393824,398.32765559182974
stroma_ad_carcinoma_FA_HN14_4_notumorales_tumorales.csv,641.4617648989356,1493.7806570800708,983.9927151787388,825.6989243394596,979.9059194564538,836.6358957396866,845.1968303958455,1229.669794961069,727.1595809300333,0.0,850.5188620548598,598.3879646698724,728.4646001941078,546.8311157275042,907.1430054200927,888.2307900365686,907.0157369305797,903.1784762183424,1073.7997134072937,402.6648441355601,1430.3933066120746,991.115673079893,737.2332779666051,1027.1772337382042,812.2656328064638,913.4785998266035,1324.3087854802927,637.1446814965766,610.8080932526328,973.0810180328281,850.2662711360297,844.2161079846327,981.0091144082865,950.2161238549412,677.6252837994621,898.1789679308691,773.8979074753064,689.8438079368216
