,carcinoma_FA_HN14_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_notumorales_tumorales.csv,dysplasia_FA_HN11A_5_notumorales_tumorales.csv,dysplasia_FA_HN11A_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_notumorales_tumorales.csv,dysplasia_FA_HN11A_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_notumorales_tumorales.csv,carcinoma_FA_HN15_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_2_notumorales_tumorales.csv,dysplasia_FA_HN11A_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_4_notumorales_tumorales.csv,dysplasia_FA_HN14_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_notumorales_tumorales.csv,carcinoma_FA_HN14_4_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_notumorales_tumorales.csv,dysplasia_FA_HN15_3_notumorales_tumorales.csv,carcinoma_FA_HN15_1_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_notumorales_tumorales.csv,carcinoma_FA_HN14_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_3_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_notumorales_tumorales.csv,carcinoma_FA_HN14_3_notumorales_tumorales.csv,dysplasia_FA_HN11A_4_notumorales_tumorales.csv,carcinoma_FA_HN11A_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_notumorales_tumorales.csv,dysplasia_FA_HN15_5_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_notumorales_tumorales.csv,dysplasia_FA_HN15_2_notumorales_tumorales.csv,dysplasia_FA_HN14_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_5_notumorales_tumorales.csv
carcinoma_FA_HN14_1_notumorales_tumorales.csv,0.0,8645.319061963528,9066.211838114505,7823.548388629775,8701.099401165511,8479.631602888983,8905.321103512502,8157.978540375434,6544.4460306143055,3371.7297547999606,5712.665195462598,3784.5092915411833,7437.831499318983,5201.648254095739,4036.9878042814553,7204.595163100827,8223.78144969881,1681.56501005515,7478.620334270707,3692.390120903009,8069.453013867217,7738.641153534703,4074.834570808369,3428.679244019906,4318.812344754763,7764.349545455491,2903.628030962254,4909.21060197466,3326.8139603070213,7487.226046875205,5956.650320387683,7679.000740137528,8999.164242338698,7772.09081625419,4489.311516385692,4754.240481273152,5559.89694863654,5797.2340482739455
stroma_ad_dysplasia_FA_HN14_3_notumorales_tumorales.csv,8645.319061963528,0.0,9383.749572596142,7610.2839166884505,6818.277927419686,10016.456664162804,10646.02878671038,2617.9746512314837,8095.545528571019,6675.886833630992,3394.270138106457,5704.233422999161,7880.275775768858,6946.325429066486,5953.915496383177,7666.693015223995,6533.957172647902,9934.987797249258,3481.207222360062,6452.879628714704,6277.463253061919,3014.293659771237,5047.422589416458,8759.930798480687,6436.8713023892815,7093.516884532646,11416.447632550378,5469.506524513833,6477.345284123915,5723.962814652009,5296.6593002589725,6937.258047427466,8516.87226248062,6517.29938157443,4915.473067905752,6587.818931219494,6290.722549877288,6963.301749697723
stroma_ad_carcinoma_FA_HN14_1_notumorales_tumorales.csv,9066.211838114505,9383.749572596142,0.0,1990.4599278207954,3254.640690203385,1334.2221522507175,1510.214619092815,7221.058621677745,2649.191330389781,5891.081350431104,7199.032329978996,7029.952006577179,2075.2420660531056,4570.33569968935,10577.088193018215,2416.0983826392694,3284.7684723063066,10247.788486994254,7072.002254857722,5503.20216583249,11978.340709536415,6708.933909840553,8435.245978423318,11051.024694527116,6550.331941977604,3410.0413112797837,11164.02952703604,6012.783604812074,5936.847479584182,4302.256552796611,4930.675593939931,3776.827138276912,1633.9276786366638,3682.3697589005696,7107.729734743381,11340.04502288694,4546.116956402895,3960.55641138055
dysplasia_FA_HN11A_5_notumorales_tumorales.csv,7823.548388629775,7610.2839166884505,1990.4599278207954,0.0,2055.5331643697073,2614.514665232078,3128.6024777476496,5564.213139645755,1528.5825301219186,4745.786062351899,5495.512334203727,5753.034666952797,829.3046149944093,3568.2055912311257,8792.126904548366,995.003048779673,1720.3128613204835,9087.914450508033,5221.266123771994,4273.515753981604,10445.419276290062,4908.85250805411,6714.93747858906,9755.01726280974,5321.806628519943,1886.5239059918158,10146.853051083099,4547.582250915661,4637.0110140587,2556.0375446671464,3307.894050544187,2157.599238180266,1742.8534167066873,1909.984329646247,5464.409507701242,9638.734398795537,2904.4593638856045,2884.9509757859682
dysplasia_FA_HN11A_3_notumorales_tumorales.csv,8701.099401165511,6818.277927419686,3254.640690203385,2055.5331643697073,0.0,3944.4317093613176,4494.2153421128305,4572.944195924858,3126.158126731585,5725.48044944775,5007.815906144316,5614.034807202573,2128.0378546846346,4022.111856931957,8412.746826403754,2641.6700943073693,1939.850361119374,10013.843379792575,4891.797038802012,5338.103175022289,9388.988814224434,4331.131419838168,6283.609763742884,9821.527531646541,5463.151403703789,1776.8373459902,11218.51563521627,4533.471722785544,5694.688677520765,2218.5839905666703,3339.1256953531356,1639.0015291713823,2974.5283757056054,1900.405722393741,5505.145227041039,9404.402472979877,3717.0787789592086,3569.389555234952
stroma_ad_carcinoma_FA_HN11A_1_notumorales_tumorales.csv,8479.631602888983,10016.456664162804,1334.2221522507175,2614.514665232078,3944.4317093613176,0.0,970.5897002939807,7723.130876914276,2366.594444097144,5408.637601188433,7730.262794606967,7003.516811849382,2375.6834881351992,4245.753492301059,10785.855458117545,2609.6661441779033,3945.6406340106664,9516.244512539135,7509.094363440304,5047.4451462176385,12291.635619306104,7195.361169794469,8817.064384284678,10712.78324692731,6519.782835044664,3852.6640774440834,10279.982424111631,6143.7566229093345,5460.773489910944,4711.967928637813,5252.886400849382,4408.679934593986,1984.228750017562,4174.867121513725,7001.9796598297535,11294.406786207233,4651.305312590657,3728.684202294511
dysplasia_FA_HN11A_1_notumorales_tumorales.csv,8905.321103512502,10646.02878671038,1510.214619092815,3128.6024777476496,4494.2153421128305,970.5897002939807,0.0,8498.621926334332,2869.829341047618,5974.54373666755,8467.23556192792,7522.526202592752,3034.7047981686933,4832.744761912303,10984.745592099373,3132.6904954857305,4661.456021287062,9911.419525055848,7944.887609077556,5632.602664750323,12939.34174052084,7864.684377923886,9405.72584092729,11169.829411830933,7018.092222104702,4523.434832974665,10666.597255799472,6649.001872146304,5900.005777261365,5174.92287530908,6019.718706815549,4808.323225044936,2621.7870569020765,4366.2137128513905,7428.411638829281,11473.732946122473,4934.941690838901,4448.8049209712935
stroma_ad_dysplasia_FA_HN15_3_notumorales_tumorales.csv,8157.978540375434,2617.9746512314837,7221.058621677745,5564.213139645755,4572.944195924858,7723.130876914276,8498.621926334332,0.0,5968.601244244345,5564.772605439531,3012.699787714623,4913.773170413754,5733.8686632463305,5002.9025381297715,6175.934649867171,5485.946713531394,4285.217826670905,9513.86345628693,1997.3332246979558,5198.219248983208,7373.647492781921,1427.1991520425634,4543.390811142661,8883.724225825687,5322.544840491367,4916.74026329209,10878.244435625751,4129.697809044128,5419.892231772695,3554.959950088488,3455.378805024395,4682.868479754845,6317.778973150027,4435.38231160086,4364.021221474347,7354.020089559075,4398.085457066581,4852.721695901665
stroma_ad_carcinoma_FA_HN14_2_notumorales_tumorales.csv,6544.4460306143055,8095.545528571019,2649.191330389781,1528.5825301219186,3126.158126731585,2366.594444097144,2869.829341047618,5968.601244244345,0.0,3563.9367427522798,5892.248963737364,4778.692772121971,1196.702944458137,2359.950139833971,8483.405557111359,909.8118592128493,2376.154137662054,7812.131534562725,5670.177525495389,3176.2640476150764,10204.693579389876,5435.103995389215,6995.491809849887,8725.112870083783,4295.273407070328,2172.5035257979257,8762.596754005423,3937.47623945789,3452.770474541748,2917.039016983873,3391.3491226285037,2615.800668831147,2523.0168476400336,2192.4510125490065,4737.47672343818,9003.015876949972,2416.365052420445,1805.309430577915
stroma_ad_carcinoma_FA_HN14_4_notumorales_tumorales.csv,3371.7297547999606,6675.886833630992,5891.081350431104,4745.786062351899,5725.48044944775,5408.637601188433,5974.54373666755,5564.772605439531,3563.9367427522798,0.0,3982.4495660146945,2299.0170437103493,4257.394941515724,2340.0798523810568,5741.779451201489,4006.282000639514,5084.8733566476085,4756.880759641268,4879.485109135157,801.8299082361655,8298.387211867455,5316.9451883604,4068.935953941624,5859.258863984977,2061.279127576496,4771.376470966653,5705.857421052251,2895.6618361836217,796.6087617802385,4490.285846093531,2965.6159183279547,4926.243026803593,5732.5621994541225,4916.705365684855,3255.21951526797,6311.484449227389,2701.3691480625457,2649.772655987059
