,carcinoma_FA_HN14_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_notumorales_tumorales.csv,dysplasia_FA_HN11A_5_notumorales_tumorales.csv,dysplasia_FA_HN11A_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_notumorales_tumorales.csv,dysplasia_FA_HN11A_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_notumorales_tumorales.csv,carcinoma_FA_HN15_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_2_notumorales_tumorales.csv,dysplasia_FA_HN11A_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_4_notumorales_tumorales.csv,dysplasia_FA_HN14_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_notumorales_tumorales.csv,carcinoma_FA_HN14_4_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_notumorales_tumorales.csv,dysplasia_FA_HN15_3_notumorales_tumorales.csv,carcinoma_FA_HN15_1_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_notumorales_tumorales.csv,carcinoma_FA_HN14_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_3_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_notumorales_tumorales.csv,carcinoma_FA_HN14_3_notumorales_tumorales.csv,dysplasia_FA_HN11A_4_notumorales_tumorales.csv,carcinoma_FA_HN11A_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_notumorales_tumorales.csv,dysplasia_FA_HN15_5_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_notumorales_tumorales.csv,dysplasia_FA_HN15_2_notumorales_tumorales.csv,dysplasia_FA_HN14_1_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_notumorales_tumorales.csv,carcinoma_FA_HN11A_5_notumorales_tumorales.csv
carcinoma_FA_HN14_1_notumorales_tumorales.csv,5.867218970145413e-309,123.39235827931265,129.37035919737656,59.51855354106796,147.1070704078511,81.66243924015669,122.36025218693146,108.67901421866287,57.1957120724698,72.33879476514525,90.55630835841565,156.43569379608573,96.39123555544401,140.3193856730893,131.95941915151076,96.05047161788278,167.65839870458535,107.68711037487316,112.44689007682031,84.20560823724196,393.69711739468187,73.92241375076604,86.99181970161972,207.9275403280248,217.92796413188944,131.45404629977423,38.84367542520016,198.1859328149168,80.11919546709373,113.70521331465015,85.25109516876722,283.8290672218435,88.94221309242099,131.9594191515108,94.93068163831514,140.49920503275726,66.32733746017288,178.55941059322254
stroma_ad_dysplasia_FA_HN14_3_notumorales_tumorales.csv,123.39235827931265,1.588526324278351e-308,103.17643703160968,114.76537175811197,100.97674911084317,97.5593719945272,125.98530759300505,39.76136281548918,117.92208258589943,97.98058968550697,67.74685575759659,165.11505528309345,72.37992544952743,109.17313453875767,127.61973840800691,112.28050562402797,136.51214757025372,125.98530759300505,131.54807030975266,78.37350008414134,393.69711739468187,96.3969706998862,118.13807083595137,176.78128919369314,226.60132499986128,100.57507079678834,123.39235827931265,180.9381799786461,113.80421626022161,144.8514644489818,76.28252622109085,255.5134732438409,93.11260661205017,156.07233059992308,125.98530759300503,156.07233059992308,123.39235827931263,147.4131594588909
stroma_ad_carcinoma_FA_HN14_1_notumorales_tumorales.csv,129.37035919737656,103.17643703160968,8.546400848068367e-309,86.06097172358005,128.53893649505437,84.79347887399098,205.18438463144554,102.88161428645063,111.20461388502491,142.269330895645,109.53612574235927,187.6890348857416,58.91044203421927,134.58372512110242,169.71644463892505,153.1290900608837,64.1345894945033,76.4337692852173,205.18438463144554,89.32320103136368,377.02546552647266,136.5944081557065,205.18438463144554,144.70567493682245,240.92040090793756,120.87702536633662,130.5777330924193,203.51215958129427,136.45133798406664,205.18438463144554,104.07512712242601,189.49946158632508,191.3367146750951,205.18438463144554,94.42518185752431,205.18438463144554,195.69769665754944,97.6375429449015
dysplasia_FA_HN11A_5_notumorales_tumorales.csv,59.51855354106796,114.76537175811197,86.06097172358005,7.474751255771405e-309,158.6946501050515,53.58333076257816,120.0033284195541,145.8659890007496,33.52833828960064,90.1051917155637,56.479430813858954,184.51480227366426,96.67188643838537,161.71704441807555,117.91986491272152,67.97136314030425,124.34901123078885,79.60800189729463,143.7112066492175,51.54202939547193,393.69711739468187,68.81404674438636,130.3012071754162,164.6181528542283,240.92040090793756,127.23027709967977,58.88081273496583,200.33792696921694,52.0400869895152,157.01460078844667,83.71010289908793,243.35033690437604,105.27574295151504,162.15389876965554,53.941900748187464,162.1538987696555,109.63672493396939,135.25002311942603
dysplasia_FA_HN11A_3_notumorales_tumorales.csv,147.1070704078511,100.97674911084317,128.53893649505437,158.6946501050515,2.1602098978496794e-308,173.95982686399213,178.10811296342848,76.85611237837642,147.1070704078511,145.41001394258387,133.16554078168951,67.4286621335709,103.47073151475743,58.085750797523986,178.10811296342848,178.10811296342848,85.82671897397299,178.1081129634285,181.61602247053992,130.11160298359772,393.69711739468187,143.8263949569631,173.40127636973182,147.1070704078511,148.66289066655486,97.71517021410398,158.6946501050515,143.47850212329485,172.41658309092918,181.61602247053992,123.71195047816775,204.42608950260723,161.65066186681656,181.61602247053992,158.6946501050515,181.61602247053992,158.6946501050515,96.32577571765722
stroma_ad_carcinoma_FA_HN11A_1_notumorales_tumorales.csv,81.66243924015669,97.5593719945272,84.79347887399098,53.58333076257816,173.95982686399213,7.854766738674795e-309,121.27082126914317,117.40044183021845,41.17071607341178,79.76929211491739,63.538713280663956,210.17726604955362,70.4890953492347,172.0640873622371,84.92296576493408,68.33561118689272,123.08151838119977,67.4193271269207,144.97869949880658,46.87699525439005,393.69711739468187,69.03325698944687,131.56870002500528,188.68558607509408,240.92040090793756,115.10882191626393,97.38692961550015,218.08882839732996,51.65785911007566,158.28209363803575,76.62652950091069,242.08284405478696,106.54323580110412,162.78764519445008,87.1657680856404,162.78764519445008,110.90421778355847,148.04664109540232
dysplasia_FA_HN11A_1_notumorales_tumorales.csv,122.36025218693146,125.98530759300505,205.18438463144554,120.0033284195541,178.10811296342848,121.27082126914317,1.2989712087301343e-308,147.1582818454014,94.85968625810924,120.46710506169217,104.23652622743873,212.29736825593454,147.15385810891485,210.65889786930194,37.533631466466645,52.93521008225045,224.32840438504996,152.32528823677012,45.0319221087603,116.74109911177047,393.69711739468187,109.73106993622164,46.859525904943325,244.46297519676966,249.463187098702,153.0523269646023,138.08474256227493,239.59217144021568,69.61296215906751,37.01127236889258,117.32434244768547,283.8290672218435,58.54331974895949,52.338213542845864,147.3973131195305,91.2033716731325,70.69042805283988,229.77891032936856
stroma_ad_dysplasia_FA_HN15_3_notumorales_tumorales.csv,108.67901421866287,39.76136281548918,102.88161428645063,145.8659890007496,76.85611237837642,117.40044183021845,147.1582818454014,7.26640525093574e-309,120.9983962840005,69.5511784498551,107.50821857308576,126.03796840830442,57.854848135215775,83.66717892150263,147.15828184540143,145.8659890007496,111.00619195299868,145.8659890007496,157.05402592700767,102.98470517812922,393.69711739468187,85.71268782921479,143.6440264532064,151.27533357643813,187.52423812507226,79.0190650211837,134.03520849313733,141.86109310385712,128.08170284348319,168.8253084085506,70.81663167451322,230.00751762658587,118.61856222930521,168.8253084085506,145.8659890007496,168.8253084085506,143.44134713697093,121.90720384163586
stroma_ad_carcinoma_FA_HN14_2_notumorales_tumorales.csv,57.1957120724698,117.92208258589943,111.20461388502491,33.52833828960064,147.1070704078511,41.17071607341178,94.85968625810924,120.9983962840005,1.342212935516775e-308,56.576853425963066,73.29205187095297,207.6000592712125,63.919837138162194,152.7005071186523,101.64037627646229,44.886106142756006,149.4926533922337,57.465601978660914,118.56756448777267,43.14410362874685,393.69711739468187,45.05670723053754,105.15756501397138,189.76179501567316,240.92040090793756,131.45404629977423,66.88885585047024,218.08882839732996,28.95482999196696,131.8709586270018,66.8421843568454,268.4939790658209,80.13210079007018,147.1978998009551,85.36679085874937,149.58207768893308,84.49308277252453,160.3936652808709
stroma_ad_carcinoma_FA_HN14_4_notumorales_tumorales.csv,72.33879476514525,97.98058968550697,142.269330895645,90.1051917155637,145.41001394258387,79.76929211491739,120.46710506169217,69.5511784498551,56.576853425963066,1.1418218712086798e-308,45.53897821335441,158.32884092132502,83.35888886142573,153.21835737135774,131.0128455888911,94.15732449264348,180.5573704028538,105.79396324963386,110.55374295158103,52.94612986428132,393.69711739468187,40.40333546741738,79.21074162065707,220.82651202629322,230.82693583015788,117.36452838646844,71.71764443226189,211.08490451318528,78.22604834185444,106.76557303292162,54.59705423351322,283.8290672218435,67.46012711774185,131.01284558889114,113.6552175717309,134.04971918362304,79.01980427893349,191.45838229149098
