,topology_ad_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_19_clean_no_tumorales.csv,topology_dysplasia_19_clean_no_tumorales.csv,topology_carcinoma_11_clean_no_tumorales.csv,topology_ad_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_5_clean_no_tumorales.csv,topology_carcinoma_20_clean_no_tumorales.csv,topology_ad_carcinoma_14_clean_no_tumorales.csv,topology_ad_carcinoma_3_clean_no_tumorales.csv,topology_carcinoma_14_clean_no_tumorales.csv,topology_dysplasia_18_clean_no_tumorales.csv,topology_ad_dysplasia_2_clean_no_tumorales.csv,topology_ad_carcinoma_11_clean_no_tumorales.csv,topology_dysplasia_17_clean_no_tumorales.csv,topology_carcinoma_3_clean_no_tumorales.csv,topology_ad_dysplasia_4_clean_no_tumorales.csv,topology_ad_carcinoma_9_clean_no_tumorales.csv,topology_ad_dysplasia_3_clean_no_tumorales.csv,topology_carcinoma_16_clean_no_tumorales.csv,topology_ad_carcinoma_12_clean_no_tumorales.csv,topology_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_16_clean_no_tumorales.csv,topology_carcinoma_12_clean_no_tumorales.csv,topology_ad_carcinoma_10_clean_no_tumorales.csv,topology_ad_dysplasia_7_clean_no_tumorales.csv,topology_ad_carcinoma_8_clean_no_tumorales.csv,topology_carcinoma_15_clean_no_tumorales.csv,topology_ad_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_6_clean_no_tumorales.csv,topology_ad_carcinoma_15_clean_no_tumorales.csv,topology_carcinoma_8_clean_no_tumorales.csv,topology_dysplasia_11_clean_no_tumorales.csv,topology_ad_carcinoma_1_clean_no_tumorales.csv,topology_dysplasia_14_clean_no_tumorales.csv,topology_ad_carcinoma_13_clean_no_tumorales.csv,topology_ad_carcinoma_6_clean_no_tumorales.csv,topology_dysplasia_3_clean_no_tumorales.csv,topology_ad_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_13_clean_no_tumorales.csv,topology_carcinoma_9_clean_no_tumorales.csv,topology_carcinoma_10_clean_no_tumorales.csv,topology_dysplasia_7_clean_no_tumorales.csv,topology_dysplasia_6_clean_no_tumorales.csv,topology_dysplasia_15_clean_no_tumorales.csv,topology_ad_dysplasia_9_clean_no_tumorales.csv,topology_dysplasia_10_clean_no_tumorales.csv,topology_carcinoma_13_clean_no_tumorales.csv,topology_carcinoma_1_clean_no_tumorales.csv,topology_ad_carcinoma_5_clean_no_tumorales.csv,topology_ad_carcinoma_2_clean_no_tumorales.csv,topology_dysplasia_9_clean_no_tumorales.csv,topology_carcinoma_17_clean_no_tumorales.csv,topology_dysplasia_12_clean_no_tumorales.csv,topology_ad_dysplasia_10_clean_no_tumorales.csv,topology_dysplasia_4_clean_no_tumorales.csv,topology_carcinoma_5_clean_no_tumorales.csv,topology_carcinoma_2_clean_no_tumorales.csv,topology_ad_dysplasia_6_clean_no_tumorales.csv,topology_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_18_clean_no_tumorales.csv,topology_ad_dysplasia_5_clean_no_tumorales.csv,topology_dysplasia_2_clean_no_tumorales.csv
topology_ad_dysplasia_1_clean_no_tumorales.csv,0.0,28790.83169545822,27911.746619533664,23908.01524123905,11090.684750748207,24583.668171117202,29483.019243309893,7406.871556512293,7211.236738550458,18111.82698567153,27259.993350407745,11086.619526319595,4556.974723250805,27342.54266499292,27729.39876366068,17827.29699135627,7202.227705862819,14363.114842043196,30009.406987152084,11762.960614237023,24999.875643404885,26890.82781945597,24834.20101047988,6081.368587273837,8882.001831883616,8359.228186283126,26239.51729368019,9698.1172933321,27341.17285533878,27699.125033779845,28914.31014883303,11776.691155988614,24007.21135641127,23650.84815001466,7122.036469508569,26359.059239191974,16066.099536105532,19386.56265177758,29150.109586141967,24038.33998697752,28385.807563031503,26425.445216242493,27711.92357744942,24066.795893345396,27810.862202585493,26827.572993837923,23065.023014054965,24936.162182548996,25592.139694748425,27918.667537707817,10078.179261007117,9014.533486204984,26285.160346489953,26568.425964620288,28490.63263599571,2051.5979264390494,29252.826265794796,29654.339654478033,27731.654567778885,16113.336166700774,24640.63796415827,26682.479447965045,19357.579152881568,27470.782697367227
topology_carcinoma_19_clean_no_tumorales.csv,28790.83169545822,0.0,11616.156025104221,6467.0012372259425,19383.931691645666,6456.473398435013,2227.5793206081908,21851.911708167398,31494.171841374246,11131.113876366588,12278.574000524548,19663.871204915875,25358.306009469597,11265.64911981582,4719.261326035946,12078.140414780764,26378.618444756397,15694.282808225025,1803.8743697700318,18604.390335804874,8674.903295366663,11187.143093446783,5719.858340480604,31590.67728551094,26138.177428542138,35548.43910332522,6466.777100044917,28036.529525072496,7353.275846348283,2186.902240673381,1609.022385782211,18576.784380969177,7209.488063196186,6055.700404344424,25185.152595485197,9181.859675636339,15227.295476258152,11830.238457913945,1468.5262549199688,9976.768279091664,10237.34229308135,4303.185514085081,3700.759561171278,7541.4344186643275,11218.85411422107,11425.63815600432,9045.406470482096,8990.7661882807,4903.820436380483,3989.600978889845,20769.055569289307,24430.825146600524,9579.19626867078,4401.029249588528,10161.944501569222,28512.497659423323,4559.280963459693,8188.425298923277,8428.331087179762,13600.710492322753,4476.925305397,2991.66915786793,10822.617267003056,5826.797636075718
topology_dysplasia_19_clean_no_tumorales.csv,27911.746619533664,11616.156025104221,0.0,14504.59361801414,17385.9412030051,6053.047153670809,12078.595715598269,21144.610057680493,29565.674559431634,13840.099929434522,2284.287999750316,17197.412561482834,23892.16008116926,1070.227814666045,7332.461816867252,10162.162201687095,24303.59933268013,13742.410694193364,10909.268122957905,16505.297792851547,4103.9969366459845,1330.012752705736,14151.298570982086,30403.668080632448,24210.34637072396,33574.38570726647,16144.812853970381,24686.97672377114,17519.750979139302,11434.804585020742,11754.735159559983,16248.240264125385,15036.950405387188,7095.645591203706,22935.584759604597,2945.6475256623617,12222.286140329457,8590.257782969451,10542.787510454807,4078.7121944430382,2059.47960938517,13444.412785410002,14561.14497059946,5086.266712870455,2311.369607801512,1359.8522955461947,4951.632753313483,3552.469753555111,12057.039817853014,14305.235325273508,19185.102205133586,21721.276263719486,6218.383859937046,8114.073715993385,1770.130666253847,27308.498586555124,8164.371686333036,19230.88865240192,18643.121915696254,12040.016452886759,11285.880956673776,9164.77697695269,8709.597613446871,15706.559873284956
topology_carcinoma_11_clean_no_tumorales.csv,23908.01524123905,6467.0012372259425,14504.59361801414,0.0,15567.164333355222,8915.201214633436,6199.169123650034,17209.5972555052,27265.091124450915,5827.108189262122,14386.723597958357,15867.16932578665,20777.054949284986,13869.306293618843,7972.516684760097,8951.646597660674,22467.54061855941,11758.443655747347,8126.74756866391,14752.949849386307,11057.872886629644,13497.479857227772,1395.0554952596967,27014.733001769157,22373.537582866542,31089.529774994528,2597.656911547982,24585.768932462157,3993.157696473313,4601.360648444621,5909.882819663538,14738.313916113031,1123.741149706278,7449.352729107601,21157.26170025894,11592.804320062029,12066.130970159595,9679.283968360089,6803.843183069228,11883.61894939352,13701.621672480946,2695.668405058951,4243.258722310884,9629.13008419774,14041.016576913804,13764.658181929912,10928.010323667793,11682.154701732677,3307.624541372868,4192.755436861368,16894.34593846623,20811.698342397456,11774.74283086269,6541.021315905389,13631.664727681406,23778.162425487484,9969.318921664582,6297.910314451184,4678.5306036113925,9636.784765312384,3517.979526457748,6542.46219939167,8348.372473216323,3709.8946776673843
topology_ad_carcinoma_4_clean_no_tumorales.csv,11090.684750748207,19383.931691645666,17385.9412030051,15567.164333355222,0.0,14592.565538537547,20199.04276473035,3989.1185883497997,12297.085659407136,9993.078041172797,16712.251205257624,1847.691825354813,6695.009998877356,16880.046727669687,17969.774912361365,7557.740125794349,7369.830169752977,3971.613727433958,20466.27466813267,1202.9927737633839,14707.684332094448,16402.57342849887,16255.623121575458,13129.331441319637,7455.698213867641,16411.49817811808,17857.520526034656,9051.84061104245,19109.187395813413,18602.648088322094,19707.384214365164,2460.5336027945245,15839.25346555952,13988.933838809875,5856.687102049201,16129.90995375863,5405.173993265663,8820.811951054946,19798.23485503423,13419.855650310716,17955.863894624872,17743.068069945017,18830.33778085543,13986.23463049275,17362.09360759463,16335.557017708441,12466.669892259479,14636.674869959656,16886.381861517224,19090.59472530139,2125.283844862743,5269.9173030712855,16005.247622175946,17000.37571004608,18068.906100490596,10150.210662864518,19279.894239324625,21688.507864402967,19684.94426919041,6100.201280793347,15565.954650664118,16999.58532863159,8824.621805137827,19193.133201826244
topology_dysplasia_5_clean_no_tumorales.csv,24583.668171117202,6456.473398435013,6053.047153670809,8915.201214633436,14592.565538537547,0.0,7889.1776720246535,17754.727056397616,26851.581977167225,9139.327836442786,7494.6851895047075,14834.530490503066,20911.971337085655,5870.5076389379565,5094.505146991286,7125.429590059455,21575.547459051384,11001.097924940661,6837.407527239873,13777.275878980028,3752.508835455382,6245.647164404124,8591.835329272733,27191.5913603187,21274.6512382608,30988.239300395024,10485.01146562551,22904.35653778289,11825.41233678742,6635.188502022078,7164.876727892836,13720.367526109138,9486.437665191334,1802.3996065508818,20391.662948139914,4591.764513363165,10157.29504492788,6563.331986769226,6789.089721179126,5464.9483055572555,5095.064260456453,7806.206796132054,8705.63614860714,2168.222328907549,5692.819096317707,6251.613998877624,4514.71676089589,3409.988721590376,6878.662690887865,8544.643433073627,16097.019063011909,19422.835415516794,3366.952536738601,4859.36522809818,4959.941548218894,24206.855329971986,4778.535951496288,13363.587065343007,12946.233632074507,9076.457876391589,5700.807991763559,3839.6289695054506,5844.029871525404,10039.676411761835
topology_carcinoma_20_clean_no_tumorales.csv,29483.019243309893,2227.5793206081908,12078.595715598269,6199.169123650034,20199.04276473035,7889.1776720246535,0.0,22563.05129803542,32288.090147390616,11585.30877302286,12390.548271218191,20480.555217557332,26107.776219170948,11623.317684681124,4883.403330742351,12934.013089840622,27189.688663392266,16496.683015116298,2959.775138261507,19414.67357512113,9302.058672396348,11373.766111981466,5192.802351848824,32330.12573806539,26970.448750930344,36323.50350580569,5302.365985892423,28905.80033494676,6361.494233718274,2060.2358968101275,1160.3936001335837,19392.52553438834,6593.117056310724,7237.302976931139,25994.82466650792,9321.006141435311,16096.296966052125,12740.664980718566,2364.9516256388224,10410.090142834622,10920.65873267584,3685.980230403225,3318.833501045806,8528.389442895133,11633.188388065735,11639.98929580412,9654.732656937817,9847.908118280915,4472.79201715662,2805.481758854261,21574.8232754916,25272.660299830444,11067.151703620837,4479.799371558854,10832.485693058965,29230.61917229572,6338.387000687838,7281.773056663874,7232.387621767212,14385.700298528454,4951.926723436282,4358.252998750313,11701.62728212248,4741.824797016471
topology_ad_carcinoma_14_clean_no_tumorales.csv,7406.871556512293,21851.911708167398,21144.610057680493,17209.5972555052,3989.1185883497997,17754.727056397616,22563.05129803542,0.0,10171.607945224885,11406.112753986974,20482.06889607789,4256.1336084808845,3676.4721541713006,20584.56263764273,20772.374950533467,11063.0283860589,6234.329874822138,7507.340186342289,23052.121056457654,4746.0640788383125,18242.241489089294,20135.08103545389,18064.640760303173,9907.50370639826,6667.953344073966,13892.906989577617,19567.17815215679,8820.306946113373,20708.238305517534,20790.576333839923,21997.51103015457,5012.026952645671,17338.233051222716,16698.374857454568,4813.346431772096,19594.124473633325,9175.651325429728,12584.772846035834,22215.11907391758,17214.26000987335,21617.34059833122,19639.520183229233,20874.128544590196,17271.035503076917,21045.16066653345,20068.6422194434,16206.225783862988,18172.185952442946,18800.98713123283,21090.402691316438,3772.9296489545777,5664.044081773134,19527.006229142655,19610.74579913537,21721.661297014423,6832.656553821841,22347.366118133494,23136.30519986005,21162.720170107325,9246.688870971298,17734.55415548203,19723.026078780123,12500.33933915801,20815.502243594576
topology_ad_carcinoma_3_clean_no_tumorales.csv,7211.236738550458,31494.171841374246,29565.674559431634,27265.091124450915,12297.085659407136,26851.581977167225,32288.090147390616,10171.607945224885,0.0,21500.71918248001,28839.84370583082,12511.091476842052,7187.196794206949,29107.584676768292,30191.336507010838,19794.867378455787,5437.078108630753,15890.22974803937,32619.01257214444,13110.353197096607,26969.43953987878,28608.215245839103,28054.386863243377,1659.969743738359,5782.191402594216,4219.598849443398,29604.945981558696,5132.205100373535,30786.75597796599,30610.655700691193,31760.062858591224,13359.107968808383,27419.0552523991,26144.99842154042,6724.5405839421755,28391.04912290077,17459.186717402186,21008.005256581066,31899.294540990635,25529.634030543253,30175.586883617467,29593.791783699005,30763.11209581162,26232.25974413412,29582.71960313709,28546.720027511834,24690.843274620005,26894.15919482873,28753.632491143642,30998.866184222195,10801.601631391413,7879.782073231853,28264.45880378112,29156.273674698557,30303.928243785675,5423.643162257824,31538.26486540683,33259.938173726165,31277.834362146255,17923.48797762837,27552.92505436025,29186.900813909717,21030.777730534897,30888.644224547184
topology_carcinoma_14_clean_no_tumorales.csv,18111.82698567153,11131.113876366588,13840.099929434522,5827.108189262122,9993.078041172797,9139.327836442786,11585.30877302286,11406.112753986974,21500.71918248001,0.0,13286.174452191579,10243.576381149569,14975.88357302772,13188.562706099323,10833.169044002423,4348.143399882662,16784.572130706758,6181.797649429468,12590.07519696691,9181.613824011434,10535.17390119637,12712.121429055227,6755.932677549156,21210.372115777274,16821.137854511384,25285.580116820467,8180.626892869205,19026.828359234216,9319.67213138385,9791.740260589871,11051.208819923499,9088.465125599827,5956.841860030947,7674.256641604101,15449.394118565802,11345.144156153898,6861.834377180067,6190.947590879269,11463.966931279478,10247.728506656269,13815.5685941978,8341.004113106845,9667.778328461176,9087.387642814276,13522.550088783557,12782.038556038498,9285.173815333874,10847.388006183593,7516.052751177951,9855.030597154226,11284.73351806544,15229.547248421955,11712.796251782765,9250.406453751193,13861.268389170178,17974.41911643938,12740.017024641153,11777.136540179545,9795.821909028882,4146.785846867289,6796.104447815079,9688.859606681239,5623.608909353075,9418.488106433939
