,stroma_ad_dysplasia_FA_HN15_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_linfoides_tumorales.csv,dysplasia_FA_HN11A_4_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_linfoides_tumorales.csv,dysplasia_FA_HN11A_3_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_linfoides_tumorales.csv,carcinoma_FA_HN11A_1_linfoides_tumorales.csv,carcinoma_FA_HN11A_3_linfoides_tumorales.csv,carcinoma_FA_HN14_1_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_linfoides_tumorales.csv,dysplasia_FA_HN14_1_linfoides_tumorales.csv,carcinoma_FA_HN11A_4_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_linfoides_tumorales.csv,dysplasia_FA_HN14_2_linfoides_tumorales.csv,dysplasia_FA_HN15_1_linfoides_tumorales.csv,carcinoma_FA_HN15_2_linfoides_tumorales.csv,dysplasia_FA_HN15_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_linfoides_tumorales.csv,dysplasia_FA_HN15_3_linfoides_tumorales.csv,carcinoma_FA_HN15_1_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_linfoides_tumorales.csv,dysplasia_FA_HN11A_2_linfoides_tumorales.csv,carcinoma_FA_HN11A_2_linfoides_tumorales.csv,dysplasia_FA_HN11A_5_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_linfoides_tumorales.csv,carcinoma_FA_HN14_2_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_linfoides_tumorales.csv,dysplasia_FA_HN11A_1_linfoides_tumorales.csv,carcinoma_FA_HN11A_5_linfoides_tumorales.csv,carcinoma_FA_HN14_3_linfoides_tumorales.csv,carcinoma_FA_HN14_4_linfoides_tumorales.csv,dysplasia_FA_HN15_5_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_linfoides_tumorales.csv
stroma_ad_dysplasia_FA_HN15_2_linfoides_tumorales.csv,9.588935621381755e-309,97.29713583897777,82.97563966335429,84.7372864784794,92.40590226201402,39.31817602281683,84.96717311977423,137.22379748130976,169.46412008994616,146.43752137814386,77.05721676320795,104.07512712242601,77.05721676320795,360.23321884117456,96.81077655219309,65.64131751649904,227.50574908267225,174.99955523369147,218.37075142999333,59.71187713803393,93.17975976637177,331.69712030045105,159.20046593890578,42.644250701683404,45.16468508820674,55.44029152097522,58.895942556769626,142.3631666296348,78.18189644948063,148.17116597329698,91.62256953512343,153.14682107023253,106.65822075720592,93.41431484412641,82.16497342224693,162.2087837902061,106.32702347490209,82.16497342224693,87.26158755266908
stroma_ad_carcinoma_FA_HN15_2_linfoides_tumorales.csv,97.29713583897777,7.32925089920748e-309,180.27277550233202,103.14815489835885,148.36028978287192,72.28426948907892,36.67035288401404,48.07419897363985,237.87888111520562,226.36558175930446,146.40544197797823,201.37226296140375,77.59251429126053,360.23321884117456,68.39528555760882,66.61015751750227,266.89969561156863,240.64659868707827,255.6561268307941,112.0490619300401,128.65411051561387,331.69712030045105,232.74705403968545,63.01643504981084,142.46182092718448,65.80665270929822,115.08889532884425,224.32840438504996,29.088712624203907,227.23240405688102,56.55098556003745,79.60420981663415,78.53410534833273,67.35037763111595,143.97801667889286,227.690901233521,203.62415931387983,90.16764907637886,47.87592540922569
dysplasia_FA_HN11A_4_linfoides_tumorales.csv,82.97563966335429,180.27277550233202,6.533503718136354e-309,92.50158271761029,51.056661705508446,107.98850601325313,167.9428127831285,194.63464090190968,118.99530830774563,127.80736916144602,98.2882954791531,115.52097310245912,133.14290095765762,331.19715587852977,179.78641621554738,148.6169571798533,180.97097800387428,160.58973902444302,221.63894167087682,115.52097310245912,58.39451783842672,274.12495879708274,104.79851468809912,121.16984343657327,58.5982656649727,134.287353372836,65.18388017348781,61.13809549448706,161.15753611283492,104.86079314412498,174.59820919847772,194.63464090190968,184.96481268406242,176.3899545074807,118.99530830774563,138.35768756407316,93.77599345455027,118.99530830774563,170.23722721602337
stroma_ad_dysplasia_FA_HN14_3_linfoides_tumorales.csv,84.7372864784794,103.14815489835885,92.50158271761029,1.0951044186001264e-308,105.63768598285091,53.4566041738953,90.81819217915532,143.07481654069085,163.61310103056508,144.38489521948793,114.44135488204833,125.98530759300505,123.39235827931265,360.23321884117456,125.98530759300505,114.90328299676449,221.65473002329117,169.14853617431038,199.16759246174206,123.39235827931265,59.9102756278366,331.69712030045105,153.3494468795247,118.63390697748369,87.12971902661855,85.28736878537251,88.78280443196996,136.51214757025372,94.20540281675162,142.3201469139159,123.39235827931265,156.07233059992308,136.54508263240626,113.1128196879024,125.98530759300505,143.23714126719585,100.476004415521,126.37684284328799,116.10711616420645
stroma_ad_dysplasia_FA_HN14_1_linfoides_tumorales.csv,92.40590226201402,148.36028978287192,51.056661705508446,105.63768598285091,1.296591522878774e-308,76.07602029379302,136.03032706366838,178.67839804217965,122.65451042758508,148.6826104895644,110.20778367529442,120.87702536633662,126.46726836226627,360.23321884117456,147.87393049608727,117.80562613633289,176.44259513877807,129.56356318168918,179.8884590146401,120.70838513101978,61.623166076431005,306.0374445165429,119.38664798000991,114.10396572643015,76.20309940411727,102.3748676533759,97.37823497212287,91.30001268574063,129.2450503933748,113.51950004424741,142.6857234790176,178.67839804217965,153.0523269646023,144.4774687880206,122.65451042758508,122.65451042758508,79.41758568626295,131.45404629977423,138.32474149656326
stroma_ad_carcinoma_FA_HN15_3_linfoides_tumorales.csv,39.31817602281683,72.28426948907892,107.98850601325313,53.4566041738953,76.07602029379302,8.941921028629996e-309,59.95430676987539,112.21093113141094,194.476986439845,171.4503877280427,89.32092500694145,129.08799347232485,89.51370461069395,360.23321884117456,86.94095934912977,66.0290068346751,252.5186154325711,200.0124215835903,230.031477871022,83.15336986067297,68.61344397707663,331.69712030045105,184.21333228880462,69.95434848832369,70.17755143810558,64.87259833199104,60.40985558637931,167.37603297953365,53.16903009958179,173.18403232319582,84.17824598347417,130.19842079669263,108.1721337868156,78.31269933757369,97.66862074582168,174.10102667647578,131.33988982480093,97.6686207458217,87.73416731861579
dysplasia_FA_HN11A_3_linfoides_tumorales.csv,84.96717311977423,36.67035288401404,167.9428127831285,90.81819217915532,136.03032706366838,59.95430676987539,1.5431427551816557e-308,52.25662436153556,237.87888111520562,226.36558175930446,134.0754792587747,189.0423002422002,73.45848527132938,360.23321884117456,67.05704850583297,57.581135521247035,266.89969561156863,240.64659868707827,255.6561268307941,99.71909921083656,116.32414779641036,331.69712030045105,232.74705403968545,59.450082863958755,130.13185820798094,62.30024170757237,102.75893260964071,224.32840438504996,20.897781920972562,227.23240405688102,62.18230834912568,82.77505465272117,83.3798651088803,65.44520958810986,131.64805395968932,227.690901233521,191.2941965946763,86.49585235081511,46.561872416849624
stroma_ad_carcinoma_FA_HN11A_2_linfoides_tumorales.csv,137.22379748130976,48.07419897363985,194.63464090190968,143.07481654069085,178.67839804217965,112.21093113141094,52.25662436153556,7.95936167945244e-309,237.87888111520562,226.36558175930446,177.7009741397328,205.18438463144554,99.9296157590652,360.23321884117456,40.4130209291167,78.4834239295437,266.89969561156863,240.64659868707827,255.6561268307941,151.9757235723721,168.5807721579459,331.69712030045105,232.74705403968545,100.98240002470837,175.7291636143359,85.91208377182807,155.01555697117624,224.32840438504996,60.56645408423026,227.23240405688102,54.551343020923355,41.24273749197157,47.12270383947208,43.80948263718338,176.4872614901901,227.690901233521,206.3103328076836,130.09431071871086,49.9622099286407
carcinoma_FA_HN11A_1_linfoides_tumorales.csv,169.46412008994616,237.87888111520562,118.99530830774563,163.61310103056508,122.65451042758508,194.476986439845,237.87888111520562,237.87888111520562,1.5355299504917237e-308,147.65167505138203,120.35581395094567,65.38899296752015,219.63138138424947,244.70867545193795,237.87888111520562,235.1054376064452,141.32581218732724,190.58085014509675,181.95032989100477,154.71219399888383,138.10714541331004,245.20740316260702,34.670150815684735,207.65832386316515,124.29943500173943,220.77583379942786,151.67236060007968,117.44522652702369,237.87888111520562,83.28624156945145,237.87888111520562,237.87888111520562,237.87888111520562,237.87888111520562,122.78323925003104,181.08495694144784,122.97319541272941,176.59360685254507,237.87888111520562
carcinoma_FA_HN11A_3_linfoides_tumorales.csv,146.43752137814386,226.36558175930446,127.80736916144602,144.38489521948793,148.6826104895644,171.4503877280427,226.36558175930446,226.36558175930446,147.65167505138203,1.449002098123764e-308,153.067441106145,116.33274860668286,196.6047826724472,267.7352741637402,226.36558175930446,212.0788388946429,218.2928581633832,208.10223867366756,238.62683999688443,131.68559528708153,147.1582818454014,270.2553766326855,154.88328542467457,184.63172515136284,126.37274720604978,197.74923508762558,128.64576188827738,145.99920921934398,224.6194178276245,180.2377657335085,226.36558175930446,226.36558175930446,226.36558175930446,226.36558175930446,155.32318404580732,193.02122679949744,174.69536588872114,153.56700814074276,226.36558175930446
