,stroma_ad_dysplasia_FA_HN15_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_linfoides_tumorales.csv,dysplasia_FA_HN11A_4_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_linfoides_tumorales.csv,dysplasia_FA_HN11A_3_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_linfoides_tumorales.csv,carcinoma_FA_HN11A_1_linfoides_tumorales.csv,carcinoma_FA_HN11A_3_linfoides_tumorales.csv,carcinoma_FA_HN14_1_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_linfoides_tumorales.csv,dysplasia_FA_HN14_1_linfoides_tumorales.csv,carcinoma_FA_HN11A_4_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_linfoides_tumorales.csv,dysplasia_FA_HN14_2_linfoides_tumorales.csv,dysplasia_FA_HN15_1_linfoides_tumorales.csv,carcinoma_FA_HN15_2_linfoides_tumorales.csv,dysplasia_FA_HN15_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_linfoides_tumorales.csv,dysplasia_FA_HN15_3_linfoides_tumorales.csv,carcinoma_FA_HN15_1_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_linfoides_tumorales.csv,dysplasia_FA_HN11A_2_linfoides_tumorales.csv,carcinoma_FA_HN11A_2_linfoides_tumorales.csv,dysplasia_FA_HN11A_5_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_linfoides_tumorales.csv,carcinoma_FA_HN14_2_linfoides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_linfoides_tumorales.csv,dysplasia_FA_HN11A_1_linfoides_tumorales.csv,carcinoma_FA_HN11A_5_linfoides_tumorales.csv,carcinoma_FA_HN14_3_linfoides_tumorales.csv,carcinoma_FA_HN14_4_linfoides_tumorales.csv,dysplasia_FA_HN15_5_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_linfoides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_linfoides_tumorales.csv
stroma_ad_dysplasia_FA_HN15_2_linfoides_tumorales.csv,0.0,393.8866231713099,955.2042865343122,453.52415748960897,609.074376315714,492.02896429669346,512.5840533673148,204.33705028240266,918.2651393303935,933.753630623975,1394.7573869191901,765.3890276435017,1656.6034178068553,700.8254574013305,262.135745937422,1611.2617096790218,688.1778061102004,915.2823419617965,1136.518935201762,373.88906694003265,309.10453252623716,1934.0653294357644,612.3574728920901,356.481659743178,321.2604475013675,1094.807648741223,384.7705676803323,449.24253729644147,302.48563122700904,1733.9223625798968,345.4918279013603,563.9078087832906,1086.0931516427927,1010.1882316006773,1745.0420463070022,1564.8029027085909,717.5163947551735,604.4741401759485,276.4612431844761
stroma_ad_carcinoma_FA_HN15_2_linfoides_tumorales.csv,393.8866231713099,0.0,932.6993732384371,498.68172278517994,512.0677457017268,505.7477474062221,456.6735250989463,319.13793375681564,864.281019138442,855.3243347655268,1408.3470778689784,766.2599232134698,1666.1033215054008,691.3638516977169,256.52812633045596,1582.2541413508684,610.6755561012985,784.4125933997079,1050.142910787539,343.6554776630101,316.8300395534545,1803.1492716659918,576.6689208316885,345.3906596177204,321.39481786393065,1098.0557797647434,425.93148608245616,337.19398709344597,383.35306471389896,1744.333285175881,287.7795073544779,477.75941560129235,1122.003798863036,869.6815467313938,1787.3142448521176,1607.2846098033324,633.8194642687931,598.8691485821835,356.9716055134589
dysplasia_FA_HN11A_4_linfoides_tumorales.csv,955.2042865343122,932.6993732384371,0.0,833.7735639498878,822.114985487041,733.2133308390271,956.5750312569337,936.0943641200925,623.1894741407648,679.4516855800528,926.4556198718303,610.9742280643802,1160.5911715390557,595.3314206003113,831.6993061845128,1099.7605584963599,786.5160532563557,764.368378191517,765.4606045732737,842.8416457085827,949.9562401261868,1603.9961420410752,875.7647350117461,921.0096234769628,938.454296417276,531.6977974112751,870.3218531217539,914.7709701341571,908.6463957944543,1291.440711277555,813.8736165364071,871.2548505294678,845.1829853494578,717.4993783323191,1582.390252650056,1186.6338534166466,779.9737823245966,656.0755038515142,854.2459589810067
stroma_ad_dysplasia_FA_HN14_3_linfoides_tumorales.csv,453.52415748960897,498.68172278517994,833.7735639498878,0.0,588.3076016369274,588.5015152677474,654.7169336566267,461.04191409738803,965.2883030072817,1013.0257400804911,1454.1016981097966,808.0297091417475,1717.9438960471973,767.464250150021,387.5002543101401,1647.6819312862933,785.673405530193,966.0312150282593,1168.7674793676292,441.9504692624748,437.94514149507114,1947.4993658076564,755.8758469828622,488.0078751539741,447.3271045857592,971.2433082747484,346.7202492623819,522.521224798085,488.65599748317595,1769.3445347255174,383.82712809363136,676.6912039120971,1153.0839951904861,1056.7472673529314,1835.8250192974167,1628.1503184720295,770.6547133693518,672.5312422807167,524.3450630023448
stroma_ad_dysplasia_FA_HN14_1_linfoides_tumorales.csv,609.074376315714,512.0677457017268,822.114985487041,588.3076016369274,0.0,472.11518512568546,485.4202160844374,540.4866719793972,673.8062811723208,710.8744709090441,1305.9821271549304,697.7603767825912,1577.9704513917195,661.2083885099156,492.0880172232138,1488.6775113367048,485.37653755460354,725.2322434690352,888.6902712343848,352.26961845635645,564.9350999073627,1643.7673250893927,516.6630152346276,426.29741096669636,460.56476903444866,882.690005925245,518.9796379583211,447.25053905948715,516.6755619232788,1685.3851070612563,433.413596200047,467.0271797069984,1105.9089580347995,840.7132991178325,1852.5470712366055,1545.163009164035,488.1182313333736,583.0012982024264,541.7564190534827
stroma_ad_carcinoma_FA_HN15_3_linfoides_tumorales.csv,492.02896429669346,505.7477474062221,733.2133308390271,588.5015152677474,472.11518512568546,0.0,514.4390438690447,476.58980553796994,643.3485946844432,725.478639387877,1170.9267596846091,557.3924349135121,1388.5719412559909,510.2829665097062,453.8926838955183,1325.6804065038518,514.775983981554,740.7250241545203,865.3598502493127,428.3664265705429,562.1769885788871,1626.690898832862,547.8853665820279,464.51104091842905,431.31678928741724,820.0953617743122,487.1038883300512,469.00227993109564,454.54639969873267,1521.4844637326469,428.56650120080246,442.75428910578944,966.9233719974824,799.9876167498275,1745.801734216221,1411.3244082441095,478.37113500973106,429.64477328382117,432.16325581482727
dysplasia_FA_HN11A_3_linfoides_tumorales.csv,512.5840533673148,456.6735250989463,956.5750312569337,654.7169336566267,485.4202160844374,514.4390438690447,0.0,450.4920483207821,807.361765224451,772.4600604561431,1428.1541441410952,772.4890628722661,1658.725172090097,717.9493969366663,474.0802255203556,1582.126925797823,539.5437725485695,753.0733002072823,1013.819309126383,424.29125666322864,497.06471120715975,1742.9387876927876,464.8377532617943,483.61790301483035,371.6782801297236,1051.4358888965726,595.8436327360483,539.8820842299581,457.4158642779537,1784.3988819220629,445.36825194665397,421.739092014692,1158.6548630156967,914.0946582051031,1901.6102521198395,1656.2511505986176,612.3251799521603,608.321078543629,476.8712765411186
stroma_ad_carcinoma_FA_HN11A_2_linfoides_tumorales.csv,204.33705028240266,319.13793375681564,936.0943641200925,461.04191409738803,540.4866719793972,476.58980553796994,450.4920483207821,0.0,871.4349541916056,866.9993580086168,1383.4870623180927,737.5041762347877,1640.2705759382584,682.8870101097183,179.7799237082524,1586.5809466873488,619.1928563589698,826.1929416162903,1073.6310537486283,335.1382775525159,255.75851568728575,1871.149096369702,532.5261326400868,311.59019156005115,287.845741996613,1059.808405111264,323.0155074421008,355.59018287523037,281.807872028049,1713.1558880062141,273.181179274222,502.40454266465235,1074.98822286672,918.450733928614,1729.61428087355,1558.9405730984404,655.8269551922704,579.240454618702,229.40931649959765
carcinoma_FA_HN11A_1_linfoides_tumorales.csv,918.2651393303935,864.281019138442,623.1894741407648,965.2883030072817,673.8062811723208,643.3485946844432,807.361765224451,871.4349541916056,0.0,510.91093737762975,840.4452640027237,451.38083660858325,1094.0480557785042,468.27330022435467,800.6342038870297,1018.976221146594,646.7006536935531,674.6834945337861,688.9797695700613,665.4962561611404,896.6444204910711,1499.5984206150758,720.2399406654517,842.7230157773646,793.5739548460033,684.2607047062312,868.6373146511521,793.1847050658704,843.5225621223387,1276.9349959736974,737.8310627325083,699.7098733580665,718.6863619075997,543.6143617279124,1486.5413304854878,1093.566498240752,595.2905998279624,536.0972216383507,823.7629675249108
carcinoma_FA_HN11A_3_linfoides_tumorales.csv,933.753630623975,855.3243347655268,679.4516855800528,1013.0257400804911,710.8744709090441,725.478639387877,772.4600604561431,866.9993580086168,510.91093737762975,0.0,969.6404659947303,607.5006323375326,1183.7279941734448,564.8200757883691,834.8809065845045,1125.9221627380057,643.7338348577067,671.146795855105,757.3971545534896,759.1337220104631,910.0136945716338,1522.4743031710336,645.0528321133405,808.9160873384034,781.3698912479194,683.0501604662263,926.1861836536984,837.2517466772592,854.9618775763047,1337.2974231164583,799.6788647514217,674.9820893682422,834.8882731354516,646.0228483033285,1592.8682048579929,1220.6713565621496,648.6650380826335,624.2746353706091,820.675187608364
