,carcinoma_FA_HN15_1_mieloides.csv,dysplasia_FA_HN11A_4_mieloides.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides.csv,dysplasia_FA_HN15_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_3_mieloides.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides.csv,carcinoma_FA_HN14_4_mieloides.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides.csv,carcinoma_FA_HN11A_5_mieloides.csv,dysplasia_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN15_1_mieloides.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides.csv,carcinoma_FA_HN11A_1_mieloides.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides.csv,carcinoma_FA_HN14_2_mieloides.csv,carcinoma_FA_HN11A_3_mieloides.csv,dysplasia_FA_HN15_5_mieloides.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_1_mieloides.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides.csv,dysplasia_FA_HN15_2_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides.csv,stroma_ad_dysplasia_FA_HN15_4_mieloides.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides.csv,dysplasia_FA_HN11A_1_mieloides.csv,carcinoma_FA_HN15_2_mieloides.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides.csv,dysplasia_FA_HN14_2_mieloides.csv,dysplasia_FA_HN15_3_mieloides.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_4_mieloides.csv,dysplasia_FA_HN14_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_5_mieloides.csv,carcinoma_FA_HN11A_4_mieloides.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides.csv,dysplasia_FA_HN11A_3_mieloides.csv,carcinoma_FA_HN14_3_mieloides.csv,dysplasia_FA_HN11A_5_mieloides.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides.csv,carcinoma_FA_HN14_1_mieloides.csv,carcinoma_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN15_5_mieloides.csv
carcinoma_FA_HN15_1_mieloides.csv,9.272547326332705e-309,52.93960915351582,59.63492263065743,51.29261447925856,57.32192304162399,40.85888377703402,65.9729903564155,57.702722614262456,37.39540822676909,33.59455573535753,59.63492263065743,35.56612183872866,51.47626826801198,37.14915908773611,59.63492263065743,41.390677966789696,59.63492263065743,46.199900990245766,59.63492263065743,38.46801194306039,32.62884213193658,57.89639191603973,59.63492263065743,50.40139524392083,59.63492263065743,59.63492263065743,42.57979028277512,39.0387759375175,40.93484723224816,41.779694855207254,44.64627301414525,59.63492263065743,79.05511410709434,39.87676669062829,32.64545966515465,54.594257620674824,58.424929016809784,29.116238463610415,41.99708801395067,39.80792395393229,56.03805274044862,52.7084602786847,49.360080465704414,59.63492263065743,25.4860864939766,102.26773680109929,59.63492263065743
dysplasia_FA_HN11A_4_mieloides.csv,52.93960915351582,7.82298767541068e-309,40.78249625118518,40.78249625118518,40.78249625118518,42.1893202817981,59.29319271505496,40.782496251185194,40.78249625118518,45.03087095896508,40.78249625118518,40.782496251185194,40.782496251185194,40.782496251185194,40.78249625118518,50.633279792763176,23.015620523059866,40.78249625118518,40.78249625118518,40.782496251185194,27.774599768972195,40.78249625118518,40.78249625118518,50.40139524392083,40.78249625118518,40.78249625118518,41.960270577704506,65.345099230745,40.78249625118518,40.78249625118518,53.74297148083433,40.66998810622212,45.344086537775524,40.782496251185194,40.782496251185194,53.177362015552234,40.78249625118518,49.05581712206747,40.78249625118518,40.782496251185194,34.1615398725835,40.782496251185194,43.46518786370157,40.78249625118518,40.782496251185194,67.59254591731175,40.78249625118518
stroma_ad_carcinoma_FA_HN14_1_mieloides.csv,59.63492263065743,40.78249625118518,1.6277402298674686e-308,25.149286516647052,19.119977954281623,53.478673158057305,73.64236827395362,36.690715447516695,37.39540822676909,57.99211587481091,19.371032299180357,39.47287973330006,29.518966192131373,38.69847941783601,19.371032299180357,55.20922569516847,40.45894452249638,26.402728648960455,20.813216745521956,37.97388905284522,46.624831948343044,17.26490495655507,18.917654146190173,51.41872900975649,20.71249907374822,21.808113247163277,42.57979028277512,72.98875828582459,40.74332405454311,28.70185231746106,59.045139007852555,28.234044116389313,79.05511410709434,46.23305868345989,49.417941862950315,53.177362015552234,19.371032299180357,54.94487013100249,31.13046038495203,38.23870307815923,56.038052740448606,34.811699769841354,40.26986548242182,17.994247334593084,50.637401366574224,102.26773680109929,19.81916146782997
dysplasia_FA_HN15_1_mieloides.csv,51.29261447925856,40.78249625118518,25.149286516647052,2.1906124957228936e-308,18.28748126193183,47.14697923642572,73.64236827395362,20.257239187579287,37.39540822676909,57.99211587481091,40.250059015561945,26.423037641843806,20.011469633260575,25.7071116963682,27.749841079434674,55.20922569516847,40.45894452249638,40.250059015561945,12.847800267517044,22.55026366388904,35.27872575832862,23.197183277949364,23.942925950347856,51.41872900975649,40.250059015561945,36.48273466306597,42.57979028277512,72.98875828582459,26.87070313974735,26.618500820445547,59.045139007852555,38.01915480145976,79.05511410709434,46.23305868345989,49.417941862950315,53.177362015552234,33.91646729986999,52.50293689950334,27.534723726527716,38.23870307815923,56.038052740448606,20.20305426387081,24.743490690349645,24.88671554616279,35.56794608735984,102.26773680109929,37.93894287298609
stroma_ad_dysplasia_FA_HN11A_3_mieloides.csv,57.32192304162399,40.78249625118518,19.119977954281623,18.28748126193183,8.317647527820906e-309,47.14697923642572,73.64236827395362,23.239091216142356,37.39540822676909,57.99211587481091,28.373950334792553,28.497788202541642,19.142234318904556,27.58369796827327,21.720532517069245,55.20922569516847,40.45894452249638,28.373950334792553,16.889068319062012,33.23562778609046,32.62884213193658,18.982086833718157,19.607934753825987,51.41872900975649,28.373950334792553,28.373950334792553,42.57979028277512,72.98875828582459,27.024021918820893,19.256286167201523,59.045139007852555,38.20167756699334,79.05511410709434,46.23305868345989,49.417941862950315,53.177362015552234,28.373950334792553,54.94487013100249,15.980950039410132,38.23870307815923,56.038052740448606,28.373950334792553,30.417327498931655,19.108389217650327,41.59725464972527,102.26773680109929,28.373950334792553
stroma_ad_carcinoma_FA_HN15_2_mieloides.csv,40.85888377703402,42.1893202817981,53.478673158057305,47.14697923642572,47.14697923642572,1.057988931959706e-308,50.0899933678449,47.14697923642572,22.07146567584965,45.97362663000811,53.478673158057305,47.14697923642572,47.14697923642572,47.14697923642572,53.478673158057305,41.390677966789696,53.478673158057305,47.14697923642572,47.14697923642572,47.14697923642572,38.432494313795544,41.897491091903504,53.478673158057305,50.40139524392083,53.478673158057305,53.478673158057305,36.00130528742989,28.527779149850858,37.10521223686402,47.14697923642572,42.564407071729576,52.773717886005414,74.86459121140581,25.326680500722773,40.98515836199303,53.478673158057305,47.14697923642572,37.07645084997847,47.14697923642572,32.86634883737787,53.47867315805732,47.14697923642572,47.14697923642572,53.478673158057305,38.58850964076635,99.04137721987945,53.478673158057305
carcinoma_FA_HN14_4_mieloides.csv,65.9729903564155,59.29319271505496,73.64236827395362,73.64236827395362,73.64236827395362,50.0899933678449,1.823172157796312e-308,73.64236827395362,55.664700492020216,48.71653165319012,73.64236827395362,73.64236827395362,73.64236827395362,73.64236827395362,73.64236827395362,41.646033856879825,73.64236827395362,73.64236827395362,73.64236827395362,73.64236827395362,49.14326606914268,69.52986775560788,73.64236827395362,50.40139524392083,73.64236827395362,73.64236827395362,50.319043071938495,36.73517284961957,73.64236827395362,73.64236827395362,27.210225579345348,47.096539436704035,33.560560360342095,52.899951560182274,58.20015034227606,73.64236827395362,73.64236827395362,64.76266793617071,70.08324702442707,59.7753614883689,34.87553795848312,73.64236827395362,73.64236827395362,73.64236827395362,73.64236827395362,50.48495525881307,73.64236827395362
stroma_ad_carcinoma_FA_HN11A_2_mieloides.csv,57.702722614262456,40.782496251185194,36.690715447516695,20.257239187579287,23.239091216142356,47.14697923642572,73.64236827395362,1.370659233807192e-308,37.39540822676909,57.99211587481091,38.60736059408548,30.288516258125135,13.411497901526062,25.7071116963682,24.28211925263308,55.20922569516847,40.45894452249638,47.173624541849634,17.277137784569575,30.306896119117823,32.62884213193658,22.15025329332444,28.065189378597694,51.41872900975649,47.173624541849634,36.909149887894614,42.57979028277512,72.98875828582459,32.29685036468655,29.536246166574728,59.045139007852555,47.173624541849634,79.05511410709434,46.2330586834599,49.417941862950315,53.177362015552234,30.306896119117823,54.94487013100249,27.921411068579033,38.23870307815923,56.038052740448606,19.60539817042013,17.882514393444907,30.306896119117823,41.97805422236374,102.26773680109929,36.1965725924658
carcinoma_FA_HN11A_5_mieloides.csv,37.39540822676909,40.78249625118518,37.39540822676909,37.39540822676909,37.39540822676909,22.07146567584965,55.664700492020216,37.39540822676909,1.2417163697588153e-308,34.24524645725354,37.39540822676909,37.39540822676909,37.39540822676909,37.39540822676909,37.39540822676909,41.390677966789696,40.45894452249638,37.39540822676909,37.39540822676909,37.39540822676909,32.314046466793855,24.21789351909564,37.39540822676909,50.40139524392083,37.39540822676909,37.39540822676909,24.139715333569598,42.45621404498878,32.607709382196035,37.39540822676909,35.5944582808111,34.62345284442975,79.05511410709434,24.359965202772457,26.580517122618303,53.177362015552234,37.39540822676909,37.39540822676909,37.39540822676909,25.414997162822047,55.33160738349332,37.39540822676909,37.39540822676909,37.39540822676909,30.829258934685384,102.26773680109929,37.39540822676909
dysplasia_FA_HN11A_2_mieloides.csv,33.59455573535753,45.03087095896508,57.99211587481091,57.99211587481091,57.99211587481091,45.97362663000811,48.71653165319012,57.99211587481091,34.24524645725354,6.60473682196594e-309,57.99211587481091,52.82258054195404,57.99211587481091,54.405617790961486,57.99211587481091,41.390677966789696,57.99211587481091,47.33227674285132,57.99211587481091,55.724470646285766,44.19580679206595,51.82980371337929,57.99211587481091,50.40139524392083,57.99211587481091,57.99211587481091,38.06442551581364,36.73517284961957,38.4786739515188,57.99211587481091,27.210225579345348,57.99211587481091,73.49112949675103,28.463528583244482,40.97286088514491,53.17736201555226,57.99211587481091,20.356712374351787,57.99211587481091,31.37142448172699,52.291564813387836,57.99211587481091,57.99211587481091,57.99211587481091,32.981127095124094,97.66791550522467,57.99211587481091
