,carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN15_1_tumorales.csv,carcinoma_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,carcinoma_FA_HN11A_2_tumorales.csv,dysplasia_FA_HN15_1_tumorales.csv,carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_4_tumorales.csv,dysplasia_FA_HN15_3_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_tumorales.csv,carcinoma_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_tumorales.csv,carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN15_5_tumorales.csv,carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_tumorales.csv,dysplasia_FA_HN11A_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_1_tumorales.csv,dysplasia_FA_HN14_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN11A_3_tumorales.csv,dysplasia_FA_HN15_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_tumorales.csv,dysplasia_FA_HN11A_2_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_4_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_tumorales.csv,dysplasia_FA_HN11A_3_tumorales.csv
carcinoma_FA_HN14_3_tumorales.csv,0.0,9504.258049203652,7768.637122574355,10874.506127598375,11064.940364910828,5868.220165806049,10202.435528433327,4542.002740147883,6951.306657536742,9015.162711103068,9773.920486263916,10425.664168511046,11457.132306698575,2859.4447935194326,10257.286762028407,7556.800918393314,9673.884223427369,1670.5561389491963,10972.782997605642,10305.271837201462,11102.9132407358,10552.215981948684,11390.282003492539,10547.946823377937,11079.260872702189,6633.242044984577,10707.909833215233,5586.83131919945,5796.7927928943955,10977.81589668501,10838.639976191886,6049.17420993035,7011.238294588607,10880.15053661488,10692.091596213613,11742.216350392533,7236.714524156774,10375.822242807193,10669.719518127318
carcinoma_FA_HN15_1_tumorales.csv,9504.258049203652,0.0,2887.5061744107943,4836.211126372817,5041.716788242306,3769.3616190344574,1546.503204605154,7677.974496046922,3030.703412060845,6700.562870334493,3054.385857761378,3830.8040940453175,7180.643868043786,6712.800350957516,6488.628306752833,2079.821759809822,1525.954864898366,7983.983663087901,6320.206643126202,4936.921213064049,5824.924845775452,5420.346425245941,6378.472374190103,5816.747893869487,4534.4155471407785,6332.444881423186,6341.276590305804,4041.731862517911,4811.200651855489,6428.528793582963,4331.025271078552,3473.347616770324,3178.0313183196213,6521.793582873195,6033.390376114522,6205.567296402025,2305.624173584866,5393.188143223859,2242.891622857112
carcinoma_FA_HN11A_5_tumorales.csv,7768.637122574355,2887.5061744107943,0.0,3393.167786324542,3686.5097419369754,3357.5472345215626,3080.341100556465,7337.084751913825,959.3142752102566,8449.346589808601,2061.7325381752853,2923.057099149705,5088.116186812616,5312.113422053443,4568.87928308796,2973.356890127487,2455.154982767058,6557.97031726904,4316.7415374158245,3290.376932358155,3978.879171987522,3523.0357549780906,4545.599966280149,3891.2826178242926,3589.3228097827164,7502.560784792261,4241.2346247494825,2429.5015458790276,6210.8519773694525,4404.819330385038,3512.4883065609583,2662.8612881702566,3809.9188085715837,4411.5812397710915,3980.443393475532,4637.008644574703,2243.296812236917,3442.2851039646775,3173.6510521377786
stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,10874.506127598375,4836.211126372817,3393.167786324542,0.0,1442.3476211743018,6636.955732631157,3812.230518024846,10692.012914484745,4220.942630539146,11308.187426050823,1971.3143711350986,1304.504399441203,2832.9418834203907,8607.4426704582,3455.2096601484077,5669.757202601299,3578.86529299675,9825.015746079527,2509.9352126585154,1907.4325818231666,1810.0332724782202,2284.5848699381954,2203.711987452562,2695.227912798151,1304.2525319046547,10613.817390376647,2865.911490477053,5652.509223463804,9159.789964312859,2708.3147739480482,1765.854106055078,5752.968269684507,6945.1265283466355,2947.1458113757253,2272.069184834216,1688.7278080633064,5335.762907985279,2020.2473540442836,3049.179567536934
stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,11064.940364910828,5041.716788242306,3686.5097419369754,1442.3476211743018,0.0,6907.836504236795,3972.061531830011,10923.583639940784,4437.151553980877,11556.840280759407,2224.5727974916076,1287.1829762515283,2534.0993677539263,8829.909795727428,2239.9747261551597,5939.4256678214115,3763.8585662707155,10044.109705501956,1689.9566242277247,919.0862002893366,1267.5612570320877,1147.959855980086,1570.3048319013426,1538.4403765232214,1111.0420015150073,10907.132580738262,1929.720991847965,5886.983717236652,9547.314230019738,1900.3846884737152,933.0769149341469,6011.869993105945,7226.6654599482235,2112.064313370901,1615.684172889408,1257.0611662214808,5596.879946061629,1149.736556884719,2996.8327329979675
carcinoma_FA_HN11A_2_tumorales.csv,5868.220165806049,3769.3616190344574,3357.5472345215626,6636.955732631157,6907.836504236795,0.0,4689.954600755676,4237.368233008132,2633.4499717060244,5835.203081687747,5133.402018054629,5899.102146385764,8136.456086651809,3037.182865824853,7105.628364774015,1778.366583018314,4324.304980361586,4295.202953572745,7512.943888850565,6411.742355485039,7239.503901782118,6759.6858580855405,7839.59805172441,6960.589303516676,6763.713662040964,4313.265121302515,7308.913831936564,1483.3426546563746,3647.4450898021755,7585.713590856949,6491.328762376947,1052.570447973663,1436.2240635468163,7511.786011901309,7128.4149714473415,7968.42602405767,1565.4462205880657,6691.181938608558,5339.777483349196
dysplasia_FA_HN15_1_tumorales.csv,10202.435528433327,1546.503204605154,3080.341100556465,3812.230518024846,3972.061531830011,4689.954600755676,0.0,8735.740684588523,3373.658312740698,8030.390796753502,2162.178495599058,2733.5346197612594,6247.450025912122,7487.767731629057,5441.194954544808,3033.4126757961108,688.1835692866614,8764.264141516995,5384.439930395355,3990.9622170054236,4837.152018831503,4504.068666091084,5384.681967814141,4866.2264908391535,3299.061064848154,7656.39253486028,5436.469694687198,4642.235114058452,6227.5124153632205,5490.812457163435,3300.608308748617,4222.508646952912,4308.017274239657,5619.591981389316,5131.314279866062,5135.654566855647,3172.818148126568,4464.574604534023,1232.4411563849653
carcinoma_FA_HN14_2_tumorales.csv,4542.002740147883,7677.974496046922,7337.084751913825,10692.012914484745,10923.583639940784,4237.368233008132,8735.740684588523,0.0,6511.3296782232055,4602.79255546789,9238.421493058142,9998.992052053805,11810.582025514792,3183.972042014952,10679.248947017108,5767.18144997901,8412.98975716144,3169.000308047743,11266.939502570849,10316.06840910649,11120.925243272895,10631.219026636067,11623.254259089947,10764.352220644365,10835.883506959488,2831.075500562685,10995.860640118015,5216.85782652269,4176.23312497888,11283.967106474167,10583.974831113654,5057.872940141725,4571.973416471114,11206.258721344555,10877.337164638528,11861.45413199801,5650.136786464147,10513.226124614523,9413.253135101806
carcinoma_FA_HN11A_4_tumorales.csv,6951.306657536742,3030.703412060845,959.3142752102566,4220.942630539146,4437.151553980877,2633.4499717060244,3373.658312740698,6511.3296782232055,0.0,7775.33253335487,2896.772505247413,3589.4384305608273,5723.681727164776,4457.41247895526,4814.926552161755,2461.4583703663284,2802.4443645557503,5708.570969000452,4961.358235229177,3830.399056326468,4645.105509436301,4164.89426549934,5232.271983395844,4384.350318318097,4361.4371056944765,6839.524376846356,4849.7656314324495,1638.6684069003347,5781.677150054631,5066.085577067904,4130.540908873852,2031.2755863717996,3162.630590526004,5044.103648065122,4617.881598194381,5388.482095962105,1633.346906398635,4112.7252361500405,3787.2851523467903
dysplasia_FA_HN15_3_tumorales.csv,9015.162711103068,6700.562870334493,8449.346589808601,11308.187426050823,11556.840280759407,5835.203081687747,8030.390796753502,4602.79255546789,7775.33253335487,0.0,9527.823235713025,10355.569383611743,13403.349475299914,6912.990411064068,12397.575749765887,5718.088381439835,7984.933234906477,7522.339664726937,12619.187348437163,11266.448537315653,12185.38120499092,11686.493832978287,12780.387942711253,12033.570957507853,11155.555925015808,2537.1651734518464,12529.209913926996,7008.633922766046,4582.273711063585,12730.737027542162,10864.226398829036,6327.441698877559,4801.35594775878,12716.453746212277,12271.066511590043,12707.802438453064,6356.303119331519,11726.779207844407,8861.677484412387
