,carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN15_1_tumorales.csv,carcinoma_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,carcinoma_FA_HN11A_2_tumorales.csv,dysplasia_FA_HN15_1_tumorales.csv,carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_4_tumorales.csv,dysplasia_FA_HN15_3_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_tumorales.csv,carcinoma_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_tumorales.csv,carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN15_5_tumorales.csv,carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_tumorales.csv,dysplasia_FA_HN11A_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_1_tumorales.csv,dysplasia_FA_HN14_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN11A_3_tumorales.csv,dysplasia_FA_HN15_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_tumorales.csv,dysplasia_FA_HN11A_2_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_4_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_tumorales.csv,dysplasia_FA_HN11A_3_tumorales.csv
carcinoma_FA_HN14_3_tumorales.csv,5.582485813880287e-309,71.76072230976926,106.43966364816934,156.07233059992308,83.64659837543219,46.841456233454416,51.42586927903855,16.892958316912207,52.555972729357734,44.21996862391719,97.00329518194741,68.60262171394905,178.67839804217965,16.337910567842194,19.597289614871528,59.86220613828935,69.92393836467005,8.28659257942987,134.04971918362304,69.84505478099105,224.32840438504996,109.51602729389802,153.14682107023253,102.15223455987848,90.29829544504676,56.55054872331224,149.5820776889331,55.56125975394677,120.32616231198303,160.52278411576373,75.98312778845555,52.18401055214091,41.63167133985532,205.18438463144554,175.7291636143359,168.8253084085506,42.075250015538366,107.33553630267083,71.85080002396779
carcinoma_FA_HN15_1_tumorales.csv,71.76072230976926,1.352520770590177e-308,69.35788267680016,156.07233059992308,39.17372526233375,67.31244945613244,40.66970606146144,71.76072230976926,38.409499160823074,56.142655403459,56.20058058963562,19.068249590868426,178.67839804217965,71.76072230976926,71.76072230976928,23.797032342959838,28.203795999802765,71.76072230976926,127.4007922655174,26.737494092178068,224.32840438504996,75.51060996825748,153.14682107023253,60.78302450021843,37.075146270554995,67.31244945613244,149.5820776889331,32.398925111645,97.13088000442752,160.52278411576373,23.76175273595662,39.15342351525672,60.258101939827895,205.18438463144554,175.7291636143359,168.8253084085506,59.67198483443771,77.62411525666508,24.326260869717203
carcinoma_FA_HN11A_5_tumorales.csv,106.43966364816934,69.35788267680016,1.092571870145884e-308,123.39235827931265,52.63236605937975,106.43966364816936,106.43966364816936,106.43966364816934,106.43966364816936,106.43966364816934,55.71864082813909,75.67408386844059,144.4774687880206,106.43966364816934,106.43966364816936,93.15491501975998,73.03145056699859,106.43966364816934,101.90372700427167,73.18921773435659,224.32840438504996,21.260126854634052,98.76096439026497,43.68966512261646,46.73315459591109,99.77822984971422,86.28482808152751,101.75680778844514,49.00786762207811,108.16624093518874,60.91307171942759,106.43966364816936,106.43966364816936,197.48944196655242,138.57899993233315,145.8659890007496,106.43966364816936,52.127049995419355,69.1777272484031
stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,156.07233059992308,156.07233059992308,123.39235827931265,9.266190128035276e-309,144.8514644489818,156.07233059992308,156.07233059992308,156.07233059992308,156.07233059992308,156.07233059992308,118.13807083595137,156.07233059992308,100.57507079678834,156.07233059992308,156.07233059992308,156.07233059992308,156.07233059992308,156.07233059992308,97.98058968550697,156.07233059992308,136.51214757025372,123.39235827931265,76.28252622109085,127.61973840800692,131.54807030975263,156.07233059992308,117.92208258589943,156.07233059992308,127.61973840800692,78.37350008414134,156.07233059992308,156.07233059992308,156.07233059992308,103.17643703160968,83.39596457397164,39.76136281548918,156.07233059992308,123.39235827931265,156.07233059992308
stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,83.64659837543219,39.17372526233375,52.63236605937975,144.8514644489818,1.0841965011010895e-308,77.63005907243033,64.44145819278728,83.6465983754322,66.90640747773068,78.85325950303002,27.554831412264548,34.83274764910104,178.67839804217965,83.6465983754322,83.6465983754322,51.06708128834467,60.01212194361446,83.6465983754322,106.76557303292162,42.182795431636904,224.32840438504996,51.73885783693163,139.0004453896007,50.28300657249663,23.53050259624373,77.63005907243033,131.8709586270018,60.86680577029898,73.35912787310167,153.75237148066304,49.07215832904329,63.592436379745365,83.6465983754322,205.18438463144554,175.7291636143359,168.8253084085506,83.14269671978766,56.988896024069305,44.72459580390013
carcinoma_FA_HN11A_2_tumorales.csv,46.841456233454416,67.31244945613244,106.43966364816936,156.07233059992308,77.63005907243033,7.07323956205015e-309,46.38003172341308,37.595374920253576,39.64186068675235,18.834147508416702,97.00329518194741,67.83890774993435,178.67839804217965,40.12766954073577,46.84145623345442,51.075134707572076,46.16496426243128,46.841456233454416,134.04971918362304,64.87076026995973,224.32840438504996,109.51602729389802,153.14682107023253,102.15223455987848,86.9136784231847,19.418184979715647,149.5820776889331,40.57156816647753,120.32616231198303,160.52278411576373,58.28334311000228,39.804689854934495,19.963636276142044,205.18438463144554,175.7291636143359,168.8253084085506,13.934671843690474,107.33553630267085,71.4471435342962
dysplasia_FA_HN15_1_tumorales.csv,51.42586927903855,40.66970606146144,106.43966364816936,156.07233059992308,64.44145819278728,46.38003172341308,2.1867028748543297e-308,51.35582321101195,31.852899844200245,27.545884214996374,91.15485180581771,34.35350486982101,178.67839804217965,50.453368196719666,51.42586927903855,16.872673718501602,36.99613817126301,51.42586927903855,134.04971918362304,36.83837100390501,224.32840438504996,109.51602729389802,153.14682107023253,101.45273056167986,77.74485233201642,46.27353620844837,149.5820776889331,32.78066613943659,120.32616231198303,160.52278411576373,49.11451701883401,23.242772173308907,34.671331227108666,205.18438463144554,175.7291636143359,168.8253084085506,34.69104215557459,107.33553630267085,40.8498614898585
carcinoma_FA_HN14_2_tumorales.csv,16.892958316912207,71.76072230976926,106.43966364816934,156.07233059992308,83.6465983754322,37.595374920253576,51.35582321101195,1.8605444661215e-308,51.30545978566826,32.35239970117912,97.00329518194741,68.60262171394905,178.67839804217965,9.609503705211733,28.043768773327635,59.86220613828935,69.92393836467005,13.772688857982331,134.04971918362304,69.84505478099106,224.32840438504996,109.51602729389802,153.14682107023253,102.15223455987848,90.29829544504676,56.55054872331224,149.5820776889331,55.03498196123829,120.32616231198303,160.52278411576373,75.98312778845556,51.38687436975934,31.639556923834327,205.18438463144554,175.7291636143359,168.8253084085506,28.062962484421476,107.33553630267085,71.85080002396779
carcinoma_FA_HN11A_4_tumorales.csv,52.555972729357734,38.409499160823074,106.43966364816936,156.07233059992308,66.90640747773068,39.64186068675235,31.852899844200245,51.30545978566826,6.54187628899619e-309,24.128676062530655,88.89464490517935,36.818272106333026,178.67839804217965,51.5567025325424,52.555972729357734,22.498766230842776,34.73593127062465,52.555972729357734,134.04971918362304,34.578164103266644,224.32840438504996,109.51602729389802,153.14682107023253,99.19252366104149,75.48464543137806,37.8487905766034,149.5820776889331,16.42009503691645,120.32616231198303,160.52278411576373,46.85431011819564,15.506183195197522,21.84860277900482,205.18438463144554,175.7291636143359,168.8253084085506,27.658005493509364,107.33553630267085,44.92651353087679
dysplasia_FA_HN15_3_tumorales.csv,44.21996862391719,56.142655403459,106.43966364816934,156.07233059992308,78.85325950303002,18.834147508416702,27.545884214996374,32.35239970117912,24.128676062530655,6.674767994044913e-309,97.00329518194741,57.19557199106282,178.67839804217965,34.884694321661314,44.2199686239172,35.56195008335038,51.40793948150573,44.21996862391719,134.04971918362304,51.259277031113584,224.32840438504996,109.51602729389802,153.14682107023253,102.15223455987848,90.29829544504676,24.6611601987901,149.5820776889331,25.058383542255836,120.32616231198303,160.52278411576373,63.52631832907673,24.291505230712797,13.408588865769204,205.18438463144554,175.7291636143359,168.8253084085506,15.38004125158906,107.33553630267085,64.41204355978653
