,stroma_ad_dysplasia_FA_HN15_1_mieloides_notumorales.csv,carcinoma_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN15_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides_notumorales.csv,dysplasia_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN14_4_mieloides_notumorales.csv,dysplasia_FA_HN11A_4_mieloides_notumorales.csv,carcinoma_FA_HN11A_5_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_2_mieloides_notumorales.csv,carcinoma_FA_HN15_1_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_1_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN14_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_4_mieloides_notumorales.csv,carcinoma_FA_HN11A_3_mieloides_notumorales.csv,carcinoma_FA_HN11A_1_mieloides_notumorales.csv,carcinoma_FA_HN11A_4_mieloides_notumorales.csv,dysplasia_FA_HN11A_3_mieloides_notumorales.csv,carcinoma_FA_HN11A_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_4_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_5_mieloides_notumorales.csv,dysplasia_FA_HN11A_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN14_3_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides_notumorales.csv,dysplasia_FA_HN15_3_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_3_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_5_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides_notumorales.csv,dysplasia_FA_HN14_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides_notumorales.csv,dysplasia_FA_HN11A_5_mieloides_notumorales.csv,dysplasia_FA_HN15_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides_notumorales.csv,dysplasia_FA_HN15_5_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides_notumorales.csv,dysplasia_FA_HN11A_1_mieloides_notumorales.csv
stroma_ad_dysplasia_FA_HN15_1_mieloides_notumorales.csv,0.0,6869.55525840497,6507.887817417089,2675.5864326635565,4338.118039257279,2084.979993641281,2719.315005675062,8647.186912180374,7932.586700702847,3435.67117961853,5566.922461606322,2529.038580302368,5239.820948252332,1210.794895644402,3438.7036646310235,8667.618112029595,3665.0469381047515,4530.171620970747,4120.601732348219,3276.3053311279627,3144.9858828832857,5229.318208237306,5704.294857499421,3877.469846008729,1380.1666700935361,3458.801084954368,9961.585993148174,1680.624855321144,3173.8589944555997,10508.463698091897,4315.438122993796,2699.831087757378,6799.921653087724,7834.619394838228,964.9929086745228,2406.574524475599,4291.992181431174,6059.994391733471,1164.5288216603353,8389.62829134651,4181.944205248905,1425.0265552552876,2723.220000707917,2659.7150618673604,2232.039245217561,5826.702988649449
carcinoma_FA_HN14_1_mieloides_notumorales.csv,6869.55525840497,0.0,4932.116188124813,5872.569354929128,8693.286044579761,5560.960655610973,7730.262482584024,2623.7166176731203,1448.8387245379945,4117.398330529596,2239.6691385406066,4752.0219555549675,6014.590943774196,6007.363999296099,3750.9748803281764,1966.4555235787948,7455.0942771348455,4895.91853570013,3810.4835307423914,5927.081846181604,6287.966659032566,2888.517469160414,2028.7385674800166,7024.19271113173,7484.92670300895,6685.803504314438,3693.180785055016,7404.0735007279645,8553.342242859353,3777.5298708102755,3289.9141303852416,6083.285011969436,9726.827298691594,1804.6444267491574,6797.3905242967485,7393.496508262795,3758.9854798925885,9444.931011636343,7346.233255859988,10087.137461073777,7331.194567173514,6688.792402134413,7716.616104533978,7005.583896711741,5444.467669729104,1662.26172916513
carcinoma_FA_HN15_2_mieloides_notumorales.csv,6507.887817417089,4932.116188124813,0.0,5514.983108450832,5527.968434257557,5058.155250396088,5407.23798899459,6624.977662625452,5958.5189915832525,4157.98751334536,4086.0576998511388,5236.4013228115155,2120.8675387519747,5487.602731405376,4134.012752997543,5829.800841938385,8568.22049783305,5176.814872716489,4618.530792626318,6234.380167753834,4917.8052204681835,4485.593099241962,4670.861798168963,8500.634625412147,6804.440008857212,4195.592079516657,7994.1152219311925,6476.8420187278125,5795.185434458718,6690.358465172296,4589.637006370792,7234.60093994292,5388.024831886778,6303.10481954321,6085.786268405286,6109.184214347585,2599.9723798657287,5214.263661398004,6779.596762633507,5720.725470532153,3198.1538019628715,5750.552916523458,8036.851163303852,6527.077560187263,5408.103509217172,5048.741147041424
stroma_ad_dysplasia_FA_HN14_4_mieloides_notumorales.csv,2675.5864326635565,5872.569354929128,5514.983108450832,0.0,5537.589463822454,2358.7868613084706,4483.116792285964,8191.761765408331,6895.26517081565,3186.597595627095,5142.758327398736,2328.7421042695655,5052.467389898479,2803.2792959712574,2809.3086940976973,7416.719863712558,3899.363155089954,4984.363049155559,4243.253544893276,4378.493319698253,4199.11719187107,4703.841743024993,5276.626885592693,3868.6931076375763,3333.9527182205948,3744.7021875369414,9440.933970992694,3546.570124624719,4264.066544227003,9362.661788295321,3952.630439846555,1985.161605230504,7014.9687132659055,7349.695570674314,3213.8553874470695,4355.090741577199,3938.826299192075,6619.430011994804,3179.496671130081,8374.762813672796,4319.633825093002,1886.0207733960747,4216.35619712172,4528.204659461371,2526.908175374751,5325.459588887028
stroma_ad_carcinoma_FA_HN15_1_mieloides_notumorales.csv,4338.118039257279,8693.286044579761,5527.968434257557,5537.589463822454,0.0,4421.276914084786,2474.3580704254027,10714.08283881944,9501.922935963734,5707.837629109514,7880.168095295316,5523.729833256432,3728.6492528453227,3769.50212285273,5382.366124875537,9758.360334820034,7701.480801303122,7091.272128652337,6566.198132936273,5997.381230828548,3648.3329087583006,7638.216240100613,8227.227279656749,7712.244075323382,3580.476021131432,2705.2903948088024,11934.472388790724,3264.0221555980766,1751.5609768829324,11455.07676456814,6700.269836378643,6818.640285106267,3977.3881816895982,9989.755492628647,3834.156912855232,2869.620792502342,5725.264016582436,2904.3365041819807,3823.9548310971795,5611.386055522805,3076.0247055499767,4424.507256375636,6439.7506702522,4669.77010146245,5032.776255754864,8173.856697212358
stroma_ad_carcinoma_FA_HN14_3_mieloides_notumorales.csv,2084.979993641281,5560.960655610973,5058.155250396088,2358.7868613084706,4421.276914084786,0.0,3211.40589644876,7579.107631832678,6679.810011257277,2183.706067153733,4426.058127329089,1637.7782400280905,4071.2396021636005,1325.2990395700867,2153.8625599564148,7344.2936955094465,4731.337536763497,3443.5320299619025,3052.060315169891,2500.280570209977,2425.321662952129,4014.234538207986,4452.4136752708055,4937.680388687383,2571.234112459119,2299.7580537928043,8885.124031354104,1930.408921160592,3616.0123925660223,9238.999742164016,3186.51900781566,3076.0119843491193,6041.719398812177,6695.756151001206,1952.357023267009,2539.4975575771923,2713.098018287125,5314.3544858979785,2007.7861879247828,7363.409174753301,3070.5450789700462,1396.1668566638064,4247.101209032367,2418.416531377214,741.2508724251268,4651.190316701006
stroma_ad_carcinoma_FA_HN15_4_mieloides_notumorales.csv,2719.315005675062,7730.262482584024,5407.23798899459,4483.116792285964,2474.3580704254027,3211.40589644876,0.0,8917.847670164248,8651.782868200284,4671.157679624336,6620.4815047967795,4144.59423697076,3988.5197963939595,2305.642843564322,4530.799730649478,8867.283847442544,5860.211732372165,5842.184618684457,5341.510351777005,4471.663702793314,2554.8951512472318,6400.603378008278,6980.773780943237,5946.997595831476,2313.967305538575,2917.3713296866918,10303.398115857872,1839.5349830459734,2325.2048125797783,10230.705045566569,5311.813781532115,5302.5769288771235,5375.503682145884,8709.893395018455,2110.3782627783676,1590.9686522413876,4716.6281848579465,4594.8280448721025,2374.0771027153687,6806.092339030745,3499.677053435869,3012.2467951570866,4414.001641472389,3487.3353651105576,3720.5110721225537,7148.77263557597
dysplasia_FA_HN14_1_mieloides_notumorales.csv,8647.186912180374,2623.7166176731203,6624.977662625452,8191.761765408331,10714.08283881944,7579.107631832678,8917.847670164248,0.0,2099.8153942164463,6345.579197916355,3907.329471675003,6279.507667652279,8037.277178647481,7782.335511004942,5766.333972817475,2653.0050858144637,8109.981439570596,6365.032073258394,4874.356315653828,6953.810911276028,8475.605920167955,4599.0869782610935,3386.7672185551105,7192.641497102823,9635.78517465751,9020.305565878445,2061.2742362632334,9380.061931902932,10903.933769365001,3746.4236794956237,4535.532316634776,7227.636702797961,11733.906687701254,1112.560490635379,8515.347196518496,9330.290408079783,5907.337007186043,11559.200081458348,9315.348267594314,12009.095962668514,9494.083269580535,8767.666885432473,8216.028792437677,8648.770242156175,7127.923373333845,2978.9959067131394
carcinoma_FA_HN14_4_mieloides_notumorales.csv,7932.586700702847,1448.8387245379945,5958.5189915832525,6895.26517081565,9501.922935963734,6679.810011257277,8651.782868200284,2099.8153942164463,0.0,5268.198949735357,3278.6252416641905,5660.029425823043,7082.799841740692,6928.812143203511,4695.9746039917,1134.5494300808978,8330.82561081901,6061.113774690082,4798.947061041873,7017.783292415091,7535.260966318242,3963.9771728967007,3040.9117523283353,7645.84033663056,8585.93284302896,7682.041665663933,2763.7089447382687,8529.56536585665,9539.188627742455,3176.4601437001184,4360.092670734125,7013.166176288404,10570.243676366408,1173.0139646316038,7874.277255410224,8583.72786513665,4767.083943418058,10320.858729912217,8469.174288028124,10938.690779169729,8232.94038902783,7805.361187225538,8444.604916376607,8127.539104072865,6546.023690247288,2409.100456471134
dysplasia_FA_HN11A_4_mieloides_notumorales.csv,3435.67117961853,4117.398330529596,4157.98751334536,3186.597595627095,5707.837629109514,2183.706067153733,4671.157679624336,6345.579197916355,5268.198949735357,0.0,2758.3100447675083,1925.9920699229365,3686.132916355864,2667.6948763278233,1191.7736204144032,5479.74011696196,5387.078426310414,1959.7097217202397,2034.2426768674254,2705.288417315052,2830.752186294229,2233.5626171933027,3297.0315403103928,5491.67963405377,4137.3879697741295,3451.8923155537404,7479.90014896413,3945.42746179897,5310.133810139895,7435.211419171238,2141.809543653503,3760.2429913326077,6876.113763279546,5442.151788921089,3412.1059400277722,3994.2681045448116,2192.1413378833995,6405.656297663261,3885.0303954492197,7480.909132301286,4361.503218446898,3298.5472507819054,5052.699191608568,3015.808810608438,2021.2773637833498,3787.0683614310456
