,stroma_ad_dysplasia_FA_HN15_1_mieloides_notumorales.csv,carcinoma_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN15_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides_notumorales.csv,dysplasia_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN14_4_mieloides_notumorales.csv,dysplasia_FA_HN11A_4_mieloides_notumorales.csv,carcinoma_FA_HN11A_5_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_2_mieloides_notumorales.csv,carcinoma_FA_HN15_1_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_1_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN14_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_4_mieloides_notumorales.csv,carcinoma_FA_HN11A_3_mieloides_notumorales.csv,carcinoma_FA_HN11A_1_mieloides_notumorales.csv,carcinoma_FA_HN11A_4_mieloides_notumorales.csv,dysplasia_FA_HN11A_3_mieloides_notumorales.csv,carcinoma_FA_HN11A_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_4_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_5_mieloides_notumorales.csv,dysplasia_FA_HN11A_2_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides_notumorales.csv,carcinoma_FA_HN14_3_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides_notumorales.csv,dysplasia_FA_HN15_3_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_3_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN11A_5_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides_notumorales.csv,dysplasia_FA_HN14_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides_notumorales.csv,dysplasia_FA_HN11A_5_mieloides_notumorales.csv,dysplasia_FA_HN15_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides_notumorales.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides_notumorales.csv,dysplasia_FA_HN15_5_mieloides_notumorales.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides_notumorales.csv,dysplasia_FA_HN11A_1_mieloides_notumorales.csv
stroma_ad_dysplasia_FA_HN15_1_mieloides_notumorales.csv,0.0,1282.1434272839538,1443.9561084543027,1022.5187361066662,1131.4125614320778,885.7079877391226,747.1945669122638,1303.9298311770294,1250.0861957713369,912.6163895605072,1121.8322658891173,743.7385667116087,1348.4779001370655,762.4027509147267,873.2025711934083,1296.1332629846625,743.6118352569403,824.4172182074067,907.8324149081355,780.0365571975719,743.7442513867245,1043.7881182117387,1104.1461488306186,1008.3867931830817,705.0151741670188,1183.9377026319376,1196.622917926908,794.9360103296684,1250.439138570283,1412.2108159095355,964.7660791146525,767.4156863033129,1929.8242206697544,1170.379273658317,817.2541526135659,727.3904211356908,1078.5996543950487,1625.070194975964,812.6323821258082,2141.610145663153,1269.4187342901214,1144.034630111643,890.4000027032536,518.7700271738873,835.698382930136,1087.4653507830044
carcinoma_FA_HN14_1_mieloides_notumorales.csv,1282.1434272839538,0.0,741.4663364032358,867.4284604275584,1282.0413200974604,798.4028279726292,1174.5585999758318,530.5220943597822,317.51236593697536,734.6072878284701,460.42219981993145,837.3566005747973,722.1922940470125,918.6329098409344,768.3586426641505,403.0575953896587,1408.339943245403,909.0461771037316,581.3023828815985,853.6894744126827,1054.7316062633367,641.7971170815385,434.4648676196023,1337.659315511759,1155.4069956493533,1014.4959451476471,422.4514933137173,999.7724555241124,1308.0267362738134,562.2564195866274,672.3144543805122,884.3213619116656,1257.78189690682,401.6030302639368,929.749054262316,1106.4355013678226,839.6731602049502,1115.126683302493,1102.381277384848,1338.2931802932999,886.1053355815055,985.5246870265061,1365.6325526073792,1291.875348390832,827.548685466254,386.90775686367806
carcinoma_FA_HN15_2_mieloides_notumorales.csv,1443.9561084543027,741.4663364032358,0.0,862.5334043251968,1241.76620912264,940.8562785052362,1292.3188806162202,957.8082280101331,795.6180950463647,924.6116538857707,681.8122398509712,972.9153034386252,725.5848168571222,1039.9383880791902,803.9793815475939,808.9864821064012,1611.092363222488,1103.2051348210246,834.7416735502471,1048.7658127215273,1079.916155255478,812.593944352686,647.6079216314643,1608.6382847766158,1284.9661681488296,1009.0582835675875,897.4876228311938,1109.4764604238626,1298.0459627538555,899.5566283372688,822.5751160216175,1092.5534568530381,1120.487904790356,824.1788000002805,1100.6571492696753,1256.0450553962792,895.3265422925672,909.2408875695504,1156.843523865363,1186.3694055012293,771.8253502559884,969.723943637387,1656.5381485303242,1473.0583913071137,970.5323299743634,667.4133685647088
stroma_ad_dysplasia_FA_HN14_4_mieloides_notumorales.csv,1022.5187361066662,867.4284604275584,862.5334043251968,0.0,1064.5053603006982,727.3089816854938,941.430716517445,1170.0780685665397,928.0513066310008,733.7520658442995,740.7563364718854,738.8645847228948,762.508482355405,732.7854366306879,665.8826110561026,987.4880161705495,1124.209068776588,847.3024358350405,678.1128281591771,684.7887058341465,832.8312354962841,730.9370503261025,748.6701639436378,1198.8797799295075,871.7602806664183,860.4292902387025,1015.798792892902,745.384119888941,1080.5337667159145,1130.9451032635388,740.304759536119,733.2791420869245,1312.735637354249,963.971421184656,751.8599357793547,867.1121911560067,813.3613462932009,1069.0880326207212,782.1417884531367,1530.6203549218603,862.0008569700101,744.020168816924,1249.454985456135,1065.6694292068646,784.5784030478787,781.1138760433615
stroma_ad_carcinoma_FA_HN15_1_mieloides_notumorales.csv,1131.4125614320778,1282.0413200974604,1241.76620912264,1064.5053603006982,0.0,807.5730980062232,893.7757585794486,1453.3865226234038,1271.2478161314102,1117.7389835360045,1204.9690218696485,904.4587662380645,1076.858284217923,951.4932561389508,954.4049231657857,1345.3296368409897,1352.0354377875876,1029.2714258190726,1169.4619643091646,1078.185672719736,882.1649379217005,1169.0263786493326,1106.857426679701,1700.9424981991003,1097.8347204404658,892.2984605924108,1365.5178103886667,834.926056160166,874.9264833466585,1515.8564025013216,966.286536063141,1150.1599816112864,1554.1140343611828,1255.0251689444178,909.7964636336536,869.1555195882105,795.4330146878567,1332.2451191100708,934.9409111308175,1782.4625725632968,1125.3470635361662,984.6902288683395,1593.6941543785745,1087.827538223026,873.4466033109815,1179.454114295223
stroma_ad_carcinoma_FA_HN14_3_mieloides_notumorales.csv,885.7079877391226,798.4028279726292,940.8562785052362,727.3089816854938,807.5730980062232,0.0,763.1849617763321,1061.8319512777498,907.9124438483358,729.9834029770293,768.2331412856518,488.3537326635931,719.1220876208617,592.280139445091,603.3790444980373,1013.2555803281916,1181.4455100379373,692.6880009892985,655.8363997444084,702.6900378955279,672.0778700285264,877.5597275173745,714.7535032916705,1334.2923599935787,884.993686940712,639.8454199373375,1003.8325128377011,551.9574646519842,789.6787408920407,1147.4332129275135,608.5975455950322,699.9263317528248,1343.3422468069584,893.2137681669069,592.8526038008292,652.7278057410166,585.6031539634013,1053.8458547497853,576.0549687205147,1565.730724048536,887.4255646752981,684.2667332362008,1300.939742812489,850.5170526924452,472.90762857545036,761.5171611007364
stroma_ad_carcinoma_FA_HN15_4_mieloides_notumorales.csv,747.1945669122638,1174.5585999758318,1292.3188806162202,941.430716517445,893.7757585794486,763.1849617763321,0.0,1422.118306630222,1245.9407847881594,911.0688436736846,1056.5293189726726,769.1688122618816,1104.3999434089524,703.3357171696459,887.7357797931631,1214.1334096180817,1056.6599257611217,896.152084608818,919.2425903960244,816.5065877248284,674.4112726777414,981.9326704146573,1061.3092348709008,1341.285314685291,798.9638393377983,967.0489366084366,1316.1886142057217,749.3590271913376,1129.6902378920108,1385.98369920334,956.0213834512617,831.0070933146408,1646.1065400556931,1251.3003149074502,690.3712961930227,656.7778870008241,971.6198745138638,1361.052310961884,783.1443949099768,1892.9735291085053,1063.958770687118,989.5558982324624,1242.503761403643,809.4042620832834,826.8701842238921,1051.6614004526025
dysplasia_FA_HN14_1_mieloides_notumorales.csv,1303.9298311770294,530.5220943597822,957.8082280101331,1170.0780685665397,1453.3865226234038,1061.8319512777498,1422.118306630222,0.0,419.46845314579264,840.7792505649195,710.4653624717071,954.1427121470601,1109.1389285428888,1091.0647147437494,909.2729170864429,572.1373258148858,1341.9854721318488,955.1268158808343,814.9168248129135,1096.5986530391444,1265.4882002304028,834.4620214080245,650.0527606293588,1250.9153165929827,1398.1482947843076,1370.7812622030735,277.9520533838072,1259.407041819911,1578.4368200240608,569.5074082790118,727.1252545304228,1055.463987612641,1664.1036611660286,321.06098487813756,1197.3524120704749,1286.1678538190129,1016.1739295750508,1501.966105812072,1358.822067924358,1661.4442702450783,1152.0995252789608,1293.143631867492,1298.4233657839366,1271.713109703944,955.5845770312185,571.441979224913
carcinoma_FA_HN14_4_mieloides_notumorales.csv,1250.0861957713369,317.51236593697536,795.6180950463647,928.0513066310008,1271.2478161314102,907.9124438483358,1245.9407847881594,419.46845314579264,0.0,690.5810647945448,528.4975871153026,890.1788559616407,866.2838726084885,920.2836113227199,698.2863797816682,361.46434065021094,1306.2000665245962,868.5770338868582,673.479781931937,928.760267385293,1113.2975181389672,584.3592972891499,496.4696321594356,1228.318603581887,1207.535963085322,1126.206470230219,226.48638224787922,1091.160148003258,1406.6129728024307,419.1961667867366,687.706182281979,953.3565231501443,1403.8141502949393,249.8521993383047,1047.8342819068255,1201.018830003938,872.6889279585665,1267.1301306900489,1227.398416310851,1460.214887162503,1008.0152226135531,1150.0593529788393,1278.4991767668052,1285.0769237645213,880.634281371731,423.7681260437009
dysplasia_FA_HN11A_4_mieloides_notumorales.csv,912.6163895605072,734.6072878284701,924.6116538857707,733.7520658442995,1117.7389835360045,729.9834029770293,911.0688436736846,840.7792505649195,690.5810647945448,0.0,569.7274225367349,676.4517769558605,898.8590809819113,622.1156760713077,619.7994338228702,774.9799429097752,1094.7463161863977,599.3891018593437,532.6405181584485,698.7828261245451,850.5006779053888,633.7615931908416,668.6222765176404,1098.1246821536126,976.3127971290313,1002.3834750313864,712.5589075301893,811.4821030282329,1208.930216476527,866.6194677003941,600.5711425685286,682.4163984100956,1452.8459859149302,700.5565427289617,802.695515426051,921.6856858335124,865.6906739857814,1249.1105433515802,872.9888175397409,1600.9133389698713,894.3337615300084,942.0531135623503,1100.731963123864,998.3940013110105,687.0844479717573,614.4637297978234
