,dysplasia_FA_HN14_2_mac.csv,stroma_ad_carcinoma_FA_HN14_5_mac.csv,stroma_ad_dysplasia_FA_HN11A_4_mac.csv,stroma_ad_carcinoma_FA_HN14_2_mac.csv,dysplasia_FA_HN15_5_mac.csv,dysplasia_FA_HN11A_5_mac.csv,dysplasia_FA_HN15_2_mac.csv,dysplasia_FA_HN15_1_mac.csv,stroma_ad_carcinoma_FA_HN11A_2_mac.csv,carcinoma_FA_HN14_3_mac.csv,stroma_ad_dysplasia_FA_HN14_4_mac.csv,carcinoma_FA_HN11A_3_mac.csv,stroma_ad_carcinoma_FA_HN15_2_mac.csv,carcinoma_FA_HN14_2_mac.csv,carcinoma_FA_HN14_4_mac.csv,stroma_ad_carcinoma_FA_HN15_1_mac.csv,stroma_ad_dysplasia_FA_HN11A_1_mac.csv,carcinoma_FA_HN14_1_mac.csv,dysplasia_FA_HN11A_2_mac.csv,stroma_ad_dysplasia_FA_HN15_3_mac.csv,stroma_ad_carcinoma_FA_HN14_1_mac.csv,stroma_ad_carcinoma_FA_HN11A_1_mac.csv,stroma_ad_dysplasia_FA_HN15_4_mac.csv,carcinoma_FA_HN11A_4_mac.csv,stroma_ad_dysplasia_FA_HN11A_2_mac.csv,stroma_ad_carcinoma_FA_HN14_4_mac.csv,dysplasia_FA_HN14_1_mac.csv,stroma_ad_carcinoma_FA_HN15_3_mac.csv,stroma_ad_dysplasia_FA_HN15_1_mac.csv,stroma_ad_dysplasia_FA_HN14_1_mac.csv,dysplasia_FA_HN11A_3_mac.csv,dysplasia_FA_HN11A_4_mac.csv,stroma_ad_dysplasia_FA_HN11A_3_mac.csv,stroma_ad_dysplasia_FA_HN14_3_mac.csv,stroma_ad_carcinoma_FA_HN15_4_mac.csv,stroma_ad_carcinoma_FA_HN14_3_mac.csv,stroma_ad_dysplasia_FA_HN15_2_mac.csv,stroma_ad_dysplasia_FA_HN15_5_mac.csv,carcinoma_FA_HN15_2_mac.csv,dysplasia_FA_HN11A_1_mac.csv,stroma_ad_dysplasia_FA_HN11A_5_mac.csv,carcinoma_FA_HN11A_2_mac.csv,dysplasia_FA_HN15_3_mac.csv,carcinoma_FA_HN11A_1_mac.csv,carcinoma_FA_HN11A_5_mac.csv,stroma_ad_dysplasia_FA_HN14_2_mac.csv,carcinoma_FA_HN15_1_mac.csv
dysplasia_FA_HN14_2_mac.csv,1.332367390118692e-308,36.59720120678776,inf,36.90973562501756,26.402728648960455,inf,inf,40.250059015561945,46.88470028593527,9.948442903354206,27.210225579345334,31.78284944645265,inf,inf,inf,30.729299904354,51.51722562960511,inf,inf,inf,27.670632106559125,27.833466845554547,21.936513481641043,inf,39.60756922928671,39.845870317814445,7.034070786489423,inf,28.967903784082736,43.664366790539034,inf,inf,38.20167756699334,inf,46.5577889179727,37.139055555059514,31.13046038495203,27.049914803579902,inf,inf,33.35295631330027,inf,inf,43.55340042411912,inf,inf,inf
stroma_ad_carcinoma_FA_HN14_5_mac.csv,36.59720120678776,1.372847787039775e-308,inf,28.70185231746106,36.59720120678776,inf,inf,27.923580973643155,27.923580973643155,31.912007495149524,35.25709213763777,28.70185231746106,inf,inf,inf,26.178464507846428,27.923580973643155,inf,inf,inf,28.70185231746106,36.59720120678776,36.59720120678776,inf,30.881120522882426,17.753475703443485,36.59720120678776,inf,36.59720120678776,28.70185231746106,inf,inf,27.923580973643155,inf,24.755565557798377,28.70185231746106,25.216046216947603,36.59720120678776,inf,inf,31.965546167949753,inf,inf,22.885902200210552,inf,inf,inf
stroma_ad_dysplasia_FA_HN11A_4_mac.csv,inf,inf,1.2604170862159116e-308,inf,inf,inf,44.16507437874405,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,14.977582419784625,inf,inf,inf,inf,20.4186088119215,inf,inf,inf,inf,inf,inf,inf,58.024268837784476,inf,inf,inf,inf,inf,inf,inf,inf,inf,26.377641367568145,inf,inf,31.568985795106556,26.87070313974735,33.59455573535753
stroma_ad_carcinoma_FA_HN14_2_mac.csv,36.90973562501756,28.70185231746106,inf,9.407445825327913e-309,30.155600301750695,inf,inf,24.07955174556585,28.030631918954455,36.90973562501756,31.909703261845628,21.221246066853567,inf,inf,inf,22.11748661981136,36.90415428176402,inf,inf,inf,24.38905617704964,28.165426496698544,30.342168848177963,inf,17.677401499107653,31.34409326595707,36.90973562501756,inf,28.165426496698544,20.610105348112782,inf,inf,21.720532517069245,inf,27.98297443328798,16.47206440608403,31.13046038495203,27.253774063104657,inf,inf,13.501887015839344,inf,inf,36.00157256443103,inf,inf,inf
dysplasia_FA_HN15_5_mac.csv,26.402728648960455,36.59720120678776,inf,30.155600301750695,1.1698977014024627e-308,inf,inf,36.03794206363605,46.38162756996064,26.402728648960455,16.912418514824225,26.402728648960462,inf,inf,inf,27.9271178101189,48.86254459983422,inf,inf,inf,26.402728648960462,26.402728648960462,26.402728648960455,inf,28.126137761171933,34.88653091503144,22.430859725172475,inf,26.402728648960462,39.88191355309681,inf,inf,28.373950334792553,inf,45.60976244212411,28.43045472415423,21.37673344630788,26.402728648960462,inf,inf,26.402728648960462,inf,inf,43.55340042411912,inf,inf,inf
dysplasia_FA_HN11A_5_mac.csv,inf,inf,inf,inf,inf,1.788526405141606e-308,inf,inf,inf,inf,inf,inf,50.32515287512413,inf,inf,inf,inf,inf,inf,43.01337334564144,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
dysplasia_FA_HN15_2_mac.csv,inf,inf,44.16507437874405,inf,inf,inf,1.157841190791031e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,51.82980371337929,inf,inf,inf,inf,61.781448508743054,inf,inf,inf,inf,inf,inf,inf,24.916928219257343,inf,inf,inf,inf,inf,inf,inf,inf,inf,23.066088532456163,inf,inf,24.21789351909564,29.37845404385493,72.3718759282977
dysplasia_FA_HN15_1_mac.csv,40.250059015561945,27.923580973643155,inf,24.07955174556585,36.03794206363605,inf,inf,2.1906124957228936e-308,21.16434065544452,40.250059015561945,33.28380077619069,22.249559512868885,inf,inf,inf,12.847800267517044,22.55026366388904,inf,inf,inf,18.535067626537284,36.48273466306597,40.250059015561945,inf,23.942925950347856,31.34409326595707,40.250059015561945,inf,40.250059015561945,20.011469633260575,inf,inf,18.28748126193183,inf,24.743490690349645,20.20305426387081,27.534723726527716,37.93894287298609,inf,inf,29.99225480650267,inf,inf,25.7071116963682,inf,inf,inf
stroma_ad_carcinoma_FA_HN11A_2_mac.csv,46.88470028593527,27.923580973643155,inf,28.030631918954455,46.38162756996064,inf,inf,21.16434065544452,1.655069401321592e-308,46.88470028593527,36.37603685731558,27.815076350827795,inf,inf,inf,22.018701295189537,23.540849963036706,inf,inf,inf,28.071849694505005,40.44842354538842,46.88470028593527,inf,30.306896119117823,27.028629648760983,46.88470028593527,inf,46.38162756996064,18.77511251888083,inf,inf,26.89380982684586,inf,17.882514393444907,26.890266321360407,36.7056247542002,46.38162756996064,inf,inf,33.08449088762757,inf,inf,25.7071116963682,inf,inf,inf
carcinoma_FA_HN14_3_mac.csv,9.948442903354206,31.912007495149524,inf,36.90973562501756,26.402728648960455,inf,inf,40.250059015561945,46.88470028593527,1.7281023628783005e-308,26.281781664763542,31.78284944645265,inf,inf,inf,30.729299904354,50.90074516603312,inf,inf,inf,27.670632106559125,27.833466845554547,25.318688043880293,inf,39.60756922928671,39.845870317814445,11.38203131723732,inf,31.399822170855927,43.664366790539034,inf,inf,38.20167756699334,inf,46.5577889179727,37.139055555059514,31.13046038495203,28.84705524202699,inf,inf,33.58683562991715,inf,inf,38.69847941783601,inf,inf,inf
stroma_ad_dysplasia_FA_HN14_4_mac.csv,27.210225579345334,35.25709213763777,inf,31.909703261845628,16.912418514824225,inf,inf,33.28380077619069,36.37603685731558,26.281781664763542,8.23551192711159e-309,29.37416866060336,inf,inf,inf,27.210225579345348,46.10840331238886,inf,inf,inf,27.210225579345348,27.210225579345348,27.210225579345334,inf,31.49075649641857,32.13238962758608,25.242048090046097,inf,27.210225579345348,31.043208430016136,inf,inf,27.25449221382526,inf,37.64301933204244,27.210225579345348,23.02825066525844,27.210225579345348,inf,inf,30.708847699347842,inf,inf,43.55340042411912,inf,inf,inf
carcinoma_FA_HN11A_3_mac.csv,31.78284944645265,28.70185231746106,inf,21.221246066853567,26.402728648960462,inf,inf,22.249559512868885,27.815076350827795,31.78284944645265,29.37416866060336,1.1019281135371976e-308,inf,inf,inf,19.05189816153991,32.204632969884955,inf,inf,inf,14.507344710446674,29.01518674294192,21.739708786145698,inf,19.52569597979833,31.34409326595707,31.78284944645265,inf,21.739708786145698,21.102780003716276,inf,inf,14.092022648205422,inf,31.39422638573292,21.23531029819935,28.67555689899467,21.739708786145698,inf,inf,21.739708786145698,inf,inf,31.302051252551962,inf,inf,inf
stroma_ad_carcinoma_FA_HN15_2_mac.csv,inf,inf,inf,inf,inf,50.32515287512413,inf,inf,inf,inf,inf,inf,1.305570591393691e-308,inf,inf,inf,inf,inf,inf,58.44388314307136,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
carcinoma_FA_HN14_2_mac.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.8165765179031557e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
carcinoma_FA_HN14_4_mac.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.676651215567991e-308,inf,inf,50.35044390922049,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.447157600733007,inf,inf,42.893028282641424,inf,inf,inf,inf,inf,inf,inf,48.2638560452322,39.711962790133214,inf,inf,inf,inf,inf,inf,inf
stroma_ad_carcinoma_FA_HN15_1_mac.csv,30.729299904354,26.178464507846428,inf,22.11748661981136,27.9271178101189,inf,inf,12.847800267517044,22.018701295189537,30.729299904354,27.210225579345348,19.05189816153991,inf,inf,inf,1.467832320900406e-308,24.622684679567215,inf,inf,inf,16.301457005689073,24.72396581136387,30.729299904354,inf,21.577946099011413,27.52457478389894,30.729299904354,inf,27.9271178101189,18.77511251888083,inf,inf,16.889068319062012,inf,25.542218967275332,18.972126504779013,21.09360860867693,27.9271178101189,inf,inf,24.094801490647313,inf,inf,25.7071116963682,inf,inf,inf
stroma_ad_dysplasia_FA_HN11A_1_mac.csv,51.51722562960511,27.923580973643155,inf,36.90415428176402,48.86254459983422,inf,inf,22.55026366388904,23.540849963036706,50.90074516603312,46.10840331238886,32.204632969884955,inf,inf,inf,24.622684679567215,1.5387817142758275e-308,inf,inf,inf,27.92002739592155,49.30733719926414,51.51722562960511,inf,36.76752848654603,24.494473777506812,51.51722562960511,inf,51.51722562960511,27.17784103041791,inf,inf,27.432639491061522,inf,27.553030658638193,20.432089875679992,37.24445441841587,50.76354540918426,inf,inf,42.81685734270084,inf,inf,18.943666962683892,inf,inf,inf
carcinoma_FA_HN14_1_mac.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,50.35044390922049,inf,inf,1.9160831474479546e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.632249927433406,inf,inf,38.598958043043055,inf,inf,inf,inf,inf,inf,inf,42.64184376993373,35.85236562661572,inf,inf,inf,inf,inf,inf,inf
