,dysplasia_FA_HN11A_4_otras.csv,carcinoma_FA_HN11A_5_otras.csv,stroma_ad_dysplasia_FA_HN11A_1_otras.csv,stroma_ad_dysplasia_FA_HN11A_3_otras.csv,dysplasia_FA_HN11A_3_otras.csv,stroma_ad_dysplasia_FA_HN15_2_otras.csv,stroma_ad_carcinoma_FA_HN11A_2_otras.csv,carcinoma_FA_HN14_3_otras.csv,carcinoma_FA_HN14_4_otras.csv,stroma_ad_carcinoma_FA_HN11A_1_otras.csv,stroma_ad_carcinoma_FA_HN14_1_otras.csv,stroma_ad_dysplasia_FA_HN14_2_otras.csv,stroma_ad_dysplasia_FA_HN11A_5_otras.csv,dysplasia_FA_HN15_5_otras.csv,dysplasia_FA_HN14_1_otras.csv,dysplasia_FA_HN11A_1_otras.csv,stroma_ad_dysplasia_FA_HN15_4_otras.csv,carcinoma_FA_HN14_2_otras.csv,dysplasia_FA_HN11A_5_otras.csv,carcinoma_FA_HN15_1_otras.csv,carcinoma_FA_HN15_2_otras.csv,stroma_ad_carcinoma_FA_HN15_1_otras.csv,stroma_ad_dysplasia_FA_HN11A_4_otras.csv,stroma_ad_carcinoma_FA_HN14_3_otras.csv,stroma_ad_carcinoma_FA_HN14_5_otras.csv,carcinoma_FA_HN11A_2_otras.csv,stroma_ad_dysplasia_FA_HN14_3_otras.csv,carcinoma_FA_HN14_1_otras.csv,stroma_ad_carcinoma_FA_HN14_4_otras.csv,dysplasia_FA_HN14_2_otras.csv,dysplasia_FA_HN11A_2_otras.csv,dysplasia_FA_HN15_1_otras.csv,stroma_ad_dysplasia_FA_HN11A_2_otras.csv,stroma_ad_carcinoma_FA_HN15_4_otras.csv,stroma_ad_dysplasia_FA_HN15_1_otras.csv,stroma_ad_dysplasia_FA_HN15_5_otras.csv,stroma_ad_dysplasia_FA_HN14_4_otras.csv,stroma_ad_dysplasia_FA_HN14_1_otras.csv,stroma_ad_carcinoma_FA_HN14_2_otras.csv,carcinoma_FA_HN11A_1_otras.csv,stroma_ad_carcinoma_FA_HN15_3_otras.csv,dysplasia_FA_HN15_2_otras.csv,carcinoma_FA_HN11A_3_otras.csv,carcinoma_FA_HN11A_4_otras.csv,stroma_ad_carcinoma_FA_HN15_2_otras.csv,dysplasia_FA_HN15_3_otras.csv,stroma_ad_dysplasia_FA_HN15_3_otras.csv
dysplasia_FA_HN11A_4_otras.csv,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1962.3877509817917,inf,2063.3604101222472,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1581.633767769416,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
carcinoma_FA_HN11A_5_otras.csv,inf,0.0,inf,inf,inf,inf,inf,832.6493805626438,inf,inf,inf,inf,inf,inf,inf,553.5667355960924,668.1212534853338,inf,inf,inf,inf,inf,261.7283463838455,inf,inf,inf,inf,1507.2015083600072,inf,974.9499510950802,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,134.8103338276179,inf,inf,inf
stroma_ad_dysplasia_FA_HN11A_1_otras.csv,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1081.1780968142725,inf,inf,inf,inf,inf,inf,inf,inf,2055.0573495969165,inf,inf,inf,356.2850709464574,253.3939197643477,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,190.58774225267956
stroma_ad_dysplasia_FA_HN11A_3_otras.csv,inf,inf,inf,0.0,inf,140.49279289493484,inf,inf,inf,565.0017923095306,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,132.74783321938358,inf,inf,inf,inf,55.12667304998655,92.33132392434976,105.91442765171314,129.93410459224478,inf,inf,inf,inf
dysplasia_FA_HN11A_3_otras.csv,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,2258.478748983301,1827.5954069258494,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1058.5788618580013,inf,inf
stroma_ad_dysplasia_FA_HN15_2_otras.csv,inf,inf,inf,140.49279289493484,inf,0.0,inf,inf,inf,679.4674586737726,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,247.4694524567621,inf,inf,inf,inf,159.89205164401056,78.85896286563828,85.04078935309923,82.9024885083695,inf,inf,inf,inf
stroma_ad_carcinoma_FA_HN11A_2_otras.csv,inf,inf,inf,inf,inf,inf,0.0,inf,538.2727790114204,inf,inf,926.6051150480341,1266.4202584736688,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,585.4822122429337,inf,inf,inf,1321.036465918993,inf,inf,inf,649.3056474718696,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
carcinoma_FA_HN14_3_otras.csv,inf,832.6493805626438,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,794.6223201120426,615.3734038683926,inf,inf,inf,inf,inf,628.3851482793812,inf,inf,inf,inf,893.183668006815,inf,427.91001276333503,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,734.4118885388962,inf,inf,inf
carcinoma_FA_HN14_4_otras.csv,inf,inf,inf,inf,inf,inf,538.2727790114204,inf,0.0,inf,inf,691.5476371977438,1554.488049322133,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,483.2166995451074,inf,inf,inf,1608.8719225845894,inf,inf,inf,380.80508085021756,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_carcinoma_FA_HN11A_1_otras.csv,inf,inf,inf,565.0017923095306,inf,679.4674586737726,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,463.75754663350955,inf,inf,inf,inf,558.481069778079,624.6685312339582,639.251938063587,610.2388956976089,inf,inf,inf,inf
