,stroma_ad_dysplasia_FA_HN15_3_linfoides.csv,dysplasia_FA_HN15_5_linfoides.csv,carcinoma_FA_HN15_2_linfoides.csv,stroma_ad_carcinoma_FA_HN15_2_linfoides.csv,carcinoma_FA_HN15_1_linfoides.csv,dysplasia_FA_HN14_1_linfoides.csv,stroma_ad_dysplasia_FA_HN15_1_linfoides.csv,stroma_ad_dysplasia_FA_HN14_2_linfoides.csv,stroma_ad_carcinoma_FA_HN14_2_linfoides.csv,stroma_ad_carcinoma_FA_HN11A_1_linfoides.csv,stroma_ad_dysplasia_FA_HN11A_4_linfoides.csv,dysplasia_FA_HN11A_5_linfoides.csv,carcinoma_FA_HN14_4_linfoides.csv,stroma_ad_carcinoma_FA_HN14_4_linfoides.csv,stroma_ad_dysplasia_FA_HN11A_1_linfoides.csv,stroma_ad_carcinoma_FA_HN14_5_linfoides.csv,carcinoma_FA_HN14_1_linfoides.csv,dysplasia_FA_HN11A_4_linfoides.csv,carcinoma_FA_HN11A_2_linfoides.csv,stroma_ad_carcinoma_FA_HN15_1_linfoides.csv,carcinoma_FA_HN11A_5_linfoides.csv,stroma_ad_dysplasia_FA_HN15_2_linfoides.csv,stroma_ad_dysplasia_FA_HN15_5_linfoides.csv,carcinoma_FA_HN11A_4_linfoides.csv,stroma_ad_carcinoma_FA_HN14_3_linfoides.csv,dysplasia_FA_HN11A_2_linfoides.csv,dysplasia_FA_HN15_1_linfoides.csv,dysplasia_FA_HN11A_3_linfoides.csv,stroma_ad_dysplasia_FA_HN11A_5_linfoides.csv,dysplasia_FA_HN14_2_linfoides.csv,stroma_ad_dysplasia_FA_HN15_4_linfoides.csv,stroma_ad_dysplasia_FA_HN14_4_linfoides.csv,carcinoma_FA_HN11A_1_linfoides.csv,dysplasia_FA_HN15_3_linfoides.csv,stroma_ad_carcinoma_FA_HN15_4_linfoides.csv,stroma_ad_dysplasia_FA_HN11A_3_linfoides.csv,stroma_ad_dysplasia_FA_HN14_3_linfoides.csv,stroma_ad_dysplasia_FA_HN14_1_linfoides.csv,carcinoma_FA_HN14_2_linfoides.csv,carcinoma_FA_HN14_3_linfoides.csv,dysplasia_FA_HN15_2_linfoides.csv,stroma_ad_carcinoma_FA_HN15_3_linfoides.csv,stroma_ad_dysplasia_FA_HN11A_2_linfoides.csv,dysplasia_FA_HN11A_1_linfoides.csv,carcinoma_FA_HN11A_3_linfoides.csv,stroma_ad_carcinoma_FA_HN14_1_linfoides.csv,stroma_ad_carcinoma_FA_HN11A_2_linfoides.csv
stroma_ad_dysplasia_FA_HN15_3_linfoides.csv,0.0,2718.2884661361422,2939.4005952626558,1459.4371392860253,2878.8166933665407,2069.3502611396457,1905.9934230378055,1443.5013114096269,4613.997086757809,1161.4385810172612,7922.064725183927,1148.4969748173216,3076.7178273937384,1489.3078658040674,3504.1117049692916,2604.686080154049,2166.8235495660074,2218.0360679346254,1501.0648245427967,563.9160282320026,4212.452534678962,703.9078388747166,1545.4591144644967,3086.335337727008,3155.253357575101,908.2976085503939,3195.1949405477026,798.1362333091362,2562.0718084393907,2039.5462184894245,1849.5253271311608,1060.9671470501835,2558.76588845281,3237.831145246013,1086.421528134622,6302.45170463356,1477.5912707842167,3692.300721185379,2702.160381471661,2735.274132252644,3072.4802693789366,1804.1780638698044,4675.617654158009,8164.301356883062,2810.6245344707468,5780.296665781316,816.7903355024982
dysplasia_FA_HN15_5_linfoides.csv,2718.2884661361422,0.0,512.9654115543985,1950.3789280253363,710.035210892756,905.3617684335622,3352.258809727278,2357.1987732578878,5189.479004294561,2189.9296473833133,7641.35731348935,1683.6714961450116,737.1025680941118,3207.153873337023,4900.408073928091,3876.699162404161,757.0200677576595,726.8827817951219,1356.176283276995,2421.133578968896,4733.541525495051,2791.5173209222708,2869.004483049103,1013.4485184810396,4176.297143525521,2623.11378230946,593.1232422172795,2328.7979273296633,3495.4616632586913,980.5068943448846,1024.1964990532676,1927.6477397344613,737.3748789942304,1167.1967435661745,2890.311509713261,6449.928432047365,1743.2268257630876,4941.795713206944,402.72133329938026,592.7696566420641,736.8280452127649,1117.607847777991,5487.649402424093,7972.759061580162,972.8452177580753,6095.549860415636,2792.393113528936
carcinoma_FA_HN15_2_linfoides.csv,2939.4005952626558,512.9654115543985,0.0,2223.719049759061,631.0924869767032,1068.0410830588728,3349.982255961792,2354.930701552304,5149.951370407957,2267.317374151206,7576.889006401719,1968.3456977352143,455.09035235067074,3241.5980882280965,4888.849442824509,3865.6337543837512,814.9267273147714,1103.6249495559782,1652.563846125272,2645.8259487011305,4781.171485849697,2915.583750121474,2864.0666205627012,792.7208776590669,4167.518211500153,2747.9724846682143,390.8513460400533,2608.627278095286,3484.7274081686437,1105.448613973954,1153.2549582101776,2063.527615882084,611.0272853984098,1181.2212053293588,3075.642587168768,6405.276450999981,2066.72524537322,4930.232972807027,451.4963953642954,630.8648048118636,513.1976000618437,1440.6213070275571,5463.580904346983,7927.504581905502,878.2778899740542,6052.299277735615,2876.376021468243
stroma_ad_carcinoma_FA_HN15_2_linfoides.csv,1459.4371392860253,1950.3789280253363,2223.719049759061,0.0,2213.3074812061686,1456.54952646067,3006.4809177032284,2221.6240181956973,5476.503987133319,1848.773466401055,8299.453123115221,899.4035973185883,2388.852168184402,2568.7998631486107,4617.504868101557,3691.8372225268154,1823.654897842398,1397.222659210544,1177.7464509610757,1608.6454359095833,4846.120230809213,1738.876935559499,2589.0430695027467,2460.412427169093,4108.32579258352,2006.2555411471835,2483.665280701277,946.9138048190867,3418.8047845956507,1358.469946484385,1200.7907969036144,1497.393263625859,1993.4055925484593,2376.6817933522107,2100.951470726048,6894.983902020386,649.2187469838842,4744.105508796633,1966.5620511308323,2045.1741331233754,2397.550270884321,906.568031348142,5567.836431169639,8575.880304309127,2234.690812096667,6502.511348537193,1995.0422454445802
carcinoma_FA_HN15_1_linfoides.csv,2878.8166933665407,710.035210892756,631.0924869767032,2213.3074812061686,0.0,863.8676345382378,3101.2152880184544,2103.1902105330914,4751.924186078238,2137.4350541938593,7140.733790173027,1989.21318648691,344.3183656476343,3022.46207570892,4582.121552726822,3555.1668482271607,759.4431102202822,1233.253042046625,1727.3618685491733,2654.6901790212414,4628.640617674945,2782.305208820201,2591.463699830942,421.52171805302544,3903.2608847523625,2621.321710742289,570.0566218428247,2624.030105766697,3228.4911864805126,951.1844484571143,1110.388289604628,1980.409842282623,359.5797831725332,1642.349201209612,2990.7157968262436,6017.945196688551,2194.971854612666,4639.604311056678,523.5615250339863,308.78457602105595,394.20801388756166,1525.7993363346918,5109.281005262844,7552.984430284563,394.55014271401507,5653.686044675012,2739.7440174016815
dysplasia_FA_HN14_1_linfoides.csv,2069.3502611396457,905.3617684335622,1068.0410830588728,1456.54952646067,863.8676345382378,0.0,2466.3632601267677,1485.7758589822213,4401.71847892591,1331.0176868096166,7118.992720206314,1308.4705268483342,1084.2531720074746,2334.8380866257658,4033.1706690584188,3009.2723784370028,631.4786027674568,899.6217317612893,935.7343431977056,1865.9070294023788,3899.7130287119317,1958.8761021944727,1995.7120657254552,1229.2593201782452,3311.8273760061297,1798.4577900450752,1226.8378104000026,1797.500306328604,2628.8694619186185,361.6005469920915,448.73831465283104,1159.8620933419081,694.2683193011327,1833.346569255814,2174.359604048747,5742.533033009588,1483.8361735262129,4074.2794363587986,829.227095833563,753.7520447924405,1079.1529679470013,863.5244356592189,4635.082136356512,7417.767291318255,1008.1084426136645,5375.693572791093,1936.865087142854
stroma_ad_dysplasia_FA_HN15_1_linfoides.csv,1905.9934230378055,3352.258809727278,3349.982255961792,3006.4809177032284,3101.2152880184544,2466.3632601267677,0.0,1046.4358560146948,2875.7763898267335,1280.3736947575744,6522.767563384668,2416.7927921714804,3311.2343486841633,679.8076542912122,1689.6186082804563,779.797273387421,2652.5619660344023,3178.824051250695,2475.791468304721,1748.975976756712,2999.584987379788,1597.186864058475,585.25053301365,3231.3778610127256,1363.0767279827976,1083.3392819342146,3551.7290778035845,2191.2659885661856,1044.2566654801599,2488.2112679110687,2529.621248119954,1702.1117129880686,2832.843509150359,4186.19504905339,992.6037574476061,4788.625512099929,2944.6515150984033,1825.3717857674092,3134.6923210388886,3081.648852589684,3267.992650936158,2955.630460573002,2972.7640703637826,6760.692539941169,2841.5926618333365,4188.081479213406,1156.0086799862113
stroma_ad_dysplasia_FA_HN14_2_linfoides.csv,1443.5013114096269,2357.1987732578878,2354.930701552304,2221.6240181956973,2103.1902105330914,1485.7758589822213,1046.4358560146948,0.0,3282.401525615129,414.16109419141026,6625.1338799416,1576.5119071835463,2334.235829690935,1045.6306619549018,2635.8103387150245,1633.451128908892,1669.7961181244145,2200.785369790349,1520.9821694398333,1312.1933471518234,3106.025366714339,1278.5591959214212,582.8264148857593,2257.141158734601,1944.772610785862,851.5729417685588,2553.5243362498422,1426.7687740344406,1236.8731663185551,1510.866846309973,1568.1713700200717,816.7331888905717,1832.964630911556,3202.72022289945,1041.4983504347708,4958.65709187464,2191.0901241428496,2683.374431027872,2147.0154524974682,2083.850384298772,2266.038138283396,2027.8502959700502,3361.4292013678923,6874.175096374652,1923.9218938435238,4431.283073411262,861.7638486343455
stroma_ad_carcinoma_FA_HN14_2_linfoides.csv,4613.997086757809,5189.479004294561,5149.951370407957,5476.503987133319,4751.924186078238,4401.71847892591,2875.7763898267335,3282.401525615129,0.0,3642.8139339014792,3861.856222338045,4819.171701642181,4902.169351438432,3153.1778704756202,1545.8466798770628,2225.083121082075,4544.651808911199,5243.871306949917,4648.458381162946,4495.699675747532,1381.5247802961044,4384.915605975516,3107.9435987572147,4849.5263942170295,1625.185435750556,3840.923840386565,5212.69858718731,4651.297640333171,2132.917696306244,4539.917573730638,4651.144442894763,4073.109480057283,4604.993603604028,6093.899349689063,3580.549046979816,2163.4089110718946,5446.054045953651,1523.5641988834172,5033.840003266625,4763.681564623352,4903.004902540881,5181.2340887137,592.7279254652103,4122.839755914278,4364.951467177824,1462.0976581125592,3857.6722551946405
stroma_ad_carcinoma_FA_HN11A_1_linfoides.csv,1161.4385810172612,2189.9296473833133,2267.317374151206,1848.773466401055,2137.4350541938593,1331.0176868096166,1280.3736947575744,414.16109419141026,3642.8139339014792,0.0,6886.364472623323,1222.0070463380016,2351.153967751964,1074.9274918353947,2910.001621802999,1922.874936980435,1538.024583575048,1939.9642657038783,1224.4740664610613,1064.054793286513,3178.9477655902165,1067.9200606443528,808.3641337677118,2316.066443030399,2280.638305203389,680.6314986765486,2504.107726029272,1072.131845686748,1587.47763356719,1303.29161688159,1293.6036596409579,482.93692908747346,1814.5988561641882,2961.4506306826115,938.0738057233076,5248.5284469347,1817.7566035629936,2961.468849877385,2053.797943927493,2032.0468292897226,2325.741550024978,1700.5597206956847,3733.0302625950817,7123.028134001335,2034.1497667864435,4747.971316981619,722.4784423277237
