,topology_ad_carcinoma_11_clean_linfoides.csv,topology_dysplasia_6_clean_linfoides.csv,topology_ad_dysplasia_7_clean_linfoides.csv,topology_carcinoma_18_clean_linfoides.csv,topology_ad_dysplasia_3_clean_linfoides.csv,topology_ad_dysplasia_9_clean_linfoides.csv,topology_ad_carcinoma_8_clean_linfoides.csv,topology_carcinoma_14_clean_linfoides.csv,topology_dysplasia_10_clean_linfoides.csv,topology_dysplasia_1_clean_linfoides.csv,topology_carcinoma_3_clean_linfoides.csv,topology_carcinoma_13_clean_linfoides.csv,topology_ad_carcinoma_13_clean_linfoides.csv,topology_dysplasia_9_clean_linfoides.csv,topology_carcinoma_20_clean_linfoides.csv,topology_dysplasia_5_clean_linfoides.csv,topology_dysplasia_17_clean_linfoides.csv,topology_ad_dysplasia_1_clean_linfoides.csv,topology_carcinoma_5_clean_linfoides.csv,topology_carcinoma_2_clean_linfoides.csv,topology_dysplasia_8_clean_linfoides.csv,topology_dysplasia_18_clean_linfoides.csv,topology_ad_carcinoma_3_clean_linfoides.csv,topology_carcinoma_6_clean_linfoides.csv,topology_dysplasia_14_clean_linfoides.csv,topology_ad_carcinoma_6_clean_linfoides.csv,topology_ad_dysplasia_8_clean_linfoides.csv,topology_carcinoma_9_clean_linfoides.csv,topology_ad_carcinoma_5_clean_linfoides.csv,topology_dysplasia_15_clean_linfoides.csv,topology_ad_carcinoma_4_clean_linfoides.csv,topology_dysplasia_7_clean_linfoides.csv,topology_dysplasia_2_clean_linfoides.csv,topology_ad_carcinoma_1_clean_linfoides.csv,topology_carcinoma_11_clean_linfoides.csv,topology_ad_carcinoma_15_clean_linfoides.csv,topology_carcinoma_10_clean_linfoides.csv,topology_ad_carcinoma_7_clean_linfoides.csv,topology_carcinoma_17_clean_linfoides.csv,topology_ad_carcinoma_2_clean_linfoides.csv,topology_carcinoma_12_clean_linfoides.csv,topology_carcinoma_8_clean_linfoides.csv,topology_carcinoma_4_clean_linfoides.csv,topology_ad_dysplasia_5_clean_linfoides.csv,topology_ad_dysplasia_2_clean_linfoides.csv,topology_ad_carcinoma_10_clean_linfoides.csv,topology_ad_carcinoma_14_clean_linfoides.csv,topology_ad_carcinoma_12_clean_linfoides.csv,topology_dysplasia_3_clean_linfoides.csv,topology_dysplasia_4_clean_linfoides.csv,topology_ad_dysplasia_6_clean_linfoides.csv,topology_dysplasia_11_clean_linfoides.csv,topology_ad_dysplasia_4_clean_linfoides.csv,topology_dysplasia_16_clean_linfoides.csv,topology_carcinoma_19_clean_linfoides.csv,topology_carcinoma_7_clean_linfoides.csv,topology_dysplasia_19_clean_linfoides.csv,topology_dysplasia_12_clean_linfoides.csv,topology_dysplasia_13_clean_linfoides.csv,topology_ad_carcinoma_9_clean_linfoides.csv,topology_carcinoma_1_clean_linfoides.csv,topology_carcinoma_16_clean_linfoides.csv,topology_ad_dysplasia_10_clean_linfoides.csv,topology_carcinoma_15_clean_linfoides.csv
topology_ad_carcinoma_11_clean_linfoides.csv,0.0,1224.0241752333427,1215.369906910137,628.1626010060328,359.262182208977,307.91853942391646,1691.660085005877,584.8610513466649,1568.7393326878728,1049.8776082520742,507.6489811161029,995.5254742508412,918.7393694166839,2556.3116959610657,2373.0177123922513,1027.7350618178436,744.9281902983244,816.4998924524537,1409.6563293257145,1471.4316257848452,1010.0144367133839,450.1859283762804,833.7439058450773,661.7210161167861,457.95870590759307,926.7456383821126,294.3335886735054,736.0273846528368,1081.0159771178676,514.0937613936246,690.206034092583,1041.967792496781,1240.0786902830143,654.2081595448778,948.4219126269081,331.48944300678403,812.8295228869588,947.6931113443234,1165.8486195733253,421.1046771272774,1119.2811349962299,548.2192292401529,1147.2101997985874,792.4066356388979,391.8212818510974,1341.1420529029806,1547.5350810865168,533.5926280087788,1154.223392367169,1136.358421772313,392.7957916154361,778.0073912995508,484.30271041580136,301.8634146549538,804.1644083173965,624.795125163502,622.6520892119215,1067.9202365496417,875.0320483596249,790.2361072263188,1200.4527105677384,1745.495428409618,574.8427913892199,1440.4318988707635
topology_dysplasia_6_clean_linfoides.csv,1224.0241752333427,0.0,1099.8999980082926,1089.483929915791,1069.5007547928892,1219.7553311976035,1496.7596114077999,985.5162020179059,1157.816536533819,1154.9668833631636,1242.4367161223042,932.1016038047325,1201.4982851369664,1666.8953611548377,2117.9331585185196,1004.3605340571763,1039.042444988715,1013.0101666371711,1683.8599709156333,1576.0433485126318,906.2805418300558,1294.5277840657668,918.9207134340564,1169.3430791436554,1040.0075596841448,1291.7290679456364,1196.606212767228,1425.6693912910405,1193.7464974599156,1002.5559065681099,1053.0386270395038,978.6133906313298,1298.7754343027254,1031.2301846055193,1067.033593203186,1119.2539160442018,1471.4171575449725,1136.7495410850888,962.1833579551621,1000.2074472789446,1094.2203940899517,1390.581711660719,1427.5383282494229,1100.9045664896607,1084.437147815024,1306.7448355026854,1409.331345623672,1009.8379585476646,1073.1304836664003,1176.548566466123,1117.7014414212017,923.6132206752297,1136.4499805322093,1138.9157652208637,1564.089920686214,1164.2505348763173,915.5201728429681,885.4483948655037,806.522114221074,905.1219801969106,1359.2905419972176,1444.4392603176125,970.3224511844367,1432.0834241836096
topology_ad_dysplasia_7_clean_linfoides.csv,1215.369906910137,1099.8999980082926,0.0,1356.2570079083482,1024.2909556332693,1079.2218373564326,1036.6748203210182,1135.9634718637471,1298.25989443892,1653.4201433866106,1453.2421710940293,1226.4401699335751,954.5370527161192,1879.4475511323958,1927.4713464702297,1085.3627174919181,900.0302740878633,1308.3461159197675,2269.085609537132,1976.4068353751168,976.6935080393513,1261.2571145647946,1126.0874451641591,1502.6669925836156,984.5892830578431,1109.6372894016995,1069.3435467075112,1720.5139174540611,756.1971759075275,907.5948032028708,874.5162595160416,1205.529785351268,1504.6590216235195,870.4987798034111,1550.1166816514383,1092.9862874659725,1773.329200154708,802.5785070437003,827.1010792712733,1057.8339114926287,1234.8995806432379,1510.9999357948896,1864.248185867485,899.9629802563795,1060.8985878305818,790.8555518458004,1026.8396111850036,918.5575019530839,1479.518835599899,1622.4269152987724,1026.1820056385773,1273.5635157638267,962.8470761870624,1124.2682776401223,1673.2299393299268,1497.1040695725671,1156.3924225095725,1142.1828374895856,1054.6149045690172,887.1748508873229,1712.695895620981,1783.6488265307203,1128.1936670561863,1857.8541688133328
topology_carcinoma_18_clean_linfoides.csv,628.1626010060328,1089.483929915791,1356.2570079083482,0.0,679.5473501353919,761.6154239108506,1939.6630610223665,665.9915137741465,1561.8919629487234,891.467964122415,607.5047889645721,903.4220512448779,1366.2266707363656,2301.504043000978,2362.2365659521715,1006.7264848543061,1037.1192367178123,799.7898024538866,1211.129820977525,1289.3410747219666,1039.5716690295146,806.8009786971178,885.2006289463609,683.0965825855499,695.7886656812215,1391.2784945798157,768.1515949355481,883.8983066965936,1412.8974597102956,767.5680166473288,1066.705579317577,913.4913018642635,1097.8700631634636,897.4831765651999,727.8655881483323,642.1261242234164,767.4752543185577,1331.0397114430139,1249.0199041928704,675.6152326705666,1058.5181805553407,734.9209643189757,936.6766671844231,1230.0374151794176,638.1077293343408,1567.7459928727317,1807.835900005509,822.1194445258651,931.5350552079614,945.1775535846145,718.9917265676849,773.5944917336329,888.4114416624194,659.8165387057421,900.7389590090337,615.2894903211575,747.4480831563513,1039.9343801271348,995.0119027885416,943.9784113415302,958.8359132129616,1577.4885150058622,673.1134293873256,1204.1303546399583
topology_ad_dysplasia_3_clean_linfoides.csv,359.262182208977,1069.5007547928892,1024.2909556332693,679.5473501353919,0.0,327.66663699946844,1500.6005158824678,516.2959685173394,1381.0312467965364,1061.4234546114951,635.0720113519047,892.5063928460423,876.4416403543872,2402.6126783988257,2126.739608925114,882.4869503639081,623.0016013495932,806.8818941754982,1524.7734708782177,1501.578332632386,815.4008802296694,514.4304898296759,789.9155862280111,749.1766670422344,338.9966275509857,877.7658952312074,324.5661414152423,911.9063318615467,933.7298434940604,354.18373419919936,599.6049533273815,955.0342335335918,1224.6255749447612,519.905613947863,966.1997993821979,262.0696031930911,1001.979808482198,834.405266129632,1008.9465125930601,375.03634447265586,1029.7193684213394,713.1338826305255,1184.7031922057054,725.4299723371126,355.7241067737475,1112.401861080175,1406.3173115827722,393.74088757124093,1116.4822127022248,1121.2429892687687,348.0722064926327,738.9902036153792,425.99684150365374,292.87870116648264,915.4391926912142,669.5093014002402,547.1389077983661,896.5646261655263,751.4330702963284,614.8788996889887,1176.5777697468095,1602.1850929790544,547.4572702746632,1424.2105455809422
topology_ad_dysplasia_9_clean_linfoides.csv,307.91853942391646,1219.7553311976035,1079.2218373564326,761.6154239108506,327.66663699946844,0.0,1520.6266902505934,553.2409649657642,1477.6071740459556,1144.255752424778,640.6041193901868,992.5007840608554,754.403496048098,2549.1958631999596,2206.3158461343783,995.324763459111,688.7501989403808,841.7783573567245,1576.4729830267343,1567.0148560800346,900.6633023286247,410.1506317383752,888.5502230944553,800.2224123916258,341.3216789796634,777.8338561944342,133.4480867058387,874.75376231658,873.3865507715722,419.6167502517901,528.6881871537972,1060.0202834252125,1324.9142041722337,531.7513959160212,1011.8618397952802,294.3706423122164,940.5168437614343,803.3064207061773,1114.6380386247886,418.38485111376116,1117.9727547980233,673.0240500643878,1276.7672335881425,600.1524299809971,402.332100964975,1177.797109793797,1382.6658573614404,387.0135069265539,1248.224774631202,1174.6710182764498,299.52100300088085,799.3814096462362,237.56721557951158,217.5650188290238,902.738985519515,709.8896887174639,579.299439189122,1002.4891535652175,863.4060655737517,712.7673394888881,1253.0960950968758,1722.5331499536233,575.4693501293314,1504.3182904404794
topology_ad_carcinoma_8_clean_linfoides.csv,1691.660085005877,1496.7596114077999,1036.6748203210182,1939.6630610223665,1500.6005158824678,1520.6266902505934,0.0,1634.4452765026365,1427.1042897442449,2173.978594002013,1985.7082230530525,1698.314503331646,1273.4902610432089,1763.1313384622424,1838.7546305078022,1428.620032835242,1278.2268048806527,1679.7697332347084,2805.4416494815314,2465.89546222012,1222.8858546363274,1811.2777478448334,1644.6228829814956,2040.6326834344536,1419.9425025840724,1385.983826451284,1520.7991727520732,2242.6612262470617,955.035456030064,1379.970865550353,1216.8802433534643,1580.0392259233602,1940.4503861459384,1257.1802978220671,2046.796813255964,1592.691981957102,2317.5347450592344,1132.6784128870434,1122.2348199209198,1604.2851429065245,1671.8808842766052,2064.403247582817,2450.5841117273085,1258.3584044035138,1573.0614342316126,866.4414504964964,973.5251991349514,1359.8271565227603,1919.9435679708688,2053.851095505582,1439.0273614850933,1659.1323335912898,1383.1208320749845,1580.047160842118,2246.7810827279677,1997.1839887368508,1569.780942265589,1473.225040650466,1384.4045244501515,1235.7174171595143,2269.490021318955,2121.513823448407,1601.0951615303495,2254.0741787507923
topology_carcinoma_14_clean_linfoides.csv,584.8610513466649,985.5162020179059,1135.9634718637471,665.9915137741465,516.2959685173394,553.2409649657642,1634.4452765026365,0.0,1227.764487913558,890.5637958420525,696.3717889281361,698.7372382424545,1163.7490430215341,2203.4377142115245,2071.8341370684125,705.513141877159,669.0496705063113,580.4672684310437,1392.4866614556058,1272.2102245366748,799.7326949852879,636.2217340058972,671.7816771303353,661.7150073751964,472.94907115353215,1224.1153522161596,598.7418485930358,905.6816463371191,1152.466999284807,506.9324385860679,836.2237604135827,870.9977437273313,1054.9473868998443,618.3384436986652,776.7949917247838,556.001928452177,1034.1107313668472,1097.8716747666501,974.102747780129,448.51673763420484,835.2987807842854,725.1722326945508,1068.2372483903496,1015.9148160419887,478.4162360759566,1277.731641466809,1535.5942820219745,643.6530574287627,907.851920768335,893.6864680970991,497.46672176769533,558.9253507293506,662.564177455068,499.7054181441225,1019.0203622637832,670.0155569875103,402.57743570939806,705.4588916415873,619.1437219982388,685.4020364472408,928.7343461296946,1377.2879881435977,395.43193493551786,1113.5236940307723
topology_dysplasia_10_clean_linfoides.csv,1568.7393326878728,1157.816536533819,1298.25989443892,1561.8919629487234,1381.0312467965364,1477.6071740459556,1427.1042897442449,1227.764487913558,0.0,1565.2965345761916,1761.2960393903004,1292.4769491289737,1496.2012412729825,1592.2494684082258,1730.7836334861056,1006.7417915543749,1120.9445481869839,1258.5339623471173,2189.6844107050806,1600.7203754288698,967.4994088145337,1611.1754456462531,1226.3578405368526,1524.125923642429,1325.303504423206,1544.7589036110348,1516.5910525015615,1913.335163728003,1360.7194404347006,1264.9990974309765,1321.4569277742405,1141.2655138793118,1500.9079488339967,1165.0732706219262,1466.1245796080934,1438.8883607043629,1992.823181145858,1540.680355867171,1121.6688964911807,1337.4314721614728,1040.0378171279037,1806.5833804305473,1775.8812489891084,1444.9114122688961,1371.2246624837758,1463.9455817374403,1520.9858269525707,1345.871736166516,1265.2582493180848,1415.6366946688565,1382.4875293664866,1071.7997357066452,1393.0364966589086,1474.9570108127723,2053.039034514349,1625.099228545493,1178.4793570926806,887.2323382635194,1071.6865574087137,1249.1998881663803,1591.3712508187473,1273.7684408490472,1250.7311369351542,1536.960962892487
topology_dysplasia_1_clean_linfoides.csv,1049.8776082520742,1154.9668833631636,1653.4201433866106,891.467964122415,1061.4234546114951,1144.255752424778,2173.978594002013,890.5637958420525,1565.2965345761916,0.0,1042.3521911121654,861.3593353319861,1749.0751132036473,2175.500587331299,2486.261933938985,1075.8772056503217,1217.963956011888,871.4418768773248,1033.381054385517,889.8163884552863,1278.391452225216,1024.1173832495851,1066.5940198621556,738.2872276238251,1035.14303184381,1807.597706370326,1162.1549461405414,1101.3090548152204,1762.1481966878548,1069.441788438557,1463.5493173206207,1098.336556494057,1163.092099842061,1208.6045539896452,615.4956792798486,1070.362309669891,1053.4816538646423,1709.4400350021842,1429.501468962334,971.2655468839404,1078.7076516649302,977.0249662301738,665.6289733169665,1637.0154372938898,962.5431232862202,1825.1548031439677,2101.1646919706563,1242.5428601083559,806.2075233417088,942.6683061374354,1019.6141326830501,850.311817080866,1298.6084342441575,1037.827724489595,1258.766876516726,1073.0785219681923,846.9740639506238,1069.532885845831,1104.6422083457699,1221.83655373295,736.9446517008869,1298.1149376297856,913.5355182877599,774.6708660276383
