filename,cluster
stroma_ad_carcinoma_FA_HN14_4_no_tumorales.csv,1
carcinoma_FA_HN11A_4_no_tumorales.csv,0
carcinoma_FA_HN11A_1_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN15_3_no_tumorales.csv,1
stroma_ad_dysplasia_FA_HN14_4_no_tumorales.csv,2
stroma_ad_dysplasia_FA_HN14_3_no_tumorales.csv,3
stroma_ad_carcinoma_FA_HN11A_1_no_tumorales.csv,0
stroma_ad_dysplasia_FA_HN14_1_no_tumorales.csv,2
stroma_ad_carcinoma_FA_HN15_1_no_tumorales.csv,4
dysplasia_FA_HN11A_1_no_tumorales.csv,0
stroma_ad_dysplasia_FA_HN11A_4_no_tumorales.csv,0
stroma_ad_dysplasia_FA_HN15_1_no_tumorales.csv,4
carcinoma_FA_HN14_2_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN15_4_no_tumorales.csv,4
dysplasia_FA_HN15_3_no_tumorales.csv,0
dysplasia_FA_HN15_2_no_tumorales.csv,0
carcinoma_FA_HN14_1_no_tumorales.csv,0
carcinoma_FA_HN14_3_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN14_2_no_tumorales.csv,4
carcinoma_FA_HN11A_5_no_tumorales.csv,0
carcinoma_FA_HN14_4_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN14_5_no_tumorales.csv,1
carcinoma_FA_HN11A_2_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN15_2_no_tumorales.csv,2
stroma_ad_dysplasia_FA_HN14_2_no_tumorales.csv,2
stroma_ad_dysplasia_FA_HN11A_2_no_tumorales.csv,0
stroma_ad_dysplasia_FA_HN15_5_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN11A_2_no_tumorales.csv,4
dysplasia_FA_HN11A_4_no_tumorales.csv,0
dysplasia_FA_HN11A_3_no_tumorales.csv,0
stroma_ad_dysplasia_FA_HN11A_5_no_tumorales.csv,4
stroma_ad_dysplasia_FA_HN11A_1_no_tumorales.csv,4
dysplasia_FA_HN14_2_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN14_3_no_tumorales.csv,4
carcinoma_FA_HN15_2_no_tumorales.csv,0
stroma_ad_carcinoma_FA_HN14_1_no_tumorales.csv,4
dysplasia_FA_HN11A_2_no_tumorales.csv,4
dysplasia_FA_HN14_1_no_tumorales.csv,0
dysplasia_FA_HN15_5_no_tumorales.csv,0
carcinoma_FA_HN11A_3_no_tumorales.csv,0
stroma_ad_dysplasia_FA_HN15_2_no_tumorales.csv,2
stroma_ad_dysplasia_FA_HN15_3_no_tumorales.csv,3
stroma_ad_dysplasia_FA_HN15_4_no_tumorales.csv,0
dysplasia_FA_HN11A_5_no_tumorales.csv,0
stroma_ad_dysplasia_FA_HN11A_3_no_tumorales.csv,0
carcinoma_FA_HN15_1_no_tumorales.csv,0
