,stroma_ad_carcinoma_FA_HN14_2_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN14_4_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN11A_2_linfoides_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN11A_4_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN15_1_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN14_3_linfoides_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN11A_3_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN15_3_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN11A_1_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN14_1_linfoides_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_linfoides_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN15_5_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN11A_1_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN15_2_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN15_2_linfoides_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN11A_5_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN11A_2_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN11A_3_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN11A_5_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN14_1_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_linfoides_notumorales_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN14_2_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_linfoides_notumorales_tumorales.csv,carcinoma_FA_HN11A_4_linfoides_notumorales_tumorales.csv,dysplasia_FA_HN14_2_linfoides_notumorales_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_linfoides_notumorales_tumorales.csv
stroma_ad_carcinoma_FA_HN14_2_linfoides_notumorales_tumorales.csv,1.282969148989638e-308,60.52876040491779,149.4926533922337,43.14410362874684,191.5620650585961,80.38002459360663,126.37684284328799,218.08882839733,166.32995270150468,139.8216643391825,76.18459494731147,147.1070704078511,97.66862074582168,393.69711739468187,176.59360685254507,131.95941915151076,84.49308277252453,71.05240968688173,268.4939790658209,94.85968625810922,238.62683999688443,203.4500045194403,131.45404629977423,111.3309288024368,207.6000592712125,240.92040090793756,160.3936652808709,76.08823946715346,56.57685342596306,111.20461388502491,147.1978998009551,131.84097505195308,90.16764907637885,227.23240405688102,80.13210079007018,360.23321884117456,58.51183075390014,52.071874350749
stroma_ad_carcinoma_FA_HN11A_1_linfoides_notumorales_tumorales.csv,60.52876040491779,1.019395141274587e-308,123.08151838119977,42.45452446967546,191.5620650585961,51.62073080341861,90.30137051851952,218.08882839732996,139.91881769047075,105.3117925070842,49.400062975503545,146.733360338585,50.91397600511323,393.69711739468187,150.18247184151113,98.74201100264969,110.90421778355847,97.46354469791567,242.08284405478696,121.27082126914317,238.62683999688443,206.72161175906308,88.57655642826765,114.60253604205957,210.17726604955362,240.92040090793756,133.98253026983696,69.44890954273836,57.47585202165402,84.79347887399098,162.78764519445008,109.47557893863438,116.5787840874128,227.23240405688102,106.54323580110412,360.23321884117456,84.92296576493408,68.33561118689272
stroma_ad_carcinoma_FA_HN15_1_linfoides_notumorales_tumorales.csv,149.4926533922337,123.08151838119977,1.921694791638696e-308,127.61124053857247,109.64753340420657,97.19848154142807,136.51214757025372,144.17923835597196,57.99967598299011,95.68228578971969,142.3631666296348,85.42476382902004,167.37603297953365,345.61185081348174,71.46943300234071,93.25486049063431,224.32840438504996,220.54506307911544,133.05006481307873,224.32840438504994,185.2552615550809,124.2060589086471,91.30001268574063,124.34901123078885,128.35611366041928,189.8423833771871,49.13406499060244,192.53042792393813,180.5573704028538,110.45845756521385,224.32840438504996,111.00619195299868,224.32840438504996,162.46638967507405,224.32840438504996,271.8096289122493,208.00448414613385,191.4171295680925
stroma_ad_carcinoma_FA_HN14_5_linfoides_notumorales_tumorales.csv,43.14410362874684,42.45452446967546,127.61124053857247,2.0531882429821903e-308,191.5620650585961,62.069959909024604,123.39235827931265,210.07303385140068,144.44853984784345,111.23211220388107,57.54230361605241,130.11160298359772,83.15336986067295,393.69711739468187,154.7121939988838,95.50762182853762,106.37449562618576,92.93382254054296,246.61256621215966,116.74109911177047,238.62683999688446,196.3100116604205,120.7083851310198,97.98077868707233,194.249909155848,240.92040090793756,138.51225242720966,64.91918738536566,52.94612986428132,89.32320103136368,160.5227841157637,102.98470517812922,112.0490619300401,227.23240405688102,102.01351364373141,360.23321884117456,80.39324360756137,63.80588902952002
carcinoma_FA_HN14_4_linfoides_notumorales_tumorales.csv,191.5620650585961,191.5620650585961,109.64753340420657,191.5620650585961,1.7640383070767374e-308,163.84728624563905,143.23714126719585,115.39900092779786,109.34976901000753,103.33309394672033,178.31487867826354,92.14975752596217,174.10102667647578,332.01243232232173,154.59058418078283,102.12572005167759,227.690901233521,227.27005677605757,142.34339886462845,227.690901233521,91.21122639477403,90.55630835841563,120.06766997804027,156.64277134952118,102.96689625285575,182.63902807158257,142.44690989325676,199.25542162088024,187.28236409979593,191.5620650585961,227.690901233521,117.7311856499408,227.690901233521,96.36677349416482,227.690901233521,265.0846352153072,214.72947784307598,198.14212326503463
dysplasia_FA_HN11A_2_linfoides_notumorales_tumorales.csv,80.38002459360663,51.62073080341861,97.19848154142807,62.069959909024604,163.84728624563905,1.078305758833571e-308,82.0131714293332,183.43216238256036,114.03578085069904,89.14357978080366,45.16468508820674,103.47073151475743,70.17755143810558,393.69711739468187,124.29943500173943,71.13636719213352,136.78725462333017,123.34658153768737,216.19980721501526,147.15385810891485,224.5081855816693,163.4589829352355,70.12562148866041,71.33990721823201,167.60903768700769,229.0953074037755,108.09949343006525,95.33194638251007,83.35888886142573,58.91044203421927,175.7291636143359,70.89947899301816,142.46182092718448,201.7193137016625,132.42627264087582,360.23321884117456,110.80600260470577,94.21864802666443
stroma_ad_dysplasia_FA_HN14_3_linfoides_notumorales_tumorales.csv,126.37684284328799,90.30137051851952,136.51214757025372,123.39235827931265,143.23714126719585,82.0131714293332,8.350446858721825e-309,167.0396816805852,153.3494468795247,113.1128196879024,84.7372864784794,67.4464354878811,53.4566041738953,393.69711739468187,163.61310103056505,94.24963370729738,123.39235827931265,94.20540281675162,255.5134732438409,136.54508263240626,199.16759246174203,169.14853617431038,105.6376859828509,67.4027493590392,131.58474166013136,193.07101137689918,147.4131594588909,123.39235827931265,118.63390697748369,125.98530759300505,156.07233059992308,59.9102756278366,103.14815489835884,176.78128919369314,94.20422637893549,360.23321884117456,114.90328299676449,119.69994577982057
dysplasia_FA_HN11A_4_linfoides_notumorales_tumorales.csv,218.08882839733,218.08882839732996,144.17923835597196,210.07303385140068,115.39900092779786,183.43216238256036,167.0396816805852,1.32225651096438e-308,126.41108594531084,126.20981990005117,177.2947282308844,115.95229793935152,197.90356708986513,308.2098919089324,140.87430669189587,130.04277458236996,239.59217144021568,239.59217144021568,100.81095060793561,239.59217144021568,118.99530830774563,46.818186776504774,138.81243581553116,154.87654534112033,65.53444856090562,163.79217893117752,148.59206157988402,223.05796203426962,211.08490451318528,203.51215958129427,239.59217144021568,141.86109310385712,239.59217144021568,104.86079314412497,239.59217144021568,241.28209480191782,238.53201825646534,221.94466367842398
carcinoma_FA_HN15_1_linfoides_notumorales_tumorales.csv,166.32995270150468,139.91881769047075,57.99967598299011,144.44853984784345,109.34976901000753,114.03578085069904,153.3494468795247,126.41108594531084,1.355164787308796e-308,112.51958509899066,159.20046593890578,102.26206313829101,184.21333228880462,345.61185081348174,52.9096811555012,110.09215979990529,232.74705403968542,232.74705403968545,138.84630450818258,232.74705403968542,167.48710914441978,118.84566221365645,108.1373119950116,141.18631054005982,110.58796124975817,178.95680241142435,33.09714088324924,209.3677272332091,197.39466971212477,112.27732850259548,232.74705403968542,127.84349126226965,232.74705403968542,144.69823726441297,232.74705403968545,254.97232960297833,224.8417834554048,208.25442887736347
carcinoma_FA_HN14_3_linfoides_notumorales_tumorales.csv,139.8216643391825,105.3117925070842,95.68228578971969,111.23211220388107,103.33309394672033,89.14357978080366,113.1128196879024,126.20981990005117,112.51958509899066,1.3858332753548485e-308,109.1411383408306,86.49585235081511,85.43547767288638,393.69711739468187,122.78323925003103,62.54268010028464,138.30345037503855,124.86277728939575,214.68361146330687,155.32318404580735,166.6073119021542,128.31867439377635,105.10655981741566,81.45742841015881,109.7081640074926,172.94012734813714,106.58329767835687,139.8216643391825,130.83920180524672,134.26796536566113,176.4872614901901,81.87862357230611,143.97801667889289,143.8184400221474,133.94246839258417,360.23321884117456,134.54086221514945,141.57652343245934
