,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,6.76017699979313e-309,200.0,11.03821554032315,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_5_clean.csv,200.0,1.1976665471736787e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_14_clean.csv,11.03821554032315,200.0,1.3385151851538494e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_13_clean.csv,200.0,200.0,200.0,6.79635163015748e-309,200.0,200.0,200.0,200.0,200.0,200.0,12.067969899225027,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_17_clean.csv,200.0,200.0,200.0,200.0,1.326472621931973e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_10_clean.csv,200.0,200.0,200.0,200.0,200.0,5.3855066100661e-309,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_11_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,1.429002333597008e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_7_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1.8762615747778015e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_19_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1.21426989974428e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_8_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1.360491874513487e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,16.601459471432285
topology_dysplasia_2_clean.csv,200.0,200.0,200.0,12.067969899225027,200.0,200.0,200.0,200.0,200.0,200.0,9.73647035796773e-309,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_9_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1.850753366637619e-308,200.0,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_12_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,7.85587535018604e-309,200.0,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_1_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1.179794210845431e-308,200.0,200.0,200.0,200.0,200.0
topology_dysplasia_16_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,7.14920856400998e-309,200.0,200.0,200.0,200.0
topology_dysplasia_15_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1.8682778288430445e-308,200.0,200.0,200.0
topology_dysplasia_4_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1.532302773136155e-308,200.0,200.0
topology_dysplasia_3_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,8.991821808316416e-309,200.0
topology_dysplasia_6_clean.csv,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,16.601459471432285,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,5.62422637475181e-309
