,stroma_ad_dysplasia_FA_HN11A_3_t.csv,dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN14_3_t.csv,stroma_ad_carcinoma_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN14_1_t.csv,stroma_ad_dysplasia_FA_HN15_2_t.csv,dysplasia_FA_HN15_2_t.csv,stroma_ad_dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN11A_5_t.csv,stroma_ad_dysplasia_FA_HN15_3_t.csv,stroma_ad_dysplasia_FA_HN11A_5_t.csv,dysplasia_FA_HN15_5_t.csv,dysplasia_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN15_5_t.csv,carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN11A_1_t.csv,stroma_ad_carcinoma_FA_HN14_5_t.csv,dysplasia_FA_HN11A_4_t.csv,carcinoma_FA_HN11A_1_t.csv,dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN15_2_t.csv,carcinoma_FA_HN14_2_t.csv,dysplasia_FA_HN15_1_t.csv,carcinoma_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN14_2_t.csv,carcinoma_FA_HN11A_4_t.csv,stroma_ad_dysplasia_FA_HN11A_4_t.csv,dysplasia_FA_HN15_3_t.csv,carcinoma_FA_HN14_4_t.csv,stroma_ad_carcinoma_FA_HN14_3_t.csv,carcinoma_FA_HN11A_3_t.csv,stroma_ad_dysplasia_FA_HN11A_2_t.csv,carcinoma_FA_HN15_1_t.csv,dysplasia_FA_HN11A_5_t.csv,stroma_ad_carcinoma_FA_HN15_4_t.csv,carcinoma_FA_HN14_3_t.csv,dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN15_3_t.csv,stroma_ad_carcinoma_FA_HN15_2_t.csv,stroma_ad_carcinoma_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN15_4_t.csv,dysplasia_FA_HN11A_3_t.csv
stroma_ad_dysplasia_FA_HN11A_3_t.csv,0.0,inf,inf,inf,5147.407118721436,6107.857106420175,inf,3477.0805049443466,inf,inf,3868.7310058293865,inf,5644.977138724431,inf,inf,inf,4801.402336659877,inf,4881.8281177490535,inf,inf,2152.958574107686,inf,inf,5504.046819164283,inf,3999.9568714517227,inf,1737.9797930753923,inf,inf,4954.198128224,inf,2018.1379324171282,inf,inf,5481.9693321257955,inf,inf,inf,inf,5409.036884076027,4597.401598156248,inf,inf,inf,inf
dysplasia_FA_HN14_2_t.csv,inf,0.0,inf,inf,inf,inf,inf,inf,3890.1583193825936,2178.879371406071,inf,inf,inf,inf,inf,1359.5265509283809,inf,1347.6166426070863,inf,inf,465.6897789828468,inf,inf,inf,inf,inf,inf,528.5025576932647,inf,inf,inf,inf,512.2672864188111,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_dysplasia_FA_HN14_3_t.csv,inf,inf,0.0,1087.642016635822,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1318.3097785535135,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_carcinoma_FA_HN15_1_t.csv,inf,inf,1087.642016635822,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2061.6679017388533,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_carcinoma_FA_HN14_1_t.csv,5147.407118721436,inf,inf,inf,0.0,1281.9708862244345,inf,2070.489133626721,inf,inf,1448.6942910475268,inf,819.3274599655499,inf,inf,inf,470.3222096815839,inf,373.5033231043598,inf,inf,7171.087322548488,inf,inf,2593.316051703206,inf,1351.893217939475,inf,6794.228008740633,inf,inf,482.01069108454647,inf,3376.345969908969,inf,inf,757.3985387387745,inf,inf,inf,inf,799.5073210641069,1206.7586671629765,inf,inf,inf,inf
stroma_ad_dysplasia_FA_HN15_2_t.csv,6107.857106420175,inf,inf,inf,1281.9708862244345,0.0,inf,3267.9476194220824,inf,inf,2357.5793319830805,inf,647.8139053204618,inf,inf,inf,1595.8907653230463,inf,1414.7657335007361,inf,inf,8062.619586862552,inf,inf,2497.1678692033433,inf,2534.1019739676935,inf,7724.031584909637,inf,inf,1317.0327251423255,inf,4450.41053673508,inf,inf,695.5775669648077,inf,inf,inf,inf,990.3439487420285,2421.7183901385147,inf,inf,inf,inf
dysplasia_FA_HN15_2_t.csv,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,867.9466307486149,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,96.60534552203684,inf,inf,inf,542.2157094147698,inf,inf,inf,inf,1448.453152097209,1528.5980297148587,565.5310590067251,2066.344129950151
stroma_ad_dysplasia_FA_HN11A_1_t.csv,3477.0805049443466,inf,inf,inf,2070.489133626721,3267.9476194220824,inf,0.0,inf,inf,1447.1233268519022,inf,2736.8526741564347,inf,inf,inf,1723.0718521475908,inf,1884.8305463587903,inf,inf,5481.052238806637,inf,inf,3968.3102730242695,inf,974.6863646517502,inf,5191.807241798617,inf,inf,2007.2871118477833,inf,1523.4644773093482,inf,inf,2643.174710569886,inf,inf,inf,inf,2691.823773058088,1249.3390354703688,inf,inf,inf,inf
carcinoma_FA_HN11A_5_t.csv,inf,3890.1583193825936,inf,inf,inf,inf,inf,inf,0.0,4216.372649110825,inf,inf,inf,inf,inf,3138.3117298210414,inf,3282.72513263735,inf,inf,4013.5533840504195,inf,inf,inf,inf,inf,inf,4174.936114102234,inf,inf,inf,inf,4142.961014774303,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_dysplasia_FA_HN15_3_t.csv,inf,2178.879371406071,inf,inf,inf,inf,inf,inf,4216.372649110825,0.0,inf,inf,inf,inf,inf,1361.0572978809362,inf,1065.4857345437035,inf,inf,2486.441034987511,inf,inf,inf,inf,inf,inf,2652.539008440838,inf,inf,inf,inf,2619.19459581346,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
