,topology_ad_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_19_clean_no_tumorales.csv,topology_dysplasia_19_clean_no_tumorales.csv,topology_carcinoma_11_clean_no_tumorales.csv,topology_ad_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_5_clean_no_tumorales.csv,topology_carcinoma_20_clean_no_tumorales.csv,topology_ad_carcinoma_14_clean_no_tumorales.csv,topology_ad_carcinoma_3_clean_no_tumorales.csv,topology_carcinoma_14_clean_no_tumorales.csv,topology_dysplasia_18_clean_no_tumorales.csv,topology_ad_dysplasia_2_clean_no_tumorales.csv,topology_ad_carcinoma_11_clean_no_tumorales.csv,topology_dysplasia_17_clean_no_tumorales.csv,topology_carcinoma_3_clean_no_tumorales.csv,topology_ad_dysplasia_4_clean_no_tumorales.csv,topology_ad_carcinoma_9_clean_no_tumorales.csv,topology_ad_dysplasia_3_clean_no_tumorales.csv,topology_carcinoma_16_clean_no_tumorales.csv,topology_ad_carcinoma_12_clean_no_tumorales.csv,topology_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_16_clean_no_tumorales.csv,topology_carcinoma_12_clean_no_tumorales.csv,topology_ad_carcinoma_10_clean_no_tumorales.csv,topology_ad_dysplasia_7_clean_no_tumorales.csv,topology_ad_carcinoma_8_clean_no_tumorales.csv,topology_carcinoma_15_clean_no_tumorales.csv,topology_ad_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_6_clean_no_tumorales.csv,topology_ad_carcinoma_15_clean_no_tumorales.csv,topology_carcinoma_8_clean_no_tumorales.csv,topology_dysplasia_11_clean_no_tumorales.csv,topology_ad_carcinoma_1_clean_no_tumorales.csv,topology_dysplasia_14_clean_no_tumorales.csv,topology_ad_carcinoma_13_clean_no_tumorales.csv,topology_ad_carcinoma_6_clean_no_tumorales.csv,topology_dysplasia_3_clean_no_tumorales.csv,topology_ad_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_13_clean_no_tumorales.csv,topology_carcinoma_9_clean_no_tumorales.csv,topology_carcinoma_10_clean_no_tumorales.csv,topology_dysplasia_7_clean_no_tumorales.csv,topology_dysplasia_6_clean_no_tumorales.csv,topology_dysplasia_15_clean_no_tumorales.csv,topology_ad_dysplasia_9_clean_no_tumorales.csv,topology_dysplasia_10_clean_no_tumorales.csv,topology_carcinoma_13_clean_no_tumorales.csv,topology_carcinoma_1_clean_no_tumorales.csv,topology_ad_carcinoma_5_clean_no_tumorales.csv,topology_ad_carcinoma_2_clean_no_tumorales.csv,topology_dysplasia_9_clean_no_tumorales.csv,topology_carcinoma_17_clean_no_tumorales.csv,topology_dysplasia_12_clean_no_tumorales.csv,topology_ad_dysplasia_10_clean_no_tumorales.csv,topology_dysplasia_4_clean_no_tumorales.csv,topology_carcinoma_5_clean_no_tumorales.csv,topology_carcinoma_2_clean_no_tumorales.csv,topology_ad_dysplasia_6_clean_no_tumorales.csv,topology_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_18_clean_no_tumorales.csv,topology_ad_dysplasia_5_clean_no_tumorales.csv,topology_dysplasia_2_clean_no_tumorales.csv
topology_ad_dysplasia_1_clean_no_tumorales.csv,6.57154076066977e-309,132.96250139205932,72.90503283804182,96.83420201103965,28.72672755183882,69.07290536581888,139.07850946448087,68.87875773991087,39.712848123249316,48.50614592211522,50.391841881328205,37.44458966427976,32.18104579702194,inf,98.30685554364925,46.28992141951612,34.17385175393061,37.44458966427976,90.15619447221846,41.63141676169522,229.5949203751032,50.391841881328205,86.25061084374744,25.43934054027177,94.58740728918967,35.39154440942457,132.314325283468,39.658047944259394,104.54519552768053,116.85413995990214,112.38929380232261,65.94457855620655,60.26924053037422,74.76301457271205,37.44458966427976,48.98469368135217,40.06586155537738,37.44458966427976,80.4209900045092,40.138211004752776,101.38814065260704,84.68996692019735,70.57748390053641,48.8995004057559,103.9642949727795,50.391841881328205,37.44458966427976,63.71660644289199,81.79410144490251,115.917648420169,21.955940173144725,37.44458966427975,91.87133764193419,97.45496456350517,74.9448485531118,37.38770768237106,89.62638917168584,115.3970015116727,92.18752328557821,35.38317161404626,80.64696587971366,137.6194358645622,37.44458966427976,107.81719991489226
topology_carcinoma_19_clean_no_tumorales.csv,132.96250139205932,1.655408668647541e-308,132.96250139205932,132.96250139205932,132.96250139205932,94.28373731446513,79.12336706725506,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,inf,66.405831210418,132.96250139205932,132.96250139205932,132.96250139205932,106.55683158061044,132.96250139205932,229.5949203751032,115.85439545566342,132.96250139205932,132.96250139205932,87.89311425229255,132.96250139205932,85.26408795340978,132.96250139205932,80.92368100783222,79.22025169749821,67.67121372160307,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,110.1135703963937,132.96250139205932,105.59151157148452,132.96250139205932,79.85320151224454,132.96250139205932,132.96250139205932,132.96250139205932,132.96250139205932,108.28629118592232,132.96250139205932,99.9225162388791,132.96250139205932,132.96250139205932,132.96250139205932,91.55784367162983,124.85590644720989,132.96250139205932,96.75105760412953,100.57865525610782,85.26408795340978,132.96250139205932,132.96250139205932,85.26408795340978,132.96250139205932,108.94438675149277
topology_dysplasia_19_clean_no_tumorales.csv,72.90503283804182,132.96250139205932,2.2065611537592614e-308,96.83420201103965,72.90503283804182,72.90503283804182,139.07850946448087,72.90503283804182,73.12583067838295,72.90503283804182,72.9050328380418,72.90503283804182,72.90503283804182,inf,98.30685554364925,72.90503283804182,72.90503283804182,72.90503283804182,90.15619447221846,72.90503283804182,177.34135438055995,72.90503283804182,86.25061084374744,72.90503283804182,94.58740728918968,72.90503283804182,132.314325283468,72.90503283804182,104.54519552768053,116.85413995990214,112.38929380232261,82.6153992694218,72.90503283804182,74.76301457271205,72.90503283804182,72.90503283804182,73.1261761421261,72.90503283804182,80.4209900045092,72.90503283804182,101.38814065260704,84.68996692019735,72.90503283804182,72.90503283804182,103.9642949727795,72.90503283804182,72.90503283804182,72.90503283804182,81.79410144490251,115.917648420169,72.90503283804182,72.90503283804182,72.90503283804185,97.45496456350517,55.557687541262226,72.90503283804182,89.62638917168584,115.3970015116727,92.18752328557821,72.90503283804182,80.64696587971366,137.6194358645622,72.90503283804182,107.81719991489226
topology_carcinoma_11_clean_no_tumorales.csv,96.83420201103965,132.96250139205932,96.83420201103965,7.66175376663571e-309,96.83420201103965,96.83420201103965,116.6595579538104,72.24824976892705,96.83420201103965,96.83420201103965,96.83420201103965,96.83420201103965,96.83420201103965,inf,96.71085098858566,96.83420201103965,96.83420201103965,96.83420201103965,90.15619447221849,96.83420201103965,229.5949203751032,96.83420201103965,41.382825094130936,96.83420201103965,72.24824976892705,96.83420201103965,105.00265507688692,96.83420201103965,104.54519552768053,65.75822492913335,96.04185575585933,96.83420201103965,65.05375949782348,54.86657718008411,96.83420201103965,80.81148127687413,96.83420201103965,96.83420201103965,63.347996885545996,96.83420201103965,101.38814065260704,38.530044473602615,70.57748390053644,96.83420201103965,103.9642949727795,96.83420201103965,96.83420201103965,96.83420201103965,44.88951999493099,48.75858295641157,96.83420201103965,96.83420201103965,96.83420201103965,64.71451836597453,96.83420201103965,96.83420201103965,89.24271970324685,58.68977643366449,92.18752328557824,96.83420201103965,27.766306009042694,100.06972361477023,96.83420201103965,47.151432184352586
topology_ad_carcinoma_4_clean_no_tumorales.csv,28.72672755183882,132.96250139205932,72.90503283804182,96.83420201103965,1.3563915521320006e-308,69.07290536581888,139.07850946448087,68.87875773991087,46.25828652562541,53.56841577172088,40.15111795972746,29.61992868194826,17.572393176353614,inf,98.30685554364925,39.27018233436084,18.140917166686933,33.61724035233651,90.15619447221846,19.324538930574477,229.5949203751032,40.64657934486519,86.25061084374744,35.64838489452455,94.58740728918968,24.768145685441503,132.314325283468,40.15111795972746,104.54519552768053,116.85413995990214,112.38929380232261,80.55323117687487,60.26924053037422,74.76301457271205,40.15111795972746,40.15111795972746,45.905964020983674,37.10315326079923,80.4209900045092,29.19143705888603,101.38814065260704,84.68996692019735,70.57748390053641,32.570008351841636,103.9642949727795,40.15111795972746,40.15111795972746,63.71660644289199,81.79410144490251,115.917648420169,33.91887620194416,24.171413048856806,91.87133764193419,97.45496456350517,74.9448485531118,22.724021004546756,89.62638917168584,115.3970015116727,92.18752328557821,15.361462402482502,80.64696587971366,137.6194358645622,20.774499669951076,107.81719991489226
topology_dysplasia_5_clean_no_tumorales.csv,69.07290536581888,94.28373731446513,72.90503283804182,96.83420201103965,69.07290536581888,1.1565027190271817e-308,100.43645692212795,69.07290536581888,69.81314744597591,69.07290536581888,69.07290536581888,69.07290536581888,69.07290536581888,inf,82.62779285635233,69.07290536581888,69.07290536581888,69.07290536581888,86.97637146414212,69.07290536581888,229.5949203751032,49.011562186583035,86.25061084374744,69.07290536581888,75.37178150876963,69.07290536581888,100.44765423631037,69.07290536581888,97.39856218714581,106.88905093764751,95.52886189732305,69.07290536581888,69.07290536581888,74.76301457271205,69.07290536581888,69.07290536581888,69.46082494133418,69.07290536581888,69.25940308350985,69.07290536581888,101.38814065260704,84.68996692019735,59.71197231296031,69.07290536581888,103.9642949727795,69.07290536581888,69.07290536581888,63.716606442892044,81.79410144490251,111.55788280666115,69.07290536581888,69.07290536581888,91.87133764193419,84.77162547673791,74.9448485531118,69.07290536581888,89.24271970324685,115.3970015116727,84.27530663053855,69.07290536581888,80.64696587971366,114.10814406133073,69.07290536581888,107.81719991489226
topology_carcinoma_20_clean_no_tumorales.csv,139.07850946448087,79.12336706725506,139.07850946448087,116.6595579538104,139.07850946448087,100.43645692212795,9.721612830876093e-309,139.07850946448087,139.07850946448087,139.07850946448087,139.07850946448087,139.07850946448087,139.07850946448087,inf,63.957022239316814,139.07850946448087,139.07850946448087,139.07850946448087,90.15619447221849,139.07850946448087,229.5949203751032,129.80666824961457,139.07850946448087,139.07850946448087,80.27246896911961,139.07850946448087,41.426616822192955,139.07850946448087,75.29020597576925,50.90133302467706,72.30074024287296,139.07850946448087,139.07850946448087,139.07850946448087,139.07850946448087,111.87044992818096,139.07850946448087,139.07850946448087,86.13798508132527,139.07850946448087,139.07850946448087,139.07850946448087,78.7113655699012,139.07850946448087,139.07850946448087,139.07850946448087,139.07850946448087,127.78333737556756,139.07850946448087,75.94693092381067,139.07850946448087,139.07850946448087,139.07850946448087,67.5822583565614,139.07850946448087,139.07850946448087,89.24271970324685,76.6030699410394,60.81059308244821,139.07850946448087,122.14224242030986,43.30072031536909,139.07850946448087,108.31723635206095
topology_ad_carcinoma_14_clean_no_tumorales.csv,68.87875773991087,132.96250139205932,72.90503283804182,72.24824976892705,68.87875773991087,69.07290536581888,139.07850946448087,1.822143706077419e-308,68.87875773991088,68.87875773991087,68.87875773991087,68.87875773991087,68.87875773991087,inf,98.30685554364925,68.87875773991087,68.87875773991087,68.87875773991087,90.15619447221846,68.87875773991087,229.5949203751032,68.87875773991087,73.38465737071809,68.87875773991087,94.58740728918968,68.87875773991087,132.314325283468,68.87875773991087,104.54519552768053,115.60662035737295,112.38929380232261,68.8787577399109,55.03991759562153,55.9623998343167,68.87875773991087,60.778633025050326,68.8787577399109,68.87875773991087,80.36996830072474,68.87875773991087,101.38814065260704,71.96324013557557,70.57748390053641,68.87875773991087,103.9642949727795,68.87875773991087,68.87875773991087,63.716606442892044,58.72829233099765,90.56102245823934,68.87875773991087,68.87875773991087,91.87133764193419,97.45496456350517,74.9448485531118,68.87875773991087,89.62638917168584,112.81440612522917,92.18752328557821,68.87875773991087,78.78194599773457,137.6194358645622,68.87875773991087,91.23849097899753
topology_ad_carcinoma_3_clean_no_tumorales.csv,39.712848123249316,132.96250139205932,73.12583067838295,96.83420201103965,46.25828652562541,69.81314744597591,139.07850946448087,68.87875773991088,6.30094194949481e-309,48.50614592211522,73.12583067838295,70.20587507644842,63.830679701979015,inf,98.30685554364925,73.12583067838295,45.376086294566846,73.12583067838295,90.15619447221846,53.76333040156779,229.5949203751032,73.12583067838295,86.25061084374744,33.641475585020025,94.58740728918967,63.22646608882883,132.314325283468,73.12583067838294,104.54519552768053,116.85413995990214,112.38929380232261,34.58144979672164,60.26924053037423,74.76301457271205,73.12583067838294,73.12583067838295,27.0890996549401,73.12583067838295,80.4209900045092,70.58623100830167,101.38814065260704,84.68996692019735,70.57748390053644,70.48107324428256,103.9642949727795,73.12583067838295,73.12583067838295,73.12583067838295,81.79410144490251,115.917648420169,40.87387020251205,70.42969957448221,91.87133764193419,97.45496456350517,74.9448485531118,68.98230753017216,89.62638917168584,115.3970015116727,92.18752328557821,55.02025127034307,80.64696587971366,137.6194358645622,53.8817160253148,107.81719991489226
topology_carcinoma_14_clean_no_tumorales.csv,48.50614592211522,132.96250139205932,72.90503283804182,96.83420201103965,53.56841577172088,69.07290536581888,139.07850946448087,68.87875773991087,48.50614592211522,1.113713758966429e-308,54.87550637377346,54.87550637377346,54.87550637377346,inf,98.30685554364925,54.87550637377346,53.30211275456347,54.87550637377346,90.15619447221846,54.87550637377346,229.5949203751032,54.87550637377346,86.25061084374744,54.875506373773476,94.58740728918968,54.87550637377346,132.314325283468,54.87550637377346,104.54519552768053,116.85413995990214,112.38929380232261,48.50614592211522,44.15872577885236,74.76301457271205,54.87550637377346,54.87550637377346,48.50614592211522,54.87550637377346,80.4209900045092,54.87550637377346,101.38814065260704,84.68996692019735,70.57748390053641,53.30211275456347,103.9642949727795,54.87550637377346,54.87550637377346,63.71660644289199,81.79410144490251,115.917648420169,44.54313011242674,54.87550637377346,91.87133764193419,97.45496456350517,74.9448485531118,54.87550637377346,89.62638917168584,115.3970015116727,92.18752328557821,54.87550637377346,80.64696587971366,137.6194358645622,54.87550637377346,107.81719991489226
