,topology_ad_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_19_clean_no_tumorales.csv,topology_dysplasia_19_clean_no_tumorales.csv,topology_carcinoma_11_clean_no_tumorales.csv,topology_ad_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_5_clean_no_tumorales.csv,topology_carcinoma_20_clean_no_tumorales.csv,topology_ad_carcinoma_14_clean_no_tumorales.csv,topology_ad_carcinoma_3_clean_no_tumorales.csv,topology_carcinoma_14_clean_no_tumorales.csv,topology_dysplasia_18_clean_no_tumorales.csv,topology_ad_dysplasia_2_clean_no_tumorales.csv,topology_ad_carcinoma_11_clean_no_tumorales.csv,topology_dysplasia_17_clean_no_tumorales.csv,topology_carcinoma_3_clean_no_tumorales.csv,topology_ad_dysplasia_4_clean_no_tumorales.csv,topology_ad_carcinoma_9_clean_no_tumorales.csv,topology_ad_dysplasia_3_clean_no_tumorales.csv,topology_carcinoma_16_clean_no_tumorales.csv,topology_ad_carcinoma_12_clean_no_tumorales.csv,topology_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_16_clean_no_tumorales.csv,topology_carcinoma_12_clean_no_tumorales.csv,topology_ad_carcinoma_10_clean_no_tumorales.csv,topology_ad_dysplasia_7_clean_no_tumorales.csv,topology_ad_carcinoma_8_clean_no_tumorales.csv,topology_carcinoma_15_clean_no_tumorales.csv,topology_ad_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_6_clean_no_tumorales.csv,topology_ad_carcinoma_15_clean_no_tumorales.csv,topology_carcinoma_8_clean_no_tumorales.csv,topology_dysplasia_11_clean_no_tumorales.csv,topology_ad_carcinoma_1_clean_no_tumorales.csv,topology_dysplasia_14_clean_no_tumorales.csv,topology_ad_carcinoma_13_clean_no_tumorales.csv,topology_ad_carcinoma_6_clean_no_tumorales.csv,topology_dysplasia_3_clean_no_tumorales.csv,topology_ad_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_13_clean_no_tumorales.csv,topology_carcinoma_9_clean_no_tumorales.csv,topology_carcinoma_10_clean_no_tumorales.csv,topology_dysplasia_7_clean_no_tumorales.csv,topology_dysplasia_6_clean_no_tumorales.csv,topology_dysplasia_15_clean_no_tumorales.csv,topology_ad_dysplasia_9_clean_no_tumorales.csv,topology_dysplasia_10_clean_no_tumorales.csv,topology_carcinoma_13_clean_no_tumorales.csv,topology_carcinoma_1_clean_no_tumorales.csv,topology_ad_carcinoma_5_clean_no_tumorales.csv,topology_ad_carcinoma_2_clean_no_tumorales.csv,topology_dysplasia_9_clean_no_tumorales.csv,topology_carcinoma_17_clean_no_tumorales.csv,topology_dysplasia_12_clean_no_tumorales.csv,topology_ad_dysplasia_10_clean_no_tumorales.csv,topology_dysplasia_4_clean_no_tumorales.csv,topology_carcinoma_5_clean_no_tumorales.csv,topology_carcinoma_2_clean_no_tumorales.csv,topology_ad_dysplasia_6_clean_no_tumorales.csv,topology_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_18_clean_no_tumorales.csv,topology_ad_dysplasia_5_clean_no_tumorales.csv,topology_dysplasia_2_clean_no_tumorales.csv
topology_ad_dysplasia_1_clean_no_tumorales.csv,0.0,4451.529035176194,3700.1689259087834,4346.217879383745,2091.0816035997464,3554.801546493789,4563.962320915271,1856.3929237019438,1852.6172295777383,3393.5377678330847,3543.0305875409676,1803.548225863867,1346.760520780138,inf,4210.490437770333,2871.2363512890056,1583.7183646785352,2330.3188530786165,4605.063387433494,2155.32474759444,3693.352861495115,3617.6900509960965,4360.5921429601185,1374.9405523218666,1555.4532892111001,1655.7474007478334,4760.1895937083755,2142.485443323025,4972.319483092887,4459.264062771965,4570.096696408105,2231.8396850976137,4272.628682980163,3558.947166018794,1567.1370263703375,3654.880301210709,2533.9945420570966,2974.6582999867333,4398.169895371971,3385.314439301901,3749.6355782951055,4572.799857563694,4696.324816948378,3413.7469025724267,3666.551654579349,3549.452359354958,3356.5542193345423,3519.585517631004,4328.9644318241235,4683.341107153148,2093.917035383152,1839.5619415568726,3571.1911810381107,3997.0427034580484,3687.3447800644226,1010.4398486660064,4118.5944603507705,5218.033878667745,5001.014316505877,2495.548299315995,4134.443047766768,4061.830294122702,2914.165925823558,4725.335823819753
topology_carcinoma_19_clean_no_tumorales.csv,4451.529035176194,0.0,1278.843521704048,1359.297794391188,2666.9974705570567,1113.016993654525,908.3041143095428,3014.949627043823,4508.810313806178,2001.9997419092585,1137.3105879146156,2906.8394699412074,3479.0129523618307,inf,724.313983891328,1732.8334009739622,3665.7706339388105,2292.1516270777474,871.894510893514,2494.8287755527954,1282.2103715344838,1086.2726390190278,1394.6490122475864,4494.565291999266,3656.52635985528,5007.35673031856,1384.0505487064997,3684.687097421128,1511.8630404335984,999.0619284214108,803.7130295140164,2514.9208679197272,1687.1552360663143,1297.6954594056199,3368.8895776321415,1056.9857861139633,2158.91435079915,1611.6679928297115,836.0783988075259,1208.7849713636483,1206.793308199533,1131.799714632349,1114.9182464054904,1201.9136533395115,1252.7235814126655,1131.1357999076613,1226.9867026290187,1229.733205530135,1488.244293133888,1156.0229249948663,2780.059282048599,3357.3506747583315,1329.261090288852,962.8697335249572,1247.880349941612,4416.157568376925,987.9336738175068,1689.2367079262376,1549.2516711654703,2178.174053830427,1146.900768220938,842.141607364265,1675.2084279166163,1447.7645194913853
topology_dysplasia_19_clean_no_tumorales.csv,3700.1689259087834,1278.843521704048,0.0,1451.6106028283548,1871.502866460038,605.9881145918378,1403.107459370775,2426.2630226126566,3742.7585100276347,1435.025229418274,157.1383383678132,2063.4296578480325,2668.7003284710586,inf,865.724182160775,868.658224080607,2878.7573979153326,1478.0719510394458,1217.4191050799218,1686.20044966431,387.1187387019985,223.44662651090812,1295.1374531228375,3706.3428809773513,3002.15675399209,4176.103791406828,1765.171415991819,2817.2271370935896,1972.3418738860619,1283.3400157020849,1294.7376688551103,1731.7642856651164,1486.1610404510802,850.4314217172966,2523.172866853093,295.61019489674663,1375.965391327689,762.261760428065,1180.0808029469476,344.81697580297555,269.15608800694724,1424.189700213739,1611.6939858838982,358.3866584394849,303.4146543819947,169.42635123825593,377.65213550703345,447.1635316686603,1324.3966203804052,1596.2576640433074,2043.9366248054025,2543.0671654638168,431.6518323000661,823.0657229754271,180.18140950683204,3612.0806755367175,681.7998914571433,2181.51709694448,1977.2755226688985,1356.988287198923,1187.3437895954066,803.4539492279273,847.2836471391664,1744.1994473561283
topology_carcinoma_11_clean_no_tumorales.csv,4346.217879383745,1359.297794391188,1451.6106028283548,0.0,2610.095691342556,1401.9231123962797,951.3131795347363,2884.983152483313,4405.271794548102,1568.1627373773354,1311.5679908866018,2911.627222829233,3423.71596342269,inf,1142.1327011892192,1756.8786969373616,3623.8365198723286,2280.6334868135737,1467.3285941305837,2502.8530294646735,1519.653641770501,1347.974808022368,710.8891757465663,4362.398069702308,3641.133392517749,4975.705339075855,917.755355549078,3727.7934039457878,1104.492789773845,852.1867175112428,1081.6659253485839,2495.9393722793366,960.5034716866395,1176.5725853889626,3390.092689353791,1304.35664391398,2127.3144163034394,1634.4053389291414,1182.554693898198,1308.24013651853,1479.0347482758043,1043.5660684325965,1148.3403219952424,1275.5572378712889,1460.8606387541772,1303.7949207055397,1313.476764450611,1392.1440781571996,778.4286120326881,959.1785943046848,2634.9923266611927,3367.6738091205316,1509.9515718311213,1054.5451650498542,1455.882183410054,4362.611200271665,1282.5224227163849,1273.3265665727733,1128.4452287120375,2102.0236230867076,768.0798033705125,1127.627379747421,1648.9729629738715,1120.5409872506586
topology_ad_carcinoma_4_clean_no_tumorales.csv,2091.0816035997464,2666.9974705570567,1871.502866460038,2610.095691342556,0.0,1723.334603882865,2795.1661714125607,1186.9648364791346,2151.5697954187417,1922.4539259713824,1714.3645280922242,935.1073942919771,1232.4573597942517,inf,2418.6334897098714,1112.8973963854362,1375.5186075649249,870.1931477835071,2781.8931452215543,663.3962306539461,1858.8289586368678,1789.023991547352,2610.325554861724,2064.91540977086,1517.9805943770002,2576.7192274222384,3010.165668993749,1664.9269580247426,3231.1977543979333,2671.626885523142,2783.916189532905,839.1144180464856,2555.2501529898873,1784.243678880998,1150.8055185564394,1825.726165579884,846.7372273626492,1166.691557037209,2613.5733244993526,1544.111965481327,1906.0922389589716,2738.9847467193795,2910.795405665574,1595.403645524871,1822.5805516579878,1720.0043204235296,1527.9748448205016,1692.9057386381096,2607.8536601594524,2910.4679206110795,823.4134968579428,1094.2123357861733,1771.9699453236385,2219.3016993932674,1858.678720615677,1968.9085834999635,2273.362948998303,3462.3543469459705,3253.0058137777137,1039.5035816609332,2360.2587705073233,2240.6311868832663,1165.6974649096428,2952.8604812082303
topology_dysplasia_5_clean_no_tumorales.csv,3554.801546493789,1113.016993654525,605.9881145918378,1401.9231123962797,1723.334603882865,0.0,1364.8380957021532,2227.1812501941436,3586.3040915830584,1248.3001454238843,472.2544393763071,1991.068247864197,2544.8477124127826,inf,946.4279771359966,828.9523002222401,2756.014613237191,1362.5110258940108,1285.5136159937992,1584.2839481445067,669.2024704854347,453.49370264865706,1354.791780634042,3545.2515767202194,2834.7720122372425,4074.986465287444,1658.9097913750304,2799.7464470600535,1733.843199968283,1166.124473807178,1260.6753192949216,1637.5382000092627,1424.4858233769378,787.9958544469382,2451.3452258922957,515.3660305731489,1284.3112094556313,704.9730120166506,1108.086431320668,457.1166511786495,542.0304771648282,1432.1767736358752,1394.3776743551257,362.138947082355,542.9984191565909,466.07973028394565,403.08142275842164,417.82755781702116,1364.2458555154299,1524.2071035008605,1839.4400940376008,2433.978266769051,615.5475880755981,810.6157024701349,611.948054816536,3456.370180519452,880.0289903916631,2100.876057301651,1849.5664488156679,1238.5269344833232,1110.2841129358324,882.298998869311,759.091153327838,1608.4621406028666
topology_carcinoma_20_clean_no_tumorales.csv,4563.962320915271,908.3041143095428,1403.107459370775,951.3131795347363,2795.1661714125607,1364.8380957021532,0.0,3145.3105685092087,4613.019654743026,1879.1140733609955,1263.2370804687923,3065.7269613371236,3616.7813483036816,inf,856.561191920332,1907.6540572821295,3817.4820534331798,2468.991312736061,1099.8241091948103,2687.7973388838623,1451.7494762987494,1237.3080100776417,1038.9430633126321,4596.24418901324,3794.2427870338865,5154.349680740508,969.9743686906776,3876.647513925187,1113.413287566451,778.5292844732546,768.2608139492361,2666.4293936246086,1290.687931356778,1294.5535381337766,3554.5847000416693,1163.591946370954,2295.0880034474126,1778.2537088000768,862.7461417741716,1366.1110935502852,1357.2587900523413,1077.134448153124,1030.794525644893,1346.2738871059773,1432.152392984784,1260.2748143926087,1396.1813612188416,1424.8020980527979,1122.2745766534583,819.1048745274977,2866.9958784480277,3531.8422461498753,1507.0235876325826,909.1045379530485,1389.487281545919,4570.341701579967,1141.483158748742,1296.788859525404,1186.9005078923979,2298.3255364446804,982.2072714496251,872.6669888161452,1808.4091001375682,1212.5339776056478
topology_ad_carcinoma_14_clean_no_tumorales.csv,1856.3929237019438,3014.949627043823,2426.2630226126566,2884.983152483313,1186.9648364791346,2227.1812501941436,3145.3105685092087,0.0,2267.798743744874,2041.654775191263,2269.1246842448445,1046.2462219956506,1107.3746420724817,inf,2834.7747273335353,1629.531019219882,1690.1854589024786,1132.0813406739587,3161.9148533348925,1135.0385387428078,2411.632884836324,2327.424452537721,2858.419566909125,2012.7548546619487,1543.3662915338261,2566.0438194749645,3265.7948094628946,2220.9362706547013,3469.9106286298156,2959.855023318478,3147.657444304034,1290.9462064387972,2799.1941240296146,2073.714058475319,1380.004751058476,2362.574469164442,1302.4624451398627,1725.5391892006053,2945.9800245415504,2104.048061623581,2475.64607837458,3034.7688061505164,3214.6194412066975,2107.0837923323325,2396.5995559226894,2276.626203086671,2082.1076078528854,2223.128478224736,2828.8298364358225,3211.7957265110135,1085.3376512133545,1529.4631854369084,2301.1033925020356,2588.7166448480725,2413.438876768296,1836.5170050833535,2726.249006681333,3703.6579290463387,3505.6410961833435,1298.9387253336463,2627.975774920785,2604.3417074528793,1670.0713410177318,3193.7883051598155
topology_ad_carcinoma_3_clean_no_tumorales.csv,1852.6172295777383,4508.810313806178,3742.7585100276347,4405.271794548102,2151.5697954187417,3586.3040915830584,4613.019654743026,2267.798743744874,0.0,3702.2373450654077,3585.620171659822,2076.175228329791,2002.0585620402157,inf,4262.518660549442,3023.7432263004857,1284.9013442220512,2598.00312290874,4635.156048705349,2292.4334280915264,3721.964237075122,3660.2796351149473,4370.047012549093,1213.9310132169066,1594.3755292513279,1338.1759388245678,4782.308758464783,1345.1027762637416,5006.637899277349,4492.354505284454,4617.289130717508,2208.820223521951,4357.7911358141,3600.081760990734,1720.0711299608176,3697.2185897689515,2499.8361897181644,3034.3026779242955,4419.133188968768,3422.162146460606,3784.7067344054185,4532.365255818219,4725.667687640445,3443.854966339239,3708.757850757158,3590.7850150278928,3407.4066836475663,3567.2685548839913,4370.535933170764,4715.102566026601,2327.867625501008,1559.4425444281142,3622.491197338355,4041.0055572433716,3729.934364183273,1566.4783793725505,4132.3042386881625,5214.650590458556,4989.0387543305915,2777.4321398928887,4154.325544182255,4049.73355258033,3046.199999181251,4732.334391126368
topology_carcinoma_14_clean_no_tumorales.csv,3393.5377678330847,2001.9997419092585,1435.025229418274,1568.1627373773354,1922.4539259713824,1248.3001454238843,1879.1140733609955,2041.654775191263,3702.2373450654077,0.0,1290.8336975451493,2358.1374426952752,2602.613762241361,inf,1775.3130374458824,1306.9657387284951,3063.141421159643,1591.105061988811,2157.8121585735594,1971.638981346791,1472.6845735597376,1365.4931610002754,1523.85672328995,3569.011137414742,3156.7290721803447,4261.152523680072,1976.706004999748,3355.1891745527687,2137.511849508832,1702.8256195541665,2013.6964873204,2086.724157740562,1308.3550639728899,1076.7063342932724,2783.241033148082,1376.9945495571428,1719.9901923907828,1257.9128132547457,1847.7284048334777,1239.1662577653588,1474.8315160548398,1896.5643064170954,1942.2652701085049,1159.302248816029,1453.8832451060011,1301.212959022845,1135.592376345703,1300.334227092886,1395.7699167184949,1995.0909726463206,1797.8793593297491,2786.8257640616403,1428.2631217329842,1446.6162801135488,1435.1478900686009,3425.7190918044166,1790.189491797589,2388.266622754088,2234.968410022182,1299.5960219286053,1349.9341251697426,1654.1467906894932,1107.4390253020194,1750.3768628976763
